Query	Subject	% Similarity	E Value	Length
CTL0137	CT_768	99.11	0.0	1689
CTL0138	CT_769	100.0	0.0	360
CTL0139	CT_770	99.52	0.0	1257
CTL0140	CT_771	99.56	0.0	453
CTL0141	CT_772	99.84	0.0	630
CTL0142	CT_773	99.52	0.0	1041
CTL0143	CT_774	99.42	0.0	1029
CTL0144	CT_775	99.21	0.0	762
CTL0145	CT_776	99.69	0.0	1614
CTL0146	CT_777	99.21	0.0	1134
CTL0147	CT_778	99.56	0.0	2262
CTL0148	CT_779	98.99	0.0	690
CTL0149	CT_780	99.39	0.0	495
CTL0150	CT_781	99.68	0.0	1581
CTL0151	CT_782	99.67	0.0	1494
CTL0152	CT_783	99.24	0.0	1050
CTL0153	CT_784	98.9	0.0	362
CTL0153A	CT_785	99.28	1.9999999999999997e-66	138
CTL0154	CT_786	100.0	4.999999999999999e-68	138
CTL0155	CT_787	99.67	3.999999999999999e-157	306
CTL0156	CT_788	99.4	0.0	501
CTL0157	CT_789	99.6	5.999999999999999e-128	252
CTL0158	CT_790	99.8	0.0	495
CTL0159	CT_791	99.66	0.0	1740
CTL0160	CT_792	99.68	0.0	2463
CTL0161	CT_793	99.26	1.9999999999999995e-135	270
CTL0162	CT_794	99.66	0.0	1788
CTL0163	CT_794.1	98.96	9.999999999999997e-145	288
CTL0164	CT_795	99.39	0.0	492
CTL0165	CT_796	99.4	0.0	3012
CTL0166	CT_797	99.51	0.0	609
CTL0167	CT_798	99.51	0.0	1425
CTL_t09	CT_t34	100.0	1.9999999999999998e-32	72
CTL0168	CT_799	99.82	0.0	558
CTL0169	CT_800	100.0	0.0	540
CTL0170	CT_801	99.71	4.999999999999999e-175	339
CTL0171	CT_802	99.19	9.999999999999999e-124	246
CTL0172	CT_803	100.0	0.0	504
CTL0173	CT_804	99.19	0.0	867
CTL0174	CT_805	99.7	0.0	1353
CTL0175	CT_806	99.69	0.0	2871
CTL0176	CT_807	99.4	0.0	997
CTL0177	CT_808	99.48	0.0	1539
CTL0178a	CT_701	100.0	1.8	14
CTL0178a	CT_356	100.0	1.8	14
CTL0178a	CT_055	89.47	1.8	19
CTL0178a	CT_042	94.12	1.8	17
CTL0178	CT_809	99.04	4.999999999999998e-157	313
CTL0179	CT_809	98.11	1e-18	53
CTL0181	CT_810	100.0	9.999999999999998e-91	180
CTL0182	CT_811	99.69	0.0	966
CTL0183	CT_812	99.56	0.0	4596
CTL0184	CT_813	97.61	0.0	795
CTL0185	CT_814	100.0	9.999999999999998e-156	300
CTL0186	CT_814.1	99.45	0.0	363
CTL0187	CT_815	99.64	0.0	1377
CTL0188	CT_816	99.4	0.0	1821
CTL0189	CT_817	99.67	0.0	1197
CTL0190	CT_818	99.58	0.0	1194
CTL0191	CT_819	100.0	0.0	717
CTL0192	CT_820	99.88	0.0	855
CTL0193	CT_821	99.48	0.0	1161
CTL0194	CT_822	99.32	0.0	876
CTL0195	CT_823	99.53	0.0	1494
CTL0196	CT_824	99.79	0.0	2925
CTL0197	CT_825	99.53	0.0	1284
CTL0198	CT_826	99.62	0.0	792
CTL0199	CT_827	99.65	0.0	3144
CTL0200	CT_828	99.9	0.0	1041
CTL0201	CT_829	99.82	0.0	564
CTL_t36	CT_t35	100.0	1e-33	74
CTL0202	CT_830	99.66	0.0	585
CTL0203	CT_831	99.66	0.0	876
CTL0204	CT_832	99.61	0.0	507
CTL0205	CT_833	98.48	0.0	528
CTL0206	CT_834	100.0	6.999999999999999e-94	186
CTL0207	CT_835	99.19	0.0	372
CTL0208	CT_836	99.51	0.0	1029
CTL_t27	CT_t36	100.0	5.999999999999999e-39	84
CTL0209	CT_837	99.24	0.0	1977
CTL0210	CT_838	99.46	0.0	1101
CTL0211	CT_839	99.44	0.0	1065
CTL0212	CT_840	99.79	0.0	966
CTL0213	CT_841	99.67	0.0	2742
CTL0214	CT_842	99.38	0.0	2088
CTL0215	CT_843	100.0	2.999999999999999e-139	270
CTL0216	CT_844	99.59	0.0	492
CTL0217	CT_845	100.0	2.999999999999999e-144	279
CTL0218	CT_846	99.43	0.0	705
CTL0219	CT_847	98.84	0.0	519
CTL0220	CT_848	99.01	0.0	507
CTL0221	CT_849	99.58	0.0	480
CTL0222	CT_849.1	100.0	1.9999999999999993e-95	189
CTL0223	CT_850	99.67	0.0	1218
CTL0224	CT_851	99.66	0.0	876
CTL0225	CT_852	95.95	0.0	617
CTL0226	CT_853	98.17	0.0	600
CTL0227	CT_854	99.38	0.0	1770
CTL0228	CT_855	98.49	0.0	1394
CTL0231	CT_856	99.59	0.0	1704
CTL0232	CT_857	99.37	0.0	1266
CTL0233	CT_858	99.83	0.0	1806
CTL0234	CT_859	98.92	0.0	924
CTL0235	CT_860	99.26	0.0	1482
CTL0236	CT_861	98.82	0.0	1521
CTL0237	CT_862	98.66	0.0	597
CTL0238	CT_863	99.52	0.0	1449
CTL_t15	CT_t37	100.0	7e-38	82
CTL0238b	CT_301	85.19	0.064	27
CTL0243	CT_864	99.56	0.0	903
CTL0244	CT_865	99.7	0.0	990
CTL0245	CT_866	99.59	0.0	2216
CTL0246	CT_867	98.92	0.0	1020
CTL0247	CT_868	94.78	0.0	1245
CTL0248	CT_869	97.86	0.0	2898
CTL0249	CT_870	89.67	0.0	3106
CTL0250	CT_871	97.99	0.0	3042
CTL0251	CT_872	93.07	0.0	3057
CTL0252	CT_873	95.27	4.999999999999999e-133	296
CTL0254	CT_874	99.17	0.0	2637
CTL0255	CT_875	97.86	0.0	1776
CTL0256	CT_001	98.9	9.999999999999998e-137	273
CTL0257	CT_002	100.0	2.999999999999999e-157	303
CTL0258	CT_003	99.8	0.0	1476
CTL0259	CT_004	99.86	0.0	1467
CTL0260	CT_005	99.36	0.0	1092
CTL0261	CT_006	99.82	0.0	570
CTL0262	CT_007	99.37	0.0	951
CTL0263	CT_008	99.56	0.0	903
CTL0264	CT_009	100.0	0.0	432
CTL0265	CT_010	99.85	0.0	1368
CTL0266	CT_011	99.68	0.0	1257
CTL0267	CT_012	99.75	0.0	795
CTL0268	CT_013	99.33	0.0	1341
CTL0269	CT_014	99.53	0.0	1062
CTL0270	CT_015	99.39	0.0	1305
CTL0271	CT_016	99.04	0.0	729
CTL0272	CT_017	99.08	0.0	1302
CTL0273	CT_018	98.1	0.0	474
CTL0274	CT_019	99.55	0.0	3111
CTL0275	CT_020	99.47	0.0	1887
CTL0276	CT_021	99.33	0.0	744
CTL0277	CT_022	99.39	5.9999999999999974e-167	326
CTL0278	CT_023	99.72	0.0	1080
CTL0279	CT_024	99.77	0.0	873
CTL0280	CT_025	99.48	0.0	1347
CTL0281	CT_026	100.0	0.0	351
CTL0282	CT_027	99.24	0.0	1059
CTL0283	CT_028	99.45	0.0	366
CTL0284	CT_029	99.69	0.0	654
CTL0285	CT_030	99.84	0.0	618
CTL0286	CT_031	99.67	9.999999999999998e-156	303
CTL0287	CT_032	99.52	0.0	1653
CTL0288	CT_033	99.64	0.0	2241
CTL0289	CT_034	99.49	0.0	981
CTL0290	CT_035	99.22	0.0	774
CTL0291	CT_036	99.4	0.0	1158
CTL0292	CT_037	98.58	1.9999999999999995e-140	282
CTL_t06	CT_t01	100.0	1.9999999999999998e-32	72
CTL0293	CT_038	99.42	2.999999999999999e-177	345
CTL0294	CT_039	99.3	0.0	573
CTL0295	CT_039.1	99.35	2e-74	153
CTL0296	CT_040	99.8	0.0	1005
CTL0297	CT_041	99.63	0.0	813
CTL0298	CT_042	99.75	0.0	2001
CTL0299	CT_043	99.8	0.0	504
CTL0300	CT_044	100.0	0.0	474
CTL0301	CT_045	99.2	0.0	1500
CTL0302	CT_046	87.5	0.0	576
CTL0302	CT_046	98.03	0.0	407
CTL0303	CT_047	99.58	0.0	945
CTL0304	CT_048	99.58	0.0	714
CTL0305	CT_049	94.12	0.0	1479
CTL0306	CT_050	95.01	0.0	741
CTL0306	CT_050	87.5	0.0	680
CTL0307	CT_051	90.8	0.0	1402
CTL0308	CT_052	99.73	0.0	1129
CTL0309	CT_053	99.78	0.0	447
CTL0310	CT_054	99.15	0.0	2718
CTL0311	CT_055	99.64	0.0	1098
CTL0312	CT_056	99.73	0.0	732
CTL0313	CT_057	99.5	0.0	1809
CTL0314	CT_058	97.55	0.0	1104
CTL0315	CT_059	97.83	1.9999999999999993e-134	276
CTL_t26	CT_t02	100.0	4e-34	75
CTL0316	CT_060	99.45	0.0	1818
CTL0317	CT_061	99.87	0.0	762
CTL0318	CT_062	99.68	0.0	1239
CTL0319	CT_063	99.51	0.0	1443
CTL0320	CT_064	99.67	0.0	1809
CTL0321	CT_065	99.68	0.0	1587
CTL0322	CT_066	99.79	0.0	477
CTL0323	CT_067	99.59	0.0	981
CTL0324	CT_068	99.87	0.0	780
CTL0325	CT_069	99.56	0.0	1356
CTL0326	CT_070	99.37	0.0	957
CTL0327	CT_071	99.47	0.0	1140
CTL0328	CT_072	99.57	0.0	1860
CTL0329	CT_073	99.28	0.0	978
CTL0330	CT_074	99.64	0.0	1098
CTL0331	CT_075	99.76	0.0	1251
CTL0332	CT_076	99.34	0.0	456
CTL0333	CT_077	99.58	0.0	951
CTL0334	CT_078	99.54	0.0	864
CTL0335	CT_079	99.49	0.0	396
CTL0336	CT_080	100.0	2.9999999999999987e-152	294
CTL0338	CT_082	99.47	0.0	1683
CTL0338A	CT_083	99.59	0.0	483
CTL0339	CT_084	99.63	0.0	1086
CTL0340	CT_085	99.48	0.0	1740
CTL0341	CT_086	99.63	9.999999999999997e-138	270
CTL0342	CT_087	99.68	0.0	1584
CTL0343	CT_088	99.77	0.0	441
CTL0344	CT_089	99.29	0.0	1266
CTL0345	CT_090	99.91	0.0	2127
CTL0346	CT_091	99.35	0.0	1083
CTL0347	CT_092	99.73	0.0	1101
CTL0348	CT_093	98.57	0.0	906
CTL0349	CT_094	99.45	0.0	726
CTL0350	CT_095	100.0	0.0	372
CTL0351	CT_096	98.81	0.0	2691
CTL0352	CT_097	99.31	0.0	1305
CTL0353	CT_098	99.41	0.0	1709
CTL0354	CT_099	99.24	0.0	1056
CTL0355	CT_100	99.44	0.0	360
CTL0356	CT_101	99.35	0.0	462
CTL0357	CT_102	99.35	0.0	462
CTL0358	CT_103	99.44	0.0	897
CTL0359	CT_104	99.78	0.0	897
CTL0360	CT_105	96.65	0.0	1971
CTL0361	CT_106	99.39	0.0	825
CTL0362	CT_107	99.55	0.0	1107
CTL0363	CT_108	99.74	0.0	756
CTL0364	CT_109	99.87	0.0	789
CTL0365	CT_110	99.63	0.0	1635
CTL0366	CT_111	98.71	4.999999999999999e-155	309
CTL0367	CT_112	99.4	0.0	1827
CTL0368	CT_113	99.65	0.0	2604
CTL0369	CT_114	99.32	0.0	1461
CTL0370	CT_115	98.12	0.0	426
CTL0371	CT_116	96.24	0.0	399
CTL0372	CT_117	97.78	6.999999999999999e-154	315
CTL0373	CT_118	98.21	0.0	504
CTL0374	CT_119	99.33	0.0	741
CTL0375	CT_120	99.59	1.9999999999999998e-122	244
CTL0376	CT_121	100.0	0.0	687
CTL0377	CT_122	99.64	0.0	558
CTL0378	CT_123	99.6	0.0	495
CTL0379	CT_124	99.34	0.0	1374
CTL0380	CT_125	100.0	0.0	453
CTL0381	CT_126	99.23	0.0	390
CTL0382	CT_127	99.77	0.0	852
CTL0383	CT_128	99.86	0.0	738
CTL0384	CT_129	99.69	0.0	645
CTL0385	CT_130	99.15	0.0	702
CTL0386	CT_131	99.5	0.0	3417
CTL0387	CT_132	99.77	0.0	1278
CTL0388	CT_133	99.5	0.0	804
CTL0389	CT_134	99.28	0.0	414
CTL0390	CT_135	98.98	0.0	1083
CTL0391	CT_136	99.72	0.0	720
CTL0392	CT_137	99.41	0.0	846
CTL0393	CT_138	99.79	0.0	948
CTL0394	CT_139	99.69	0.0	1281
CTL0395	CT_140	99.42	0.0	687
CTL0396	CT_141	99.78	0.0	447
CTL_t32	CT_t03	100.0	4.9999999999999996e-33	73
CTL_t35	CT_t04	100.0	2e-38	83
CTL0397	CT_142	98.95	0.0	858
CTL0398	CT_143	98.81	0.0	843
CTL0399	CT_144	91.71	0.0	868
CTL0400	CT_145	99.57	0.0	1845
CTL0401	CT_146	99.3	0.0	1992
CTL0402	CT_147	98.76	0.0	4350
CTL0403	CT_148	99.54	0.0	1524
CTL0404	CT_149	99.58	0.0	948
CTL0405	CT_150	99.37	1e-77	159
CTL0406	CT_151	99.6	0.0	1512
CTL0407	CT_152	99.85	0.0	678
CTL0408	CT_153	99.38	0.0	2433
CTL0409	CT_154	98.84	0.0	1122
CTL0411	CT_155	99.36	0.0	937
CTL0413	CT_157	97.21	0.0	1218
CTL0414a	CT_158	98.91	0.0	642
CTL0417a	CT_159	99.29	4.999999999999999e-142	280
CTL0417b	CT_160	98.73	0.0	472
CTL0417	CT_161	98.52	0.0	743
CTL0418	CT_162	97.93	9.999999999999999e-117	242
CTL0419	CT_163	99.2	0.0	998
CTL0419	CT_163	99.63	0.0	536
CTL0420	CT_167	97.45	3.9999999999999995e-91	196
CTL0421	CT_168	99.01	8.999999999999997e-152	303
CTL0422	CT_169	99.3	9.999999999999997e-145	285
CTL0422a	CT_384	95.0	0.036000000000000004	20
CTL0423	CT_170	99.92	0.0	1179
CTL0424	CT_171	99.21	0.0	762
CTL0425	CT_172	98.99	0.0	494
CTL0426	CT_172.1	99.36	6.999999999999999e-76	156
CTL0426A	CT_174	99.27	9.999999999999998e-65	137
CTL0427	CT_175	99.75	0.0	1590
CTL0428	CT_176	99.75	0.0	408
CTL0429	CT_177	99.58	0.0	717
CTL0430	CT_178	99.51	0.0	1215
CTL0431	CT_179	99.61	0.0	513
CTL0432	CT_180	99.28	0.0	693
CTL_t14	CT_t05	100.0	1e-33	74
CTL_t02	CT_t06	100.0	4.9999999999999996e-33	73
CTL0433	CT_181	99.44	0.0	711
CTL0434	CT_182	98.95	0.0	764
CTL0435	CT_183	99.63	0.0	1620
CTL0436	CT_184	99.78	0.0	447
CTL0437	CT_185	99.39	0.0	1320
CTL0438	CT_186	99.48	0.0	771
CTL0439	CT_187	99.54	0.0	873
CTL0440	CT_188	99.51	0.0	612
CTL0441	CT_189	99.56	0.0	2511
CTL0442	CT_190	99.59	0.0	2415
CTL0443	CT_191	99.15	7.999999999999996e-179	351
CTL0444	CT_192	98.42	0.0	696
CTL0445	CT_193	99.73	0.0	1119
CTL0446	CT_194	99.65	0.0	1413
CTL0447	CT_195	99.18	0.0	1092
CTL0448	CT_196	99.07	9.999999999999997e-163	321
CTL0449	CT_197	99.61	0.0	1017
CTL0450	CT_198	99.55	0.0	1557
CTL0451	CT_199	99.47	0.0	942
CTL0452	CT_200	99.65	0.0	846
CTL0453	CT_201	99.4	0.0	834
CTL0454	CT_202	99.33	0.0	744
CTL0455	CT_203	99.87	0.0	750
CTL0456	CT_204	99.58	0.0	1416
CTL0457	CT_205	99.7	0.0	1662
CTL0458	CT_206	99.65	0.0	849
CTL0459	CT_207	99.7	0.0	1647
CTL_t22	CT_t07	100.0	1e-33	74
CTL_t23	CT_t08	100.0	4.9999999999999996e-33	73
CTL0460	CT_208	99.61	0.0	1296
CTL0461	CT_209	99.43	0.0	2460
CTL0462	CT_210	99.05	0.0	1269
CTL0463	CT_211	99.47	0.0	570
CTL0464	CT_212	99.33	0.0	447
CTL0465	CT_213	99.86	0.0	729
CTL0466	CT_214	99.21	0.0	1644
CTL0467	CT_215	99.52	0.0	1047
CTL0468	CT_216	99.43	0.0	1401
CTL0469	CT_217	99.72	0.0	705
CTL0470	CT_218	99.53	0.0	852
CTL0471	CT_219	99.67	0.0	909
CTL0472	CT_220	99.65	0.0	579
CTL0473	CT_221	99.67	0.0	897
CTL_t07	CT_t09	100.0	1e-33	74
CTL_t37	CT_t10	100.0	4.9999999999999996e-33	73
CTL0474	CT_221.1	99.29	5.999999999999998e-68	141
CTL0475	CT_746	100.0	0.29	16
CTL0475	CT_275	100.0	0.29	16
CTL0475	CT_119	90.48	0.29	21
CTL0476	CT_223	95.45	0.0	813
CTL0477	CT_224	99.55	0.0	444
CTL0477A	CT_225	99.73	0.0	369
CTL0478	CT_226	99.03	0.0	516
CTL0479	CT_227	99.25	0.0	402
CTL0480	CT_228	98.48	0.0	591
CTL0481	CT_229	96.6	0.0	648
CTL0482	CT_230	99.36	0.0	1248
CTL0483	CT_231	99.59	0.0	1473
CTL0484	CT_232	99.14	2.999999999999999e-177	348
CTL0485	CT_233	98.88	0.0	537
CTL0486	CT_234	99.5	0.0	2787
CTL0487	CT_235	99.28	0.0	414
CTL0488	CT_236	99.57	2.999999999999999e-118	234
CTL0489	CT_237	99.6	0.0	747
CTL0490	CT_238	99.35	0.0	927
CTL0491	CT_239	99.69	0.0	983
CTL0492	CT_240	98.84	0.0	603
CTL0493	CT_241	99.37	0.0	2379
CTL0494	CT_242	100.0	0.0	522
CTL0495	CT_243	99.72	0.0	1065
CTL0496	CT_244	99.16	0.0	1197
CTL0497	CT_245	99.9	0.0	1023
CTL0498	CT_246	99.59	0.0	987
CTL0499	CT_247	99.38	0.0	1290
CTL0500	CT_248	99.84	0.0	2445
CTL0500A	CT_249	97.72	2.9999999999999987e-172	351
CTL0501	CT_250	99.34	0.0	1371
CTL0503	CT_251	99.49	0.0	2364
CTL0504	CT_252	99.63	0.0	819
CTL0505	CT_253	100.0	0.0	648
CTL0506	CT_254	98.7	0.0	771
CTL0507	CT_255	98.96	0.0	384
CTL0508	CT_256	99.76	0.0	1245
CTL0509	CT_257	99.18	0.0	1215
CTL0510	CT_258	99.73	0.0	1125
CTL0511	CT_259	99.6	0.0	747
CTL0512	CT_260	99.59	0.0	492
CTL0513	CT_261	99.86	0.0	699
CTL0514	CT_262	99.48	0.0	771
CTL0515	CT_263	99.49	0.0	591
CTL0516	CT_264	99.48	0.0	1941
CTL0517	CT_265	99.49	0.0	975
CTL0518	CT_266	99.49	0.0	1182
CTL0519	CT_267	100.0	2.999999999999999e-157	303
CTL0520	CT_268	100.0	0.0	780
CTL0521	CT_269	99.24	0.0	1452
CTL0522	CT_270	99.79	0.0	1944
CTL0523	CT_271	99.65	1.9999999999999994e-147	288
CTL0524	CT_272	99.45	0.0	903
CTL0525	CT_273	99.65	0.0	567
CTL0526	CT_274	100.0	0.0	420
CTL0527	CT_275	99.78	0.0	1368
CTL0528	CT_276	99.49	0.0	585
CTL0529	CT_277	99.39	0.0	660
CTL0530	CT_278	99.74	0.0	1512
CTL0531	CT_279	99.68	0.0	951
CTL0532	CT_280	99.53	0.0	642
CTL0533	CT_281	99.46	0.0	735
CTL0534	CT_282	95.48	3.999999999999999e-163	354
CTL0535	CT_283	97.83	0.0	2073
CTL0536	CT_284	99.72	0.0	1425
CTL0537	CT_285	99.58	0.0	720
CTL0538	CT_286	99.77	0.0	2565
CTL0539	CT_287	99.81	0.0	1077
CTL0540	CT_288	98.05	0.0	1695
CTL0541	CT_289	98.78	0.0	1146
CTL0542	CT_290	99.56	0.0	678
CTL0543	CT_291	100.0	0.0	477
CTL0544	CT_292	100.0	0.0	438
CTL0545	CT_293	97.3	0.0	927
CTL0546	CT_294	96.94	0.0	621
CTL0547	CT_295	98.54	0.0	1782
CTL0548	CT_296	99.36	0.0	468
CTL0549	CT_297	99.57	0.0	696
CTL0550	CT_298	99.78	0.0	1365
CTL0551	CT_299	100.0	0.0	726
CTL0552	CT_300	98.83	8.999999999999998e-172	342
CTL0553	CT_301	99.57	0.0	2805
CTL0554	CT_302	99.61	0.0	2820
CTL0555	CT_303	99.81	0.0	516
CTL0556	CT_304	99.53	0.0	426
CTL0557	CT_305	99.33	0.0	1950
CTL0558	CT_306	99.67	0.0	612
CTL0559	CT_307	98.03	0.0	1317
CTL0560	CT_308	99.77	0.0	1776
CTL0561	CT_309	98.38	0.0	801
CTL0562	CT_310	98.41	0.0	627
CTL0563	CT_311	96.62	0.0	711
CTL0564	CT_312	96.24	1.9999999999999992e-175	372
CTL0565	CT_313	97.87	0.0	984
CTL0566	CT_314	97.33	0.0	4191
CTL0567	CT_315	99.12	0.0	3759
CTL0568	CT_316	100.0	0.0	393
CTL0569	CT_317	98.84	0.0	519
CTL0570	CT_318	99.14	0.0	699
CTL0571	CT_319	99.3	0.0	426
CTL0572	CT_320	99.64	0.0	549
CTL0573	CT_321	98.39	1.9999999999999998e-122	249
CTL_t34	CT_t11	100.0	4.9999999999999996e-33	73
CTL0574	CT_322	98.82	0.0	1185
CTL_t33	CT_t12	100.0	1.9999999999999998e-32	72
CTL0575	CT_323	99.55	9.999999999999997e-112	222
CTL0576	CT_324	99.45	0.0	912
CTL0577	CT_325	99.78	0.0	447
