Query	Subject	% Similarity	E Value
CT_275	CTL0527	99.78	0.0
CT_276	CTL0528	99.49	0.0
CT_277	CTL0529	99.39	0.0
CT_278	CTL0530	99.74	0.0
CT_279	CTL0531	99.68	0.0
CT_280	CTL0532	99.53	0.0
CT_281	CTL0533	99.46	0.0
CT_282	CTL0534	95.48	3.999999999999999e-163
CT_283	CTL0535	97.83	0.0
CT_284	CTL0536	99.72	0.0
CT_285	CTL0537	99.58	0.0
CT_286	CTL0538	99.77	0.0
CT_287	CTL0539	99.81	0.0
CT_288	CTL0540	98.05	0.0
CT_289	CTL0541	98.78	0.0
CT_290	CTL0542	99.56	0.0
CT_291	CTL0543	100.0	0.0
CT_292	CTL0544	100.0	0.0
CT_293	CTL0545	97.3	0.0
CT_294	CTL0546	96.94	0.0
CT_295	CTL0547	98.54	0.0
CT_296	CTL0548	99.36	0.0
CT_297	CTL0549	99.57	0.0
CT_298	CTL0550	99.78	0.0
CT_299	CTL0551	100.0	0.0
CT_300	CTL0552	98.83	8.999999999999998e-172
CT_301	CTL0553	99.57	0.0
CT_302	CTL0554	99.61	0.0
CT_303	CTL0555	99.81	0.0
CT_304	CTL0556	99.53	0.0
CT_305	CTL0557	99.33	0.0
CT_306	CTL0558	99.67	0.0
CT_307	CTL0559	98.03	0.0
CT_308	CTL0560	99.77	0.0
CT_309	CTL0561	98.38	0.0
CT_310	CTL0562	98.41	0.0
CT_311	CTL0563	96.62	0.0
CT_312	CTL0564	96.24	1.9999999999999992e-175
CT_313	CTL0565	97.87	0.0
CT_314	CTL0566	97.33	0.0
CT_315	CTL0567	99.12	0.0
CT_316	CTL0568	100.0	0.0
CT_317	CTL0569	98.84	0.0
CT_318	CTL0570	99.14	0.0
CT_319	CTL0571	99.3	0.0
CT_320	CTL0572	99.64	0.0
CT_321	CTL0573	98.39	1.9999999999999998e-122
CT_t11	CTL_t34	100.0	4.9999999999999996e-33
CT_322	CTL0574	98.82	0.0
CT_t12	CTL_t33	100.0	1.9999999999999998e-32
CT_323	CTL0575	99.55	9.999999999999997e-112
CT_324	CTL0576	99.45	0.0
CT_325	CTL0577	99.78	0.0
CT_326	CTL0578	99.6	0.0
CT_326	CTL0578	99.27	0.0
CT_326.1	CTL0578	94.74	2e-81
CT_326.2	CTL0580	100.0	2.999999999999999e-92
CT_t13	CTL_t21	100.0	4.9999999999999996e-33
CT_327	CTL0581	99.2	0.0
CT_328	CTL0582	99.39	0.0
CT_329	CTL0583	99.48	0.0
CT_330	CTL0584	99.27	2.9999999999999995e-138
CT_331	CTL0585	99.58	0.0
CT_332	CTL0586	99.59	0.0
CT_333	CTL0587	99.74	0.0
CT_334	CTL0588	99.57	0.0
CT_335	CTL0589	100.0	9.999999999999996e-151
CT_336	CTL0590	99.71	0.0
CT_337	CTL0591	99.7	3.999999999999999e-170
CT_338	CTL0592	99.57	0.0
CT_339	CTL0593	99.74	0.0
CT_340	CTL0594	99.85	0.0
CT_341	CTL0595	99.41	0.0
CT_342	CTL0596	99.44	1.9999999999999996e-87
CT_343	CTL0597	99.68	0.0
CT_344	CTL0598	99.67	0.0
CT_345	CTL0599	99.18	0.0
CT_346	CTL0600	99.67	0.0
CT_347	CTL0601	99.79	0.0
CT_348	CTL0602	99.43	0.0
CT_349	CTL0603	99.66	0.0
CT_350	CTL0604	99.71	0.0
CT_351	CTL0605	99.24	0.0
CT_352	CTL0606	100.0	3.9999999999999993e-112
CT_353	CTL0607	100.0	0.0
CT_354	CTL0608	99.88	0.0
CT_355	CTL0609	99.53	0.0
CT_356	CTL0610	99.48	0.0
CT_t14	CTL_t28	98.81	2.9999999999999996e-37
CT_357R	CTL0611A	100.0	9.999999999999998e-74
CT_357	CTL0611A	99.4	9.999999999999998e-171
CT_358	CTL0612	98.25	0.0
CT_359	CTL0613	99.32	0.0
CT_360	CTL0614	99.36	0.0
CT_361	CTL0615	99.54	0.0
CT_362	CTL0616	99.54	0.0
CT_363	CTL0617	99.6	0.0
CT_364	CTL0618	99.34	0.0
CT_365	CTL0619	98.96	0.0
CT_366	CTL0620	99.32	0.0
CT_367	CTL0621	99.46	0.0
CT_368	CTL0622	99.44	0.0
CT_369	CTL0623	99.73	0.0
CT_370	CTL0624	99.45	0.0
CT_371	CTL0625	99.36	0.0
CT_372	CTL0626	99.32	0.0
CT_373	CTL0627	99.32	0.0
CT_374	CTL0628	99.52	0.0
CT_375	CTL0629	99.81	0.0
CT_376	CTL0630	99.59	0.0
CT_377	CTL0631	100.0	1e-69
CT_378	CTL0633	99.56	0.0
CT_379	CTL0634	99.48	0.0
CT_380	CTL0635	99.38	0.0
CT_381	CTL0636	99.1	0.0
CT_382	CTL0637	99.76	0.0
CT_382.1	CTL0638	98.96	2e-94
CT_383	CTL0639	99.45	0.0
CT_384	CTL0640	99.88	0.0
CT_385	CTL0641	99.7	1.9999999999999994e-173
CT_386	CTL0642	99.66	0.0
CT_387	CTL0643	99.66	0.0
CT_388	CTL0644	99.71	5.9999999999999976e-180
CT_389	CTL0645	99.43	0.0
CT_390	CTL0646	99.66	0.0
CT_391	CTL0647	99.5	0.0
CT_392	CTL0648	99.12	0.0
CT_393	CTL0649	99.48	0.0
CT_394	CTL0650	99.24	0.0
CT_395	CTL0651	99.83	0.0
CT_396	CTL0652	99.9	0.0
CT_397	CTL0654	99.57	0.0
CT_398	CTL0655	99.61	0.0
CT_398.1	CTL655a	99.68	1.9999999999999997e-161
CT_399	CTL0656	99.19	0.0
CT_400	CTL0657	99.49	0.0
CT_401	CTL0658	99.68	0.0
CT_402	CTL0659	99.46	0.0
CT_403	CTL0660	99.63	0.0
CT_404	CTL0661	99.15	0.0
CT_405	CTL0662	99.5	0.0
CT_406	CTL0663	99.57	0.0
CT_407	CTL0664	99.73	0.0
CT_408	CTL0665	98.61	0.0
CT_409	CTL0666	99.56	0.0
CT_410	CTL0667	99.61	0.0
CT_411	CTL0668	99.73	0.0
CT_412	CTL0669	99.9	0.0
CT_413	CTL0670	98.63	0.0
CT_414	CTL0671	97.83	0.0
CT_t15	CTL_t29	100.0	5.999999999999999e-39
CT_415	CTL0672	99.76	0.0
CT_416	CTL0673	99.86	0.0
CT_417	CTL0674	99.66	0.0
CT_418	CTL0675	99.4	0.0
CT_419	CTL0676	99.6	5.999999999999999e-128
CT_420	CTL0677	99.38	7.999999999999998e-166
CT_t16	CTL_t24	100.0	4.9999999999999996e-33
CT_421	CTL0678	99.15	0.0
CT_421.1	CTL0679	99.38	2.9999999999999994e-79
CT_421.2	CTL0680	99.38	2.9999999999999994e-79
CT_422	CTL0681	99.59	0.0
CT_423	CTL0682	99.46	0.0
CT_424	CTL0683	100.0	0.0
CT_425	CTL0684	99.79	0.0
CT_426	CTL0685	99.82	0.0
CT_427	CTL0686	99.64	0.0
CT_428	CTL0687	99.71	0.0
CT_429	CTL0688	98.89	0.0
CT_430	CTL0689	99.88	0.0
CT_431	CTL0690	99.65	0.0
CT_432	CTL0691	99.73	0.0
CT_433	CTL0692	99.55	0.0
CT_434	CTL0693	99.81	0.0
CT_435	CTL0694	99.72	0.0
CT_436	CTL0695	99.69	9.999999999999998e-164
CT_437	CTL0696	99.52	0.0
CT_438	CTL0697	99.79	0.0
CT_439	CTL0698	98.92	0.0
CT_440	CTL0699	99.71	4.999999999999999e-175
CT_441	CTL0700	99.53	0.0
CT_442	CTL0701	95.21	0.0
CT_443	CTL0702	99.28	0.0
CT_444	CTL0703	99.25	4.9999999999999984e-135
CT_444.1	CTL0704	99.56	1.9999999999999997e-113
CT_445	CTL0705	99.54	0.0
CT_446	CTL0706	99.64	0.0
CT_447	CTL0707	99.72	0.0
CT_448	CTL0708a	99.57	0.0
CT_449	CTL0709	99.4	9.999999999999998e-171
CT_450	CTL0710	99.34	0.0
CT_451	CTL0711	99.46	0.0
CT_452	CTL0712	99.69	0.0
CT_453	CTL0713	100.0	0.0
CT_454	CTL0714	99.59	0.0
CT_455	CTL0715	99.48	0.0
CT_456	CTL0716	96.76	0.0
CT_456	CTL0716	93.74	0.0
CT_456	CTL0716	92.06	0.0
CT_456	CTL0716	92.06	0.0
CT_456	CTL0716	99.21	0.0
CT_457	CTL0717	99.72	0.0
CT_458	CTL0718	100.0	0.0
CT_459	CTL0719	99.28	0.0
CT_460	CTL0720	98.85	3.999999999999999e-130
CT_461	CTL0721	99.09	0.0
CT_462	CTL0722	99.39	0.0
CT_463	CTL0723	99.5	0.0
CT_464	CTL0724	99.11	0.0
CT_465	CTL0725	99.84	0.0
CT_t17	CTL_t16	100.0	2e-38
CT_466	CTL0726	98.79	1.9999999999999995e-166
CT_467	CTL0727	99.62	0.0
CT_468	CTL0728	99.91	0.0
CT_t18	CTL_t04	100.0	1e-33
CT_469	CTL0729	100.0	0.0
CT_470	CTL0730	99.45	0.0
CT_471	CTL0731	99.5	0.0
CT_t19	CTL_t18	100.0	7e-38
CT_472	CTL0733	99.62	0.0
CT_473	CTL0734	99.68	4.999999999999999e-162
CT_474	CTL0735	99.46	0.0
CT_475	CTL0736	99.54	0.0
CT_476	CTL0737	99.48	0.0
CT_477	CTL0738	98.83	0.0
CT_478	CTL0739	99.54	0.0
CT_479	CTL0740	99.79	0.0
CT_480	CTL0741	99.76	0.0
CT_480.1	CTL0742a	99.36	5e-76
CT_481	CTL0742	99.59	0.0
CT_482	CTL0743	99.85	0.0
CT_483	CTL0744	99.73	0.0
CT_484	CTL0745	99.5	0.0
CT_485	CTL0746	99.37	0.0
CT_486	CTL0747	99.62	0.0
CT_487	CTL0748	99.65	0.0
CT_488	CTL0749	99.73	0.0
CT_489	CTL0750	99.85	0.0
CT_490	CTL0751	99.6	5.999999999999999e-128
CT_491	CTL0752	99.57	0.0
CT_492	CTL0753	99.67	0.0
CT_493	CTL0754	99.19	0.0
CT_494	CTL0755	99.4	0.0
CT_495	CTL0756	99.14	0.0
CT_496	CTL0757	99.41	0.0
CT_t20	CTL_t30	98.81	2.9999999999999996e-37
CT_496.1	CTL0758	100.0	2e-74
CT_497	CTL0759	99.51	0.0
CT_498	CTL0760	99.45	0.0
CT_499	CTL0761	100.0	0.0
CT_500	CTL0762	99.3	0.0
CT_501	CTL0763	99.67	0.0
CT_502	CTL0764	100.0	0.0
CT_503	CTL0765	99.46	0.0
CT_t21	CTL_t19	100.0	2e-38
CT_504	CTL0766	99.08	0.0
CT_505	CTL0767	99.4	0.0
CT_506	CTL0768	99.53	0.0
CT_507	CTL0769	99.65	0.0
CT_508	CTL0770	99.75	0.0
CT_509	CTL0771	99.19	0.0
CT_510	CTL0772	99.42	0.0
CT_511	CTL0773	99.54	0.0
CT_512	CTL0774	99.4	0.0
CT_513	CTL0775	99.73	0.0
CT_514	CTL0776	99.28	0.0
CT_515	CTL0777	99.0	0.0
CT_516	CTL0778	99.45	0.0
CT_517	CTL0779	98.81	9.999999999999997e-170
CT_518	CTL0780	98.92	0.0
CT_519	CTL0781	100.0	9.999999999999998e-130
CT_520	CTL0782	99.09	4.999999999999999e-109
CT_521	CTL0783	99.76	0.0
CT_522	CTL0784	99.56	0.0
CT_523	CTL0785	98.81	9.999999999999997e-170
CT_524	CTL0786	100.0	9.999999999999997e-138
CT_525	CTL0787	99.88	0.0
CT_526	CTL0788	99.11	9.999999999999998e-171
CT_527	CTL0789	99.25	0.0
CT_528	CTL0790	99.4	0.0
CT_529	CTL0791	96.88	0.0
CT_530	CTL0792	99.68	0.0
CT_531	CTL0793	99.76	0.0
CT_532	CTL0794	100.0	0.0
CT_533	CTL0795	99.65	0.0
CT_534	CTL0796	99.63	0.0
CT_535	CTL0797	100.0	0.0
CT_536	CTL0798	99.6	0.0
CT_537	CTL0799	99.16	0.0
CT_538	CTL0800	99.16	0.0
CT_t22	CTL_t17	100.0	5.999999999999999e-39
CT_539	CTL0801	99.68	7.999999999999997e-159
CT_540	CTL0802	99.12	0.0
CT_541	CTL0803	99.45	0.0
CT_542	CTL0804	99.54	0.0
CT_543	CTL0805	99.61	0.0
CT_544	CTL0806	99.42	0.0
CT_545	CTL0807	99.65	0.0
CT_546	CTL0808	99.77	0.0
CT_547	CTL0809	99.48	0.0
CT_548	CTL0810	99.83	0.0
CT_549	CTL0811	99.77	0.0
CT_550	CTL0812	100.0	0.0
CT_551	CTL0813	99.32	0.0
CT_552	CTL0814	99.51	0.0
CT_553	CTL0815	99.28	0.0
CT_554	CTL0817	99.51	0.0
CT_555	CTL0818	99.83	0.0
CT_556	CTL0819	99.79	0.0
CT_557	CTL0820	99.71	0.0
CT_558	CTL0821	99.47	0.0
CT_559	CTL0822	98.78	0.0
CT_560	CTL0823	99.76	0.0
CT_561	CTL0824	99.26	0.0
CT_562	CTL0825	99.57	0.0
CT_563	CTL0826	99.65	7.999999999999998e-146
CT_564	CTL0827	99.89	0.0
CT_565	CTL0828	99.55	0.0
CT_566	CTL0829	99.8	0.0
CT_567	CTL0830	99.62	0.0
CT_568	CTL0831	98.68	0.0
CT_569	CTL0832	100.0	7.999999999999998e-172
CT_570	CTL0833	99.57	0.0
CT_571	CTL0834	99.73	0.0
CT_572	CTL0835	99.65	0.0
CT_573	CTL0836	99.51	0.0
CT_574	CTL0837	99.72	0.0
CT_575	CTL0838	99.54	0.0
CT_576	CTL0839	99.43	0.0
CT_577	CTL0840	100.0	0.0
CT_578	CTL0841	99.59	0.0
CT_579	CTL0842	99.02	0.0
CT_580	CTL0843	99.49	0.0
CT_581	CTL0844	99.63	0.0
CT_582	CTL0845	99.61	0.0
CT_583	CTL0846	99.49	0.0
CT_584	CTL0847	99.82	0.0
CT_585	CTL0848	99.42	0.0
CT_586	CTL0849	99.75	0.0
CT_587	CTL0850	99.76	0.0
CT_588	CTL0851	99.69	0.0
CT_589	CTL0852	99.39	0.0
CT_590	CTL0853	99.51	0.0
CT_591	CTL0854	99.28	0.0
CT_592	CTL0855	99.48	0.0
CT_593	CTL0856	99.65	0.0
CT_594	CTL0858	99.37	0.0
CT_595	CTL0859	99.57	0.0
CT_596	CTL0860	99.71	0.0
CT_597	CTL0861	99.26	0.0
CT_598	CTL0861A	99.58	0.0
CT_599	CTL0862	99.92	0.0
CT_600	CTL0863	99.65	0.0
CT_601	CTL0864	98.84	0.0
CT_602	CTL0865	98.98	0.0
CT_603	CTL0866	97.79	0.0
CT_t23	CTL_t05	98.63	1.9999999999999997e-31
CT_604	CTL0867	98.38	0.0
CT_605	CTL0868	99.59	0.0
CT_606	CTL0869	99.05	0.0
CT_606.1	CTL0870	99.17	1.9999999999999996e-120
CT_607	CTL0871	98.41	0.0
CT_608	CTL0872	99.42	0.0
CT_609	CTL0873	99.62	0.0
CT_610	CTL0874	99.71	0.0
CT_611	CTL0875	99.73	0.0
CT_612	CTL0876	99.79	0.0
CT_613	CTL0877	99.41	0.0
CT_614	CTL0878	100.0	0.0
CT_615	CTL0879	99.65	0.0
CT_616	CTL0880	99.61	0.0
CT_617	CTL0881	99.33	2.999999999999999e-151
CT_618	CTL0882	96.63	0.0
CT_619	CTL0883	90.64	0.0
CT_620	CTL0884	97.74	0.0
CT_621	CTL0885	99.04	0.0
CT_622	CTL0886	93.71	0.0
CT_623	CTL0887	98.08	0.0
CT_624	CTL0888	98.26	0.0
CT_625	CTL0889	97.46	0.0
CT_626	CTL0890	98.57	0.0
CT_627	CTL0891	99.7	0.0
CT_628	CTL0892	98.74	0.0
CT_630	CTL0894	99.12	0.0
CT_631	CTL0895	100.0	2.9999999999999995e-131
CT_t24	CTL_t25	100.0	1e-33
CT_632	CTL0897	99.69	0.0
CT_633	CTL0001	99.61	0.0
CT_634	CTL0002	99.71	0.0
CT_635	CTL0003	99.54	0.0
CT_636	CTL0004	99.16	0.0
CT_t25	CTL_t01	100.0	4.9999999999999996e-33
CT_637	CTL0005	99.09	0.0
CT_638	CTL0006	99.74	0.0
CT_639	CTL0007	99.09	0.0
CT_640	CTL0008	98.28	0.0
CT_641	CTL0009	98.33	0.0
CT_642	CTL0010	98.53	0.0
CT_643	CTL0011	99.57	0.0
CT_644	CTL0012	98.71	0.0
CT_645	CTL0013	97.98	8.999999999999998e-146
CT_646	CTL0014	99.06	0.0
CT_647	CTL0015	99.83	0.0
CT_648	CTL0016	99.53	0.0
CT_649	CTL0017	99.26	0.0
