Query	Subject	% Similarity	E Value	Length
CPn0208	CT_205	68.01	9.999999999999997e-129	1413
CPn0209	CT_204	95.24	0.013999999999999999	21
CPn0210	CT_694	88.0	0.29	25
CPn0212	CT_841	100.0	0.075	18
CPn0212	CT_149	95.24	0.075	21
CPn0213	CT_071	100.0	0.11	16
CPn0214	CT_783	88.46	0.077	26
CPn0214	CT_748	91.3	0.077	23
CPn0215	CT_413	100.0	0.28	17
CPn0216	CT_485	90.91	0.094	22
CPn0217	CT_781	79.07	0.012	43
CPn0218	CT_103	100.0	0.1	17
CPn0219	CT_193	69.18	5.999999999999999e-123	1087
CPn0220	CT_103	90.48	0.41	21
CPn0221	CT_690	80.65	0.31	31
CPn0221	CT_414	100.0	0.31	16
CPn0222	CT_836	91.67	0.07200000000000001	24
CPn0223	CT_827	87.5	3.4	24
CPn0223	CT_815	100.0	3.4	14
CPn0223	CT_413	89.47	3.4	19
CPn0223	CT_286	100.0	3.4	14
CPn0223	CT_286	89.47	3.4	19
CPn0223	CT_177	100.0	3.4	14
CPn0223	CT_140	100.0	3.4	14
CPn0223	CT_047	100.0	3.4	14
CPn0224	CT_217	86.21	0.05	29
CPn0225	CT_384	82.76	0.51	29
CPn0225	CT_167	90.48	0.51	21
CPn0225	CT_020	90.48	0.51	21
CPn0226	CT_708	100.0	1.1	15
CPn0226	CT_588	90.0	1.1	20
CPn0226	CT_018	84.0	1.1	25
CPn0227	CT_176	71.75	5e-49	354
CPn0228	CT_177	70.4	3.999999999999999e-79	625
CPn0229	CT_178	67.2	6e-10	186
CPn0230	CT_153	100.0	0.043	18
CPn0231	CT_180	64.64	3e-10	362
CPnt07	CT_t05	100.0	1e-33	74
CPnt08	CT_t06	98.63	1.9999999999999997e-31	73
CPn0232	CT_747	86.67	0.005	30
CPn0233	CT_841	100.0	0.44	15
CPn0234	CT_181	73.71	6.999999999999999e-63	407
CPn0235	CT_182	65.17	7.999999999999999e-31	715
CPn0236	CT_183	67.2	9.999999999999999e-134	1625
CPn0237	CT_184	67.21	3e-14	244
CPn0238	CT_185	72.07	9.999999999999998e-172	1153
CPn0239	CT_186	66.67	9e-18	297
CPn0240	CT_297	90.91	0.26	22
CPn0240	CT_273	88.0	0.26	25
CPn0241	CT_809	87.5	0.89	24
CPn0241	CT_055	94.74	0.89	19
CPn0242	CT_791	100.0	0.09300000000000001	17
CPn0243	CT_254	100.0	1.1	15
CPn0244	CT_128	80.77	6e-06	52
CPn0245	CT_127	75.31	7e-07	81
CPn0246	CT_126	73.91	9.999999999999998e-64	391
CPn0247	CT_125	72.93	1e-69	447
CPn0248	CT_152	66.15	8e-18	325
CPn0249	CT_151	66.8	2.9999999999999994e-40	729
CPn0250	CT_150	85.44	2.9999999999999997e-47	158
CPn0251	CT_467	100.0	1.2	16
CPn0251	CT_238	100.0	1.2	16
CPn0252	CT_557	94.74	0.68	19
CPn0252	CT_393	94.74	0.68	19
CPn0252	CT_163	94.74	0.68	19
CPn0254	CT_143	75.56	0.18	45
CPn0255	CT_142	82.5	0.0004	40
CPn0256	CT_695	92.31	0.016	26
CPn0257	CT_774	94.44	2.3	18
CPn0257	CT_655	94.44	2.3	18
CPn0257	CT_245	100.0	2.3	15
CPn0257	CT_143	73.33	2.3	45
CPn0257	CT_110	90.0	2.3	20
CPn0258	CT_781	100.0	0.65	16
CPn0258	CT_003	100.0	0.65	16
CPnt09	CT_t04	97.59	1e-35	83
CPnt10	CT_t03	100.0	4.9999999999999996e-33	73
CPn0260	CT_141	65.12	6e-11	324
CPn0261	CT_217	69.14	9.999999999999997e-72	648
CPn0262	CT_431	90.48	0.65	21
CPn0262	CT_020	90.48	0.65	21
CPnt11	CT_t10	100.0	4.9999999999999996e-33	73
CPnt12	CT_t09	97.3	7e-31	74
CPn0263	CT_221	72.01	3.999999999999999e-131	854
CPn0264	CT_220	70.7	2.9999999999999996e-34	314
CPn0265	CT_219	73.26	2e-07	86
CPn0266	CT_592	86.21	0.15	29
CPn0267	CT_743	81.25	0.17	32
CPn0267	CT_166	100.0	0.17	17
CPn0268	CT_359	77.78	0.29	36
CPn0269	CT_138	65.75	2e-28	543
CPn0270	CT_639	94.74	0.66	19
CPn0270	CT_208	100.0	0.66	16
CPn0270	CT_020	100.0	0.66	16
CPn0271	CT_136	96.55	2e-06	29
CPn0272	CT_633	85.19	0.2	27
CPn0272	CT_093	95.0	0.2	20
CPn0273	CT_451	100.0	0.47	16
CPn0273	CT_090	80.65	0.47	31
CPn0274	CT_189	73.98	0.0	2433
CPn0275	CT_190	74.1	0.0	2429
CPn0276	CT_191	67.66	5e-17	235
CPn0277	CT_758	90.48	0.38	21
CPn0278	CT_827	90.91	0.18	22
CPn0279	CT_841	95.45	0.14	22
CPn0280	CT_130	82.86	0.005	35
CPn0281	CT_215	72.93	9.999999999999996e-151	905
CPn0282	CT_216	71.8	0.0	1351
CPn0283	CT_798	100.0	0.74	16
CPn0284	CT_348	100.0	0.031	18
CPn0285	CT_729	90.91	0.34	22
CPn0286	CT_194	73.22	0.0	1415
CPn0287	CT_105	80.0	0.47	35
CPn0288	CT_195	80.95	0.0005	42
CPn0289	CT_230	70.51	6.999999999999999e-53	495
CPn0290	CT_231	66.92	7.999999999999998e-104	1433
CPn0291	CT_065	100.0	0.4	16
CPn0292	CT_233	94.74	0.46	19
CPn0293	CT_234	64.57	9.999999999999998e-67	1386
CPn0294	CT_235	66.12	1e-12	245
CPn0295	CT_236	80.3	1e-48	203
CPn0296	CT_277	81.25	0.16	32
CPn0297	CT_238	65.76	2e-33	628
CPn0298	CT_239	70.85	2.999999999999999e-133	981
CPn0299	CT_240	82.42	5e-20	91
CPn0300	CT_241	68.47	0.0	2306
CPn0301	CT_242	70.81	2e-36	322
CPn0302	CT_243	70.2	8.999999999999997e-121	980
CPn0303	CT_871	79.07	0.8	43
CPn0303	CT_190	100.0	0.8	16
CPn0304	CT_245	71.85	1.9999999999999995e-141	945
CPn0305	CT_246	73.69	8.999999999999999e-171	973
CPn0306	CT_247	72.91	6.999999999999999e-136	838
CPn0307	CT_248	70.84	0.0	2438
CPn0308	CT_139	95.24	0.022000000000000002	21
CPn0309	CT_250	70.71	4.9999999999999986e-176	1287
CPn0310	CT_251	67.29	9.999999999999997e-174	1987
CPn0311	CT_817	86.96	2.3	23
CPn0311	CT_764	100.0	2.3	15
CPn0311	CT_707	90.0	2.3	20
CPn0311	CT_643	94.44	2.3	18
CPn0311	CT_517	100.0	2.3	15
CPn0311	CT_429	86.96	2.3	23
CPn0311	CT_414	94.44	2.3	18
CPn0311	CT_216	94.44	2.3	18
CPn0311	CT_208	84.0	2.3	25
CPn0311	CT_075	90.0	2.3	20
CPn0312	CT_459	100.0	0.34	16
CPn0312	CT_242	100.0	0.34	16
CPn0312	CT_195	94.74	0.34	19
CPn0313	CT_100	72.39	1e-12	134
CPn0314	CT_099	71.17	1.9999999999999992e-127	933
CPn0315	CT_098	79.53	0.0	1646
CPn0316	CT_097	78.85	0.0	1305
CPn0317	CT_096	72.17	0.0	1915
CPn0318	CT_095	72.92	1e-49	325
CPn0319	CT_094	73.5	3.9999999999999994e-117	698
CPn0320	CT_093	85.71	5e-09	49
CPn0321	CT_092	68.67	1.9999999999999997e-117	1098
CPn0322	CT_091	74.33	0.0	1075
CPn0323	CT_090	78.3	0.0	2134
CPn0324	CT_089	67.89	1.9999999999999998e-15	218
CPn0325	CT_088	66.57	1e-19	332
CPn0326	CT_087	66.95	1e-57	835
CPn0327	CT_086	76.67	1.9999999999999997e-51	270
CPn0328	CT_085	67.18	2.999999999999999e-103	1301
CPn0329	CT_084	74.19	0.0005	62
CPn0330	CT_083	64.29	3e-08	266
CPn0331	CT_082	73.18	9e-22	179
CPn0332	CT_315	100.0	0.28	15
CPn0333	CT_080	82.35	0.005	34
CPn0334	CT_778	100.0	0.11	17
CPn0335	CT_078	68.88	3.999999999999999e-79	768
CPn0336	CT_077	65.85	2e-13	325
CPn0337	CT_076	72.39	9.999999999999998e-65	431
CPn0338	CT_075	74.41	0.0	1102
CPn0339	CT_074	68.07	4e-05	119
CPn0342	CT_073	70.91	9.999999999999998e-93	722
CPn0344	CT_072	69.9	1e-57	505
CPn0345	CT_071	66.0	2.9999999999999995e-45	803
CPn0346	CT_070	69.1	1.9999999999999997e-70	712
CPn0347	CT_069	64.92	1.9999999999999997e-66	1374
CPn0348	CT_068	73.09	3.9999999999999996e-123	758
CPn0349	CT_067	70.57	2e-46	401
CPn0350	CT_066	74.25	2e-75	431
CPn0351	CT_065	74.59	0.0	1543
CPn0352	CT_278	92.0	0.006999999999999999	25
CPn0353	CT_580	94.12	2.2	17
CPn0353	CT_459	89.47	2.2	19
CPn0353	CT_212	100.0	2.2	14
CPn0354	CT_641	100.0	0.3	17
CPn0354	CT_257	95.0	0.3	20
CPn0355	CT_824	94.74	1.0	19
CPn0355	CT_768	87.5	1.0	24
CPn0355	CT_569	90.48	1.0	21
CPn0355	CT_171	90.48	1.0	21
CPn0355	CT_111	80.0	1.0	35
CPn0356	CT_703	91.67	0.022000000000000002	24
CPn0358	CT_756	100.0	1.5	14
CPn0358	CT_703	94.12	1.5	17
CPn0359	CT_064	76.12	0.0	1809
CPn0360	CT_063	66.43	6.999999999999999e-98	1406
CPn0361	CT_062	70.1	8.999999999999998e-84	729
CPn0362	CT_061	69.3	1.9999999999999997e-70	658
CPn0363	CT_060	67.34	2.9999999999999994e-40	545
CPnt13	CT_t02	98.67	1.9999999999999998e-32	75
CPn0364	CT_059	73.65	4e-42	277
CPn0365	CT_841	100.0	2.7	15
CPn0366	CT_729	90.91	0.1	22
CPn0367	CT_712	88.46	0.046	26
CPn0368	CT_787	100.0	2.9	14
CPn0368	CT_695	100.0	2.9	14
CPn0368	CT_598	100.0	2.9	14
CPn0368	CT_515	100.0	2.9	14
CPn0368	CT_045	94.12	2.9	17
CPn0368	CT_875	100.0	2.9	14
CPn0369	CT_756	100.0	0.27	17
CPn0370	CT_874	94.74	0.86	19
CPn0370	CT_817	88.0	0.86	25
CPn0370	CT_288	84.62	0.86	26
CPn0371	CT_348	90.91	0.076	22
CPn0372	CT_861	100.0	0.23	16
CPn0372	CT_747	83.33	0.23	30
CPn0372	CT_613	89.29	0.23	28
CPn0372	CT_254	90.48	0.23	21
CPn0373	CT_057	67.82	1.9999999999999997e-68	811
CPn0374	CT_056	68.1	5e-27	326
CPn0375	CT_764	90.91	0.11	22
CPn0376	CT_794	95.0	0.095	20
CPn0377	CT_055	73.67	4.9999999999999995e-111	657
CPn0378	CT_054	69.52	8e-126	1122
CPn0379	CT_053	74.27	7.999999999999998e-79	447
CPn0380	CT_052	67.69	5.999999999999999e-79	975
CPn0381	CT_376	80.0	0.39	35
CPn0382	CT_048	71.43	1e-35	294
CPn0383	CT_583	100.0	0.73	16
CPn0383	CT_253	100.0	0.73	16
CPn0384	CT_046	63.85	0.0002	260
CPn0385	CT_045	70.15	2.999999999999999e-148	1196
CPn0386	CT_044	73.47	5e-44	294
CPn0387	CT_043	80.95	2.999999999999999e-135	504
CPn0388	CT_042	67.5	4.999999999999999e-121	1326
CPn0389	CT_041	67.7	1.9999999999999996e-63	743
CPn0390	CT_040	72.78	5.999999999999998e-148	922
CPn0391	CT_133	100.0	0.46	15
CPn0392	CT_039	73.82	6.999999999999999e-100	573
CPn0393	CT_394	80.56	0.26	36
CPn0394	CT_256	63.94	7e-28	782
CPn0395	CT_257	67.55	1.9999999999999995e-104	1214
CPn0396	CT_258	66.02	8e-46	777
CPn0397	CT_259	65.98	5e-40	726
CPn0398	CT_660	100.0	0.12	16
CPn0398	CT_308	100.0	0.12	16
CPn0399	CT_253	66.67	8e-43	567
CPn0400	CT_254	66.67	4e-09	198
CPn0401	CT_608	100.0	3.6	14
CPn0401	CT_605	94.12	3.6	17
CPn0401	CT_382	89.47	3.6	19
CPn0402	CT_107	68.12	2e-40	480
CPn0403	CT_106	76.84	5e-14	95
CPn0404	CT_023	90.91	0.22	22
CPn0405	CT_171	81.82	0.049	33
CPn0406	CT_104	74.33	1.9999999999999995e-165	896
CPn0407	CT_103	72.67	2.0000000000000002e-21	172
CPn0408	CT_321	94.74	0.36	19
CPn0408	CT_147	100.0	0.36	16
CPn0409	CT_605	100.0	0.009000000000000001	19
CPn0410	CT_261	67.01	2e-45	582
CPn0411	CT_658	87.5	0.6	24
CPn0411	CT_365	87.5	0.6	24
CPn0412	CT_542	90.48	0.5	21
CPn0413	CT_264	68.3	9.999999999999998e-147	1511
CPn0414	CT_265	76.69	0.0	974
CPn0415	CT_266	67.42	4e-12	221
CPn0416	CT_267	80.84	9.999999999999998e-74	287
CPnt14	CT_056	100.0	1.8	13
CPn0417	CT_268	63.82	2.0000000000000002e-20	550
CPn0418	CT_269	66.82	2e-42	651
CPn0419	CT_270	68.36	0.0	1947
CPn0420	CT_631	100.0	0.21	16
CPn0420	CT_327	79.41	0.21	34
CPn0421	CT_272	68.41	3.9999999999999995e-54	611
CPn0422	CT_273	74.01	1e-59	354
CPn0423	CT_274	76.07	1e-75	397
CPn0424	CT_275	75.13	0.0	1307
CPn0425	CT_276	74.65	2.9999999999999997e-47	288
CPn0426	CT_384	94.74	0.44	19
CPn0427	CT_278	69.69	1.9999999999999992e-175	1468
CPn0428	CT_279	68.22	1.0000000000000001e-29	365
CPn0429	CT_280	73.49	9.999999999999997e-104	645
CPn0430	CT_281	71.61	2.9999999999999993e-93	641
CPn0431	CT_854	94.44	0.86	18
CPn0432	CT_551	86.36	2.7	22
CPn0432	CT_364	100.0	2.7	14
CPn0433	CT_701	95.0	0.9	20
CPn0433	CT_610	100.0	0.9	15
CPn0434	CT_283	65.73	5e-45	712
CPn0435	CT_284	69.16	1e-18	214
CPn0436	CT_285	71.43	5e-14	140
CPn0437	CT_286	75.71	0.0	2515
CPn0438	CT_287	66.27	4e-62	925
CPn0439	CT_592	91.67	0.11	24
CPn0439	CT_243	88.0	0.11	25
CPn0440	CT_812	87.1	0.001	31
CPn0441	CT_007	68.72	9.999999999999999e-48	470
CPn0442	CT_661	100.0	1.4	15
CPn0442	CT_551	78.38	1.4	37
CPn0442	CT_333	82.35	1.4	34
CPn0443	CT_794	91.3	0.079	23
CPn0444	CT_872	84.09	1e-05	44
CPn0445	CT_871	70.63	7e-07	126
CPn0446	CT_459	88.0	0.62	25
CPn0447	CT_685	85.71	0.18	28
CPn0448	CT_872	88.0	0.25	25
CPn0449	CT_872	89.66	0.004	29
CPn0451	CT_550	78.38	0.62	37
CPn0451	CT_412	100.0	0.62	17
CPn0451	CT_298	90.91	0.62	22
CPn0451	CT_208	100.0	0.62	17
CPn0452	CT_812	90.48	1.2	21
CPn0452	CT_720	94.74	1.2	19
CPn0452	CT_673	100.0	1.2	16
CPn0452	CT_595	100.0	1.2	16
CPn0452	CT_454	85.71	1.2	28
CPn0452	CT_329	90.48	1.2	21
CPn0452	CT_085	90.48	1.2	21
CPn0453	CT_413	89.66	0.004	29
CPn0454	CT_315	84.38	0.054000000000000006	32
CPn0457	CT_686	95.0	0.39	20
CPn0458	CT_661	84.62	1.6	26
CPn0458	CT_310	100.0	1.6	16
CPn0458	CT_015	90.48	1.6	21
CPn0459	CT_179	90.91	0.083	22
CPn0460	CT_863	100.0	0.004	20
CPn0461	CT_236	81.82	0.05	33
CPn0462	CT_868	100.0	1.6	16
CPn0462	CT_718	100.0	1.6	16
CPn0462	CT_638	94.74	1.6	19
CPn0462	CT_189	90.48	1.6	21
