Query	Subject	% Similarity	E Value	Length
CPn0051	CTL0763	100.0	2.5	14
CPn0051	CTL0526	100.0	2.5	14
CPn0051	CTL0031	81.48	2.5	27
CPn0052	CTL0620	88.46	0.044000000000000004	26
CPn0053	CTL0550	69.36	1.9999999999999995e-118	1038
CPn0054	CTL0549	66.43	4e-40	700
CPn0055	CTL0752	100.0	1.2	15
CPn0055	CTL0656	94.44	1.2	18
CPn0055	CTL0538	100.0	1.2	15
CPn0055	CTL0365	94.44	1.2	18
CPn0055	CTL0288	86.96	1.2	23
CPn0055	CTL0156	100.0	1.2	15
CPn0056	CTL0547	64.37	2e-43	1058
CPn0057	CTL0546	70.69	6.999999999999998e-75	580
CPn0058	CTL0545	74.13	3.999999999999999e-162	924
CPn0059	CTL0885	86.36	4.0	22
CPn0059	CTL0654	89.47	4.0	19
CPn0059	CTL0386	94.12	4.0	17
CPn0059	CTL0320	100.0	4.0	14
CPn0060	CTL0543	70.28	6e-30	286
CPn0061	CTL0492	100.0	0.15	17
CPn0062	CTL0541	76.33	2.0000000000000002e-29	169
CPn0063	CTL0021	88.0	0.031	25
CPn0064	CTL0530	90.0	0.58	20
CPn0065	CTL0741	90.48	1.3	21
CPn0065	CTL0399	94.74	1.3	19
CPn0066	CTL0107	100.0	0.11	18
CPn0067	CTL0771	100.0	3.0	15
CPn0067	CTL0728	90.0	3.0	20
CPn0067	CTL0669	86.96	3.0	23
CPn0067	CTL0538	100.0	3.0	15
CPn0067	CTL0364	100.0	3.0	15
CPn0067	CTL0248	100.0	3.0	15
CPn0067	CTL0160	90.0	3.0	20
CPn0067	CTL0099	100.0	3.0	15
CPn0068	CTL0006	95.0	0.12	20
CPn0069	CTL0399	100.0	1.4	16
CPn0069	CTL0394	94.74	1.4	19
CPn0069	CTL0362	100.0	1.4	16
CPn0069	CTL0061	90.48	1.4	21
CPnt01	CTL_t21	87.67	1.0000000000000001e-20	73
CPn0071	CTL0577	67.0	2.0000000000000002e-11	200
CPn0072	CTL0388	90.91	0.22	22
CPn0073	CTL0575	79.28	6e-51	222
CPnt02	CTL_t33	95.83	4e-28	72
CPn0074	CTL0574	82.87	0.0	1185
CPnt03	CTL_t34	94.52	1e-27	73
CPn0075	CTL0573	72.36	7.000000000000001e-26	199
CPn0076	CTL0572	79.96	4.999999999999999e-139	549
CPn0077	CTL0571	77.0	7.999999999999999e-91	426
CPn0078	CTL0570	75.87	4.999999999999999e-141	692
CPn0079	CTL0569	74.76	2e-93	511
CPn0080	CTL0568	82.89	2.999999999999999e-108	374
CPn0081	CTL0567	78.14	0.0	3765
CPn0082	CTL0566	78.45	0.0	4163
CPn0083	CTL0565	73.33	6.999999999999998e-160	960
CPn0084	CTL0648	94.12	3.5	17
CPn0084	CTL0593	89.47	3.5	19
CPn0084	CTL0511	100.0	3.5	14
CPn0084	CTL0319	100.0	3.5	14
CPn0085	CTL0563	71.43	4e-60	462
CPn0086	CTL0562	70.42	2.9999999999999997e-67	595
CPn0087	CTL0561	67.83	7e-51	659
CPn0088	CTL0560	73.27	0.0	1777
CPn0089	CTL0559	76.85	0.0	1309
CPn0090	CTL0558	66.45	4e-34	605
CPn0091	CTL0557	64.46	5.999999999999999e-69	1635
CPn0092	CTL0556	74.41	1e-75	426
CPn0093	CTL0555	64.02	2.0000000000000002e-11	378
CPn0094	CTL0554	70.21	0.0	2484
CPn0095	CTL0553	68.96	9e-75	728
CPn0096	CTL0587	65.11	9.999999999999998e-121	2313
CPn0097	CTL0586	69.62	4.9999999999999986e-170	1435
CPn0098	CTL0265	65.82	5.999999999999999e-42	822
CPn0098a	CTL0787	94.12	2.7	17
CPn0098a	CTL0682	94.12	2.7	17
CPn0098a	CTL0476	90.48	2.7	21
CPn0098a	CTL0210	94.12	2.7	17
CPn0098a	CTL0175	100.0	2.7	14
CPn0098a	CTL0009	100.0	2.7	14
CPn0100	CTL0266	66.52	1.9999999999999998e-84	1150
CPn0101	CTL0267	70.87	1.9999999999999994e-103	786
CPn0102	CTL0268	69.14	2.999999999999999e-141	1212
CPn0103	CTL0233	100.0	0.065	18
CPn0104	CTL0272	67.06	2.9999999999999995e-45	586
CPn0105	CTL0271	68.96	2e-33	364
CPn0106	CTL0270	69.2	2.999999999999999e-147	1318
CPn0107	CTL0044	94.74	0.59	19
CPn0108	CTL0278	100.0	1.5	15
CPns01	CTL0728	94.74	0.31	19
CPns01	CTL0411	90.48	0.31	21
CPn0109	CTL0274	70.9	0.0	2564
CPn0110	CTL0275	66.39	2.9999999999999995e-123	1669
CPn0111	CTL0276	74.68	5e-08	79
CPn0112	CTL0277	82.91	2e-65	234
CPn0113	CTL0278	73.31	9.999999999999996e-176	1038
CPn0114	CTL0279	68.66	2.9999999999999996e-37	418
CPn0115	CTL0280	68.09	9.999999999999999e-134	1363
CPn0116	CTL0281	76.9	8e-65	316
CPn0117	CTL0282	70.96	6.999999999999998e-65	544
CPn0118	CTL0283	77.05	2.9999999999999994e-77	366
CPn0119	CTL0284	68.88	6e-51	527
CPn0120	CTL0285	64.88	1e-26	561
CPn0121	CTL0286	79.26	5e-28	135
CPn0122	CTL0287	70.02	0.0	1541
CPn0123	CTL0288	68.48	8.999999999999998e-118	1174
CPn0124	CTL0539	85.29	0.008	34
CPn0125	CTL0486	91.67	0.11	24
CPn0126	CTL0117	82.86	0.012	35
CPn0127	CTL0289	63.41	1.9999999999999999e-22	902
CPn0128	CTL0290	68.13	2e-19	273
CPn0129	CTL0767	90.91	0.26	22
CPn0129	CTL0343	95.0	0.26	20
CPnt04	CTL_t06	100.0	1.9999999999999998e-32	72
CPn0131	CTL0303	81.25	0.23	32
CPn0132	CTL0877	100.0	0.21	17
CPn0132	CTL0118	95.45	0.21	22
CPn0133	CTL0364	75.79	2e-12	95
CPn0134	CTL0365	80.92	0.0	1635
CPn0135	CTL0366	76.84	9.999999999999999e-55	272
CPn0136	CTL0367	67.21	2.9999999999999993e-111	1354
CPn0137	CTL0363	65.73	2e-37	639
CPn0138	CTL0462	68.41	2.0000000000000002e-29	421
CPn0139	CTL0463	65.09	4.0000000000000004e-21	570
CPn0140	CTL0137	94.44	1.1	18
CPn0141	CTL0465	68.22	4e-34	409
CPn0143	CTL0535	95.0	0.25	20
CPn0143	CTL0408	81.25	0.25	32
CPn0144	CTL0368	74.77	0.0	2592
CPn0145	CTL0369	69.7	1e-26	297
CPn0146	CTL0897	88.46	0.03	26
CPn0147	CTL0685	94.44	1.2	18
CPn0147	CTL0183	86.96	1.2	23
CPn0148	CTL0400	73.33	1.9999999999999992e-150	900
CPn0149	CTL0401	65.08	3.999999999999999e-71	1366
CPn0150	CTL0879	89.29	0.024	28
CPn0151	CTL0403	67.4	1e-56	684
CPn0152	CTL0248	90.48	0.73	21
CPn0153	CTL0461	69.73	0.0	2372
CPn0154	CTL0460	67.27	3.9999999999999995e-31	443
CPnt05	CTL_t23	100.0	4.9999999999999996e-33	73
CPnt06	CTL_t22	95.95	2.9999999999999997e-29	74
CPn0155	CTL0280	100.0	0.042	17
CPn0156	CTL0766	95.0	0.12	20
CPn0157	CTL0845	90.91	0.091	22
CPn0158	CTL0872	94.74	0.41	19
CPn0158	CTL0238b	100.0	0.41	16
CPn0159	CTL0735	100.0	0.23	16
CPn0160	CTL0459	67.36	8.999999999999998e-136	1627
CPn0161	CTL0800	94.44	2.2	18
CPn0161	CTL0468	100.0	2.2	15
CPn0161	CTL0322	100.0	2.2	15
CPn0161	CTL0099	100.0	2.2	15
CPn0162	CTL0746	84.62	0.79	26
CPn0162	CTL0053	100.0	0.79	16
CPn0163	CTL0491	91.67	0.079	24
CPn0164	CTL0494	100.0	0.38	16
CPn0165	CTL0432	92.0	0.036000000000000004	25
CPn0166	CTL0430	78.79	0.86	33
CPn0167	CTL0541	95.0	0.07	20
CPn0167	CTL0118	100.0	0.07	17
CPn0168	CTL0418	95.24	0.013000000000000001	21
CPn0169	CTL0853	90.91	0.17	22
CPn0170	CTL0804	100.0	0.77	16
CPn0170	CTL0741	100.0	0.77	16
CPn0170	CTL0670	100.0	0.77	16
CPn0170	CTL0328	90.48	0.77	21
CPn0171	CTL0666	91.3	0.081	23
CPn0172	CTL0233	100.0	0.067	18
CPn0173	CTL0824	100.0	0.7	15
CPn0173	CTL0531	94.44	0.7	18
CPn0173	CTL0392	94.44	0.7	18
CPn0174	CTL0746	100.0	0.1	17
CPn0174	CTL0442	88.0	0.1	25
CPn0175	CTL0117	75.93	0.023	54
CPn0176	CTL0408	62.75	2e-08	502
CPn0177	CTL0019	90.91	0.19	22
CPn0178	CTL0291	95.45	0.005	22
CPn0179	CTL0076	100.0	0.26	16
CPn0179	CTL0074	100.0	0.26	16
CPn0180	CTL0814	91.3	0.034	23
CPn0181	CTL0850	100.0	1.0	15
CPn0181	CTL0563	90.0	1.0	20
CPn0181	CTL0419	100.0	1.0	15
CPn0181	CTL0162	100.0	1.0	15
CPn0182	CTL0379	77.66	0.0	1316
CPn0183	CTL0378	72.43	2.999999999999999e-72	497
CPn0184	CTL0377	74.87	2.999999999999999e-104	561
CPn0185	CTL0376	69.23	6.999999999999998e-69	663
CPn0186	CTL0394	88.0	0.26	25
CPn0187	CTL0388	67.05	2e-27	434
CPn0188	CTL0387	68.96	1.9999999999999994e-79	741
CPn0189	CTL0386	67.93	4.9999999999999994e-79	898
CPn0190	CTL0847	85.19	0.3	27
CPn0191	CTL0349	100.0	0.012	19
CPn0192	CTL0384	71.21	7.999999999999999e-68	535
CPn0193	CTL0490	100.0	1.2	15
CPn0194	CTL0449	66.37	1.9999999999999997e-66	1023
CPn0195	CTL0450	67.96	2.0000000000000002e-11	206
CPn0196	CTL0450	74.6	0.0002	63
CPn0197	CTL0394	68.75	3e-13	176
CPn0198	CTL0427	77.05	5e-06	61
CPn0199	CTL0451	66.38	2e-65	922
CPn0200	CTL0452	72.1	1.9999999999999997e-89	620
CPn0201	CTL0137	94.74	0.65	19
CPn0202	CTL0454	66.13	1.9999999999999997e-31	499
CPn0203	CTL0730	89.29	0.063	28
CPn0205	CTL0887	91.3	0.14	23
CPn0205	CTL0249	84.62	0.14	26
CPn0206	CTL0455	70.69	3.999999999999999e-98	737
CPn0207	CTL0456	71.79	0.0	1393
CPn0208	CTL0457	67.97	7.999999999999997e-130	1411
CPn0209	CTL0456	95.24	0.013999999999999999	21
CPn0210	CTL0063	88.0	0.29	25
CPn0212	CTL0404	95.24	0.075	21
CPn0212	CTL0213	100.0	0.075	18
CPn0213	CTL0327	100.0	0.11	16
CPn0214	CTL0152	88.46	0.077	26
CPn0214	CTL0117	91.3	0.077	23
CPn0215	CTL0834	90.48	0.97	21
CPn0215	CTL0567	85.71	0.97	28
CPn0215	CTL0196	100.0	0.97	16
CPn0216	CTL0746	90.91	0.09300000000000001	22
CPn0217	CTL0150	79.07	0.012	43
CPn0218	CTL0358	100.0	0.1	17
CPn0219	CTL0445	69.37	9.999999999999999e-126	1087
CPn0220	CTL0577	84.0	1.4	25
CPn0220	CTL0053	94.44	1.4	18
CPn0220	CTL0008	90.0	1.4	20
CPn0221	CTL0059	80.65	0.31	31
CPn0222	CTL0208	91.67	0.07200000000000001	24
CPn0223	CTL0815	100.0	0.99	15
CPn0224	CTL0469	86.21	0.05	29
CPn0225	CTL0640	82.76	0.51	29
CPn0225	CTL0420	90.48	0.51	21
CPn0225	CTL0275	90.48	0.51	21
CPn0226	CTL0851	90.0	1.0	20
CPn0226	CTL0273	84.0	1.0	25
CPn0226	CTL0077	100.0	1.0	15
CPn0227	CTL0428	71.47	1.9999999999999997e-47	354
CPn0228	CTL0429	70.56	8e-81	625
CPn0229	CTL0430	67.2	6e-10	186
CPn0230	CTL0408	100.0	0.042	18
CPn0231	CTL0432	64.64	3e-10	362
CPnt07	CTL_t14	100.0	1e-33	74
CPnt08	CTL_t02	98.63	1.9999999999999997e-31	73
CPn0232	CTL0116	86.67	0.005	30
CPn0233	CTL0213	100.0	0.44	15
CPn0234	CTL0433	73.96	1.9999999999999996e-64	407
CPn0235	CTL0434	65.17	7.999999999999999e-31	715
CPn0236	CTL0435	67.38	1.9999999999999995e-137	1625
CPn0237	CTL0436	67.21	3e-14	244
CPn0238	CTL0437	70.44	0.0	1465
CPn0239	CTL0438	66.67	9e-18	297
CPn0240	CTL0549	90.91	0.26	22
CPn0240	CTL0525	88.0	0.26	25
CPn0241	CTL0311	94.74	0.89	19
CPn0241	CTL0179	87.5	0.89	24
CPn0241	CTL0178	87.5	0.89	24
CPn0242	CTL0159	100.0	0.09300000000000001	17
CPn0243	CTL0506	100.0	1.1	15
CPn0244	CTL0383	80.77	6e-06	52
CPn0245	CTL0382	75.31	7e-07	81
CPn0246	CTL0381	73.91	9.999999999999998e-64	391
CPn0247	CTL0380	72.93	1e-69	447
CPn0248	CTL0407	66.15	8e-18	325
CPn0249	CTL0406	66.53	1e-39	726
CPn0250	CTL0405	84.81	2.9999999999999995e-46	158
CPn0251	CTL0727	100.0	1.2	16
CPn0251	CTL0490	100.0	1.2	16
CPn0252	CTL0820	94.74	0.67	19
CPn0254	CTL0398	75.56	0.18	45
CPn0255	CTL0397	82.5	0.0004	40
CPn0256	CTL0064	92.31	0.016	26
CPn0257	CTL0670	100.0	2.3	15
CPn0257	CTL0497	100.0	2.3	15
CPn0257	CTL0398	73.33	2.3	45
CPn0257	CTL0365	90.0	2.3	20
CPn0257	CTL0143	94.44	2.3	18
CPn0257	CTL0024	94.44	2.3	18
CPn0258	CTL0258	100.0	0.65	16
CPn0258	CTL0150	100.0	0.65	16
CPnt09	CTL_t35	97.59	1e-35	83
CPnt10	CTL_t32	100.0	4.9999999999999996e-33	73
CPn0260	CTL0396	65.43	1e-12	324
CPn0261	CTL0469	69.48	9.999999999999997e-80	688
CPn0262	CTL0690	90.48	0.64	21
CPn0262	CTL0275	90.48	0.64	21
CPnt11	CTL_t37	100.0	4.9999999999999996e-33	73
CPnt12	CTL_t07	97.3	7e-31	74
CPn0263	CTL0473	72.13	7.999999999999999e-133	854
CPn0264	CTL0472	71.02	3e-35	314
CPn0265	CTL0471	73.26	2e-07	86
CPn0266	CTL0855	86.21	0.15	29
CPn0267	CTL0700	100.0	2.1	15
CPn0267	CTL0683	84.0	2.1	25
CPn0267	CTL0449	86.96	2.1	23
CPn0267	CTL0413	100.0	2.1	15
CPn0267	CTL0080	100.0	2.1	15
CPn0268	CTL0730	94.44	1.0	18
CPn0268	CTL0672	84.0	1.0	25
CPn0268	CTL0635	100.0	1.0	15
CPn0268	CTL0601	90.0	1.0	20
CPn0269	CTL0393	66.06	4.0000000000000003e-29	545
CPn0270	CTL0460	100.0	0.66	16
CPn0270	CTL0275	100.0	0.66	16
CPn0270	CTL0007	94.74	0.66	19
CPn0271	CTL0391	96.55	2e-06	29
CPn0272	CTL0348	95.0	0.2	20
CPn0272	CTL0001	85.19	0.2	27
CPn0273	CTL0711	100.0	0.47	16
CPn0273	CTL0345	80.65	0.47	31
CPn0274	CTL0441	73.94	0.0	2433
CPn0275	CTL0442	74.23	0.0	2429
CPn0276	CTL0443	67.66	5e-17	235
CPn0277	CTL0127	90.48	0.38	21
CPn0278	CTL0199	90.91	0.18	22
CPn0279	CTL0213	95.45	0.14	22
CPn0280	CTL0385	82.86	0.005	35
CPn0281	CTL0467	72.95	9.999999999999997e-157	950
CPn0282	CTL0468	72.01	0.0	1354
CPn0283	CTL0167	100.0	0.74	16
CPn0284	CTL0602	100.0	0.031	18
CPn0285	CTL0307	95.0	0.34	20
CPn0285	CTL0098	90.91	0.34	22
CPn0286	CTL0446	73.07	0.0	1415
CPn0287	CTL0360	80.0	0.47	35
CPn0288	CTL0447	80.95	0.0005	42
CPn0289	CTL0482	70.0	2e-48	490
CPn0290	CTL0483	66.9	1.9999999999999995e-105	1432
CPn0291	CTL0321	100.0	0.4	16
CPn0292	CTL0485	94.74	0.46	19
CPn0293	CTL0486	64.5	4.999999999999999e-65	1386
CPn0294	CTL0487	66.14	1e-12	251
CPn0295	CTL0488	80.3	1e-48	203
CPn0296	CTL0529	81.25	0.16	32
CPn0297	CTL0490	65.76	2e-34	628
CPn0298	CTL0491	70.74	9.999999999999997e-132	981
CPn0299	CTL0492	82.42	5e-20	91
CPn0300	CTL0493	68.4	0.0	2304
CPn0301	CTL0494	70.81	2e-36	322
CPn0302	CTL0495	70.2	8.999999999999997e-121	980
CPn0303	CTL0020	95.24	0.065	21
CPn0304	CTL0497	71.88	5.999999999999998e-142	946
CPn0305	CTL0498	73.69	8.999999999999999e-171	973
CPn0306	CTL0499	69.19	4.999999999999999e-144	1295
CPn0307	CTL0500	70.84	0.0	2438
CPn0308	CTL0394	95.24	0.022000000000000002	21
CPn0309	CTL0501	70.48	6.999999999999999e-174	1284
CPn0310	CTL0503	67.35	3.999999999999999e-173	1988
CPn0311	CTL0779	100.0	2.3	15
CPn0311	CTL0688	86.96	2.3	23
CPn0311	CTL0671	94.44	2.3	18
CPn0311	CTL0493	94.44	2.3	18
CPn0311	CTL0468	94.44	2.3	18
CPn0311	CTL0460	84.0	2.3	25
CPn0311	CTL0422a	90.0	2.3	20
CPn0311	CTL0340	86.96	2.3	23
CPn0311	CTL0331	90.0	2.3	20
CPn0311	CTL0189	86.96	2.3	23
CPn0311	CTL0133	100.0	2.3	15
CPn0311	CTL0076	90.0	2.3	20
CPn0311	CTL0069	90.0	2.3	20
CPn0311	CTL0011	94.44	2.3	18
CPn0312	CTL0719	100.0	0.34	16
CPn0312	CTL0494	100.0	0.34	16
CPn0312	CTL0447	94.74	0.34	19
CPn0313	CTL0355	72.39	1e-12	134
CPn0314	CTL0354	71.0	9.999999999999999e-124	931
CPn0315	CTL0353	79.89	0.0	1646
CPn0316	CTL0352	79.08	0.0	1305
CPn0317	CTL0351	72.19	0.0	1913
CPn0318	CTL0350	72.92	1e-49	325
CPn0319	CTL0349	73.35	1.9999999999999994e-115	698
CPn0320	CTL0348	83.67	6e-08	49
CPn0321	CTL0347	68.58	6.999999999999999e-116	1098
CPn0322	CTL0346	74.4	0.0	1078
CPn0323	CTL0345	78.35	0.0	2134
CPn0324	CTL0344	68.81	4e-18	218
CPn0325	CTL0343	66.57	1e-19	332
CPn0326	CTL0342	67.43	5e-63	835
CPn0327	CTL0341	77.04	5e-53	270
CPn0328	CTL0340	67.0	3.999999999999999e-102	1300
CPn0329	CTL0339	74.19	0.0005	62
CPn0330	CTL0338A	64.29	3e-08	266
CPn0331	CTL0338	71.91	1.0000000000000001e-20	178
CPn0332	CTL0567	100.0	0.28	15
CPn0333	CTL0336	82.35	0.005	34
CPn0334	CTL0147	100.0	0.11	17
CPn0335	CTL0334	68.88	3.999999999999999e-79	768
CPn0336	CTL0333	65.54	2.9999999999999997e-12	325
CPn0337	CTL0332	72.39	9.999999999999998e-65	431
CPn0338	CTL0331	74.32	0.0	1102
CPn0339	CTL0330	68.07	4e-05	119
CPn0342	CTL0329	70.91	9.999999999999998e-93	722
CPn0344	CTL0328	70.33	4e-58	509
CPn0345	CTL0327	65.75	1e-42	803
CPn0346	CTL0326	68.82	9.999999999999998e-68	712
CPn0347	CTL0325	64.89	4.999999999999999e-68	1373
CPn0348	CTL0324	72.96	1.9999999999999995e-121	758
CPn0349	CTL0323	70.82	1.9999999999999997e-47	401
CPn0350	CTL0322	74.01	2e-74	431
CPn0351	CTL0321	74.34	0.0	1543
CPn0352	CTL0530	92.0	0.006999999999999999	25
CPn0353	CTL0843	94.12	2.2	17
CPn0353	CTL0719	89.47	2.2	19
CPn0353	CTL0464	100.0	2.2	14
CPn0354	CTL0509	95.0	0.3	20
CPn0355	CTL0832	90.48	1.0	21
CPn0355	CTL0424	90.48	1.0	21
CPn0355	CTL0366	80.0	1.0	35
CPn0355	CTL0249	100.0	1.0	16
CPn0355	CTL0196	94.74	1.0	19
CPn0355	CTL0137	90.48	1.0	21
CPn0356	CTL0072	91.67	0.022000000000000002	24
CPn0358	CTL0884	100.0	0.12	16
CPn0359	CTL0320	76.17	0.0	1809
CPn0360	CTL0319	66.22	2e-93	1406
CPn0361	CTL0318	70.23	2e-85	729
CPn0362	CTL0317	69.45	1.9999999999999994e-71	658
CPn0363	CTL0316	67.34	2.9999999999999994e-40	545
CPnt13	CTL_t26	98.67	1.9999999999999998e-32	75
CPn0364	CTL0315	72.92	2e-39	277
CPn0365	CTL0213	100.0	2.7	15
CPn0366	CTL0098	90.91	0.1	22
CPn0367	CTL0081	88.46	0.046	26
CPn0368	CTL0861A	100.0	2.9	14
CPn0368	CTL0777	100.0	2.9	14
CPn0368	CTL0301	94.12	2.9	17
CPn0368	CTL0255	100.0	2.9	14
CPn0368	CTL0155	100.0	2.9	14
CPn0368	CTL0064	100.0	2.9	14
CPn0369	CTL0125	100.0	0.27	17
CPn0370	CTL0254	94.74	0.86	19
CPn0370	CTL0189	88.0	0.86	25
CPn0371	CTL0602	90.91	0.076	22
CPn0372	CTL0877	89.29	0.23	28
CPn0372	CTL0506	90.48	0.23	21
CPn0372	CTL0116	83.33	0.23	30
CPn0373	CTL0313	67.82	1.9999999999999997e-68	811
CPn0374	CTL0312	68.4	4e-28	326
CPn0375	CTL0133	90.91	0.11	22
CPn0376	CTL0162	95.0	0.095	20
CPn0377	CTL0311	73.52	1.9999999999999997e-109	657
CPn0378	CTL0310	69.52	8e-126	1122
CPn0379	CTL0309	74.5	1.9999999999999995e-80	447
CPn0380	CTL0308	67.59	2e-77	975
CPn0381	CTL0630	80.0	0.39	35
CPn0382	CTL0304	71.43	1e-35	294
CPn0383	CTL0846	100.0	0.72	16
CPn0383	CTL0505	100.0	0.72	16
CPn0384	CTL0302	65.0	5e-06	260
CPn0384	CTL0302	73.81	5e-06	84
CPn0385	CTL0301	70.0	5.999999999999998e-150	1220
CPn0386	CTL0300	73.47	5e-44	294
CPn0387	CTL0299	81.15	2.999999999999999e-136	504
CPn0388	CTL0298	67.57	9.999999999999999e-123	1326
CPn0389	CTL0297	69.61	1.9999999999999996e-63	589
CPn0390	CTL0296	72.89	9.999999999999998e-150	922
CPn0391	CTL0388	100.0	0.46	15
CPn0392	CTL0294	73.3	1.9999999999999993e-95	573
CPn0393	CTL0650	80.56	0.26	36
CPn0394	CTL0508	63.81	8e-27	782
CPn0395	CTL0509	67.63	1.9999999999999995e-105	1214
CPn0396	CTL0510	65.74	1.9999999999999997e-47	899
CPn0397	CTL0511	65.84	2e-38	726
CPn0398	CTL0560	100.0	0.12	16
CPn0398	CTL0029	100.0	0.12	16
CPn0399	CTL0505	66.67	8e-43	567
CPn0400	CTL0506	66.5	1e-08	197
CPn0401	CTL0872	100.0	3.5	14
CPn0402	CTL0362	68.76	2e-40	445
CPn0403	CTL0361	76.84	5e-14	95
CPn0404	CTL0278	90.91	0.22	22
CPn0405	CTL0424	81.82	0.049	33
CPn0406	CTL0359	74.55	3.999999999999999e-168	896
CPn0407	CTL0358	71.51	8e-19	172
CPn0408	CTL0573	94.74	0.36	19
CPn0408	CTL0402	100.0	0.36	16
CPn0409	CTL0868	100.0	0.009000000000000001	19
CPn0410	CTL0513	67.01	2e-45	582
CPn0411	CTL0027	87.5	0.59	24
CPn0412	CTL0804	90.48	0.5	21
CPn0413	CTL0516	68.24	3.999999999999999e-147	1530
CPn0414	CTL0517	76.59	0.0	974
CPn0415	CTL0518	67.87	3e-13	221
CPn0416	CTL0519	80.84	9.999999999999998e-74	287
CPnt14	CTL0312	100.0	1.8	13
CPn0417	CTL0520	63.82	2.0000000000000002e-20	550
CPn0418	CTL0521	66.51	9e-40	651
CPn0419	CTL0522	68.46	0.0	1947
CPn0420	CTL0895	100.0	0.21	16
CPn0420	CTL0581	79.41	0.21	34
CPn0421	CTL0524	68.63	8e-57	612
CPn0422	CTL0525	74.01	1e-59	354
CPn0423	CTL0526	76.07	1e-75	397
CPn0424	CTL0527	75.36	0.0	1307
CPn0425	CTL0528	74.31	4e-46	288
CPn0426	CTL0640	94.74	0.44	19
CPn0427	CTL0530	69.82	3.9999999999999987e-178	1468
CPn0428	CTL0531	68.22	1.0000000000000001e-29	365
CPn0429	CTL0532	73.8	1.9999999999999996e-106	645
CPn0430	CTL0533	71.76	2e-94	641
CPn0431	CTL0227	94.44	0.86	18
CPn0432	CTL0813	86.36	2.7	22
CPn0432	CTL0618	100.0	2.7	14
CPn0433	CTL0874	100.0	0.9	15
CPn0433	CTL0671	85.19	0.9	27
CPn0433	CTL0070	95.0	0.9	20
CPn0434	CTL0535	66.01	9.999999999999999e-48	712
CPn0435	CTL0536	69.63	1e-19	214
CPn0436	CTL0537	71.43	5e-14	140
CPn0437	CTL0538	75.86	0.0	2515
CPn0438	CTL0539	66.27	4e-62	925
CPn0439	CTL0855	91.67	0.11	24
CPn0439	CTL0495	88.0	0.11	25
CPn0440	CTL0183	87.1	0.001	31
CPn0441	CTL0262	68.51	2e-46	470
CPn0442	CTL0813	78.38	1.4	37
CPn0442	CTL0587	82.35	1.4	34
CPn0442	CTL0030	100.0	1.4	15
CPn0443	CTL0162	91.3	0.079	23
CPn0444	CTL0251	84.09	1e-05	44
CPn0445	CTL0250	70.63	7e-07	126
CPn0446	CTL0719	88.0	0.62	25
