Query	Subject	% Similarity	E Value
CTL0297	CPn0389	69.61	3e-63
CTL0298	CPn0388	67.57	9.999999999999999e-123
CTL0299	CPn0387	81.15	2.999999999999999e-136
CTL0300	CPn0386	73.47	5e-44
CTL0301	CPn0385	70.0	7e-150
CTL0302	CPn0384	65.0	8e-06
CTL0302	CPn0384	73.81	8e-06
CTL0303	CPn0131	81.25	0.24
CTL0304	CPn0382	71.43	1e-35
CTL0305	CPn0751	81.82	0.11
CTL0306	CPn0782	100.0	1.5
CTL0306	CPn0219	82.76	1.5
CTL0306	CPn0189	94.74	1.5
CTL0307	CPn1051	85.19	0.44
CTL0307	CPn0285	95.0	0.44
CTL0308	CPn0380	67.59	2.9999999999999994e-77
CTL0309	CPn0379	74.5	1.9999999999999995e-80
CTL0310	CPn0378	69.52	9.999999999999999e-126
CTL0311	CPn0377	73.52	2.999999999999999e-109
CTL0312	CPn0374	68.4	5e-28
CTL0313	CPn0373	67.82	1.9999999999999997e-68
CTL0314	CPn0444	90.91	0.28
CTL0315	CPn0364	72.92	2e-39
CTL_t26	CPnt13	98.67	1.9999999999999998e-32
CTL0316	CPn0363	67.34	4e-40
CTL0317	CPn0362	69.45	1.9999999999999994e-71
CTL0318	CPn0361	70.23	2e-85
CTL0319	CPn0360	66.22	2e-93
CTL0320	CPn0359	76.17	0.0
CTL0321	CPn0351	74.34	0.0
CTL0322	CPn0350	74.01	2e-74
CTL0323	CPn0349	70.82	1.9999999999999997e-47
CTL0324	CPn0348	72.96	1.9999999999999995e-121
CTL0325	CPn0347	64.89	5.999999999999998e-68
CTL0326	CPn0346	68.82	9.999999999999998e-68
CTL0327	CPn0345	65.75	2e-42
CTL0328	CPn0344	70.33	5e-58
CTL0329	CPn0342	70.91	1.9999999999999996e-92
CTL0330	CPn0339	68.07	4e-05
CTL0331	CPn0338	74.32	0.0
CTL0332	CPn0337	72.39	9.999999999999998e-65
CTL0333	CPn0336	65.54	2.9999999999999997e-12
CTL0334	CPn0335	68.88	4.9999999999999994e-79
CTL0335	CPn1073	82.14	1.2
CTL0335	CPn0871	100.0	1.2
CTL0336	CPn0333	82.35	0.006
CTL0338	CPn0331	71.91	1.0000000000000001e-20
CTL0338A	CPn0330	64.29	4e-08
CTL0339	CPn0329	74.19	0.0005
CTL0340	CPn0328	67.0	4.9999999999999995e-102
CTL0341	CPn0327	77.04	5.9999999999999995e-53
CTL0342	CPn0326	67.43	5e-63
CTL0343	CPn0325	66.57	1e-19
CTL0344	CPn0324	68.81	5e-18
CTL0345	CPn0323	78.35	0.0
CTL0346	CPn0322	74.4	0.0
CTL0347	CPn0321	68.58	7.999999999999999e-116
CTL0348	CPn0320	83.67	7e-08
CTL0349	CPn0319	73.35	1.9999999999999994e-115
CTL0350	CPn0318	72.92	2e-49
CTL0351	CPn0317	72.19	0.0
CTL0352	CPn0316	79.08	0.0
CTL0353	CPn0315	79.89	0.0
CTL0354	CPn0314	71.0	1.9999999999999998e-123
CTL0355	CPn0313	72.39	1e-12
CTL0356	CPn0255	100.0	0.4
CTL0357	CPn0908	95.0	0.12
CTL0358	CPn0407	71.51	1e-18
CTL0359	CPn0406	74.55	4.999999999999998e-168
CTL0360	CPn0765	95.0	0.51
CTL0360	CPn0289	95.45	0.51
CTL0360	CPn0287	80.0	0.51
CTL0361	CPn0403	76.84	7e-14
CTL0362	CPn0402	68.76	2e-40
CTL0363	CPn0137	65.73	2.9999999999999996e-37
CTL0364	CPn0133	75.79	2.9999999999999997e-12
CTL0365	CPn0134	80.92	0.0
CTL0366	CPn0135	76.84	1.9999999999999998e-54
CTL0367	CPn0136	67.21	2.9999999999999993e-111
CTL0368	CPn0144	74.77	0.0
CTL0369	CPn0145	69.7	1e-26
CTL0370	CPn0306	100.0	0.12
CTL0371	CPn0835	94.44	1.2
CTL0371	CPn0792	90.0	1.2
CTL0371	CPn0503	80.0	1.2
CTL0372	CPn0701	100.0	0.94
CTL0373	CPn0005	95.0	0.13
CTL0374	CPn0016	100.0	0.19
CTL0375	CPn0478	100.0	0.23
CTL0375	CPn0430	83.33	0.23
CTL0376	CPn0185	69.23	8e-69
CTL0377	CPn0184	74.87	3.999999999999999e-104
CTL0378	CPn0183	72.43	2.999999999999999e-72
CTL0379	CPn0182	77.66	0.0
CTL0380	CPn0247	72.93	2e-69
CTL0381	CPn0246	73.91	9.999999999999998e-64
CTL0382	CPn0245	75.31	8e-07
CTL0383	CPn0244	80.77	9e-06
CTL0384	CPn0192	71.21	9.999999999999998e-68
CTL0385	CPn0280	82.86	0.004
CTL0386	CPn0189	67.93	5.999999999999999e-79
CTL0387	CPn0188	68.96	1.9999999999999994e-79
CTL0388	CPn0187	67.05	2e-27
CTL0389	CPn1024	100.0	1.3
CTL0389	CPn0251	100.0	1.3
CTL0390	CPn0876	90.91	0.28
CTL0390	CPn0632	95.0	0.28
CTL0391	CPn0271	96.55	2e-06
CTL0392	CPn0946	95.0	0.22
CTL0392	CPn0095	95.0	0.22
CTL0393	CPn0269	66.06	5e-29
CTL0394	CPn0197	68.75	4e-13
CTL0395	CPn0578	100.0	0.61
CTL0396	CPn0260	65.43	2e-12
CTL_t32	CPnt10	100.0	5.9999999999999997e-33
CTL_t35	CPnt09	97.59	1e-35
CTL0397	CPn0255	82.5	0.0004
CTL0398	CPn0254	75.56	0.22
CTL0399	CPn0736	90.48	0.78
CTL0399	CPn0316	100.0	0.78
CTL0399	CPn0141	87.5	0.78
CTL0399	CPn0069	100.0	0.78
CTL0399	CPn0065	94.74	0.78
CTL0400	CPn0148	73.33	1.9999999999999992e-150
CTL0401	CPn0149	65.08	4.999999999999999e-71
CTL0402	CPn0806	100.0	1.1
CTL0402	CPn0803	95.0	1.1
CTL0402	CPn0511	90.91	1.1
CTL0402	CPn0123	90.91	1.1
CTL0402	CPn0096	85.19	1.1
CTL0403	CPn0151	67.4	2e-56
CTL0404	CPn0768	91.67	0.02
CTL0405	CPn0250	84.81	4e-46
CTL0406	CPn0249	66.53	1e-39
CTL0407	CPn0248	66.15	9e-18
CTL0408	CPn0176	63.81	6e-08
CTL0409	CPnt35	100.0	0.031
CTL0411	CPn0950	100.0	0.84
CTL0411	CPn0892	100.0	0.84
CTL0411	CPn0738	90.48	0.84
CTL0411	CPns01	90.48	0.84
CTL0413	CPn0801	88.0	0.31
CTL0413	CPn0089	84.38	0.31
CTL0413	CPn0038	100.0	0.31
CTL0414a	CPn0454	100.0	0.16
CTL0417a	CPn0895	94.74	0.24
CTL0417b	CPn0208	85.71	0.41
CTL0417	CPn0351	82.86	0.055
CTL0418	CPn0249	100.0	0.017
CTL0418	CPn0168	95.24	0.017
CTL0419	CPn0954	100.0	0.033
CTL0420	CPn0225	90.48	0.16
CTL0421	CPn0759	94.74	0.26
CTL0422	CPn0012	91.67	0.006
CTL0422a	CPn0851	85.71	0.15
CTL0423	CPn0150	100.0	1.1
CTL0424	CPn0405	81.82	0.055999999999999994
CTL0425	CPn0840	94.74	0.43
CTL0425	CPn0177	100.0	0.43
CTL0426	CPn0436	79.41	0.21
CTL0426A	CPn0981	100.0	1.3
CTL0426A	CPn0089	94.12	1.3
CTL0427	CPn0198	77.05	5e-06
CTL0428	CPn0227	71.47	2.9999999999999997e-47
CTL0429	CPn0228	70.56	9.999999999999998e-81
CTL0430	CPn0229	67.2	6e-10
CTL0431	CPn0459	90.91	0.17
CTL0432	CPn0231	64.64	4e-10
CTL_t14	CPnt07	100.0	2e-33
CTL_t02	CPnt08	98.63	1.9999999999999997e-31
CTL0433	CPn0234	73.96	1.9999999999999996e-64
CTL0434	CPn0235	65.17	9e-31
CTL0435	CPn0236	67.38	1.9999999999999995e-137
CTL0436	CPn0237	67.21	4e-14
CTL0437	CPn0238	70.44	0.0
CTL0438	CPn0239	66.67	1e-17
CTL0439	CPn0419	100.0	0.22
CTL0440	CPn0434	100.0	0.54
CTL0440	CPn0378	100.0	0.54
CTL0441	CPn0274	73.94	0.0
CTL0442	CPn0275	74.23	0.0
CTL0443	CPn0276	67.66	5e-17
CTL0444	CPn0789	82.76	0.62
CTL0445	CPn0219	69.37	9.999999999999999e-126
CTL0446	CPn0286	73.07	0.0
CTL0447	CPn0288	80.95	0.0005
CTL0448	CPn0726	84.62	0.28
CTL0448	CPn0230	94.74	0.28
CTL0449	CPn0194	66.37	1.9999999999999997e-66
CTL0450	CPn0195	67.96	2.0000000000000002e-11
CTL0451	CPn0199	66.38	2e-65
CTL0452	CPn0200	72.1	1.9999999999999997e-89
CTL0453	CPn0521	95.0	0.21
CTL0454	CPn0202	66.13	3e-31
CTL0455	CPn0206	70.69	3.999999999999999e-98
CTL0456	CPn0207	71.79	0.0
CTL0457	CPn0208	67.97	8.999999999999997e-130
CTL0458	CPn0940	84.0	2.6
CTL0458	CPn0841	94.44	2.6
CTL0458	CPn0810	100.0	2.6
CTL0458	CPn0571	100.0	2.6
CTL0458	CPn0527	94.44	2.6
CTL0458	CPn0437	100.0	2.6
CTL0459	CPn0160	67.36	9.999999999999997e-136
CTL_t22	CPnt06	95.95	4.0000000000000003e-29
CTL_t23	CPnt05	100.0	5.9999999999999997e-33
CTL0460	CPn0154	67.27	5e-31
CTL0461	CPn0153	69.73	0.0
CTL0462	CPn0138	68.41	2.0000000000000002e-29
CTL0463	CPn0139	65.09	4.0000000000000004e-21
CTL0464	CPn0317	100.0	0.11
CTL0465	CPn0141	68.22	5e-34
CTL0466	CPn0102	88.89	0.035
CTL0467	CPn0281	72.95	9.999999999999997e-157
CTL0468	CPn0282	72.01	0.0
CTL0469	CPn0261	69.48	9.999999999999997e-80
CTL0470	CPn0302	100.0	0.76
CTL0470	CPn0145	80.65	0.76
CTL0471	CPn0265	73.26	2e-07
CTL0472	CPn0264	71.02	3e-35
CTL0473	CPn0263	72.13	9.999999999999998e-133
CTL_t07	CPnt12	97.3	9e-31
CTL_t37	CPnt11	100.0	5.9999999999999997e-33
CTL0474	CPn0588	100.0	0.11
CTL0475	CPn0765	95.0	0.096
CTL0476	CPn0585	88.89	0.017
CTL0477	CPn0444	100.0	1.4
CTL0477	CPn0188	76.19	1.4
CTL0477	CPn0164	90.0	1.4
CTL0477	CPn0094	100.0	1.4
CTL0477	CPn0033	100.0	1.4
CTL0477A	CPn0134	100.0	0.32
CTL0478	CPn0848	85.71	0.037000000000000005
CTL0479	CPn1060	95.24	0.35
CTL0480	CPn0791	95.0	0.15
CTL0480	CPn0144	95.0	0.15
CTL0481	CPn0785	90.91	0.16
CTL0482	CPn0289	70.0	2e-48
CTL0483	CPn0290	66.9	1.9999999999999995e-105
CTL0484	CPn0210	86.96	1.0
CTL0485	CPn0292	94.74	0.47
CTL0486	CPn0293	64.5	5.999999999999999e-65
CTL0487	CPn0294	66.14	1e-12
CTL0488	CPn0295	80.3	1e-48
CTL0489	CPn0397	100.0	0.67
CTL0490	CPn0297	65.76	2e-34
CTL0491	CPn0298	70.74	9.999999999999997e-132
CTL0492	CPn0299	82.42	5e-20
CTL0493	CPn0300	68.4	0.0
CTL0494	CPn0301	70.81	2e-36
CTL0495	CPn0302	70.2	9.999999999999998e-121
CTL0496	CPn0612	95.24	0.08900000000000001
CTL0497	CPn0304	71.88	6.999999999999999e-142
CTL0498	CPn0305	73.69	9.999999999999998e-171
CTL0499	CPn0306	69.19	5.999999999999999e-144
CTL0500	CPn0307	70.84	0.0
CTL0500A	CPn0884	100.0	3.7
CTL0500A	CPn0794	86.36	3.7
CTL0500A	CPn0695	94.12	3.7
CTL0500A	CPn0463	89.47	3.7
CTL0500A	CPn0290	86.36	3.7
CTL0500A	CPn0081	94.12	3.7
CTL0501	CPn0309	70.48	7.999999999999998e-174
CTL0503	CPn0310	67.35	4.999999999999999e-173
CTL0504	CPn1027	100.0	0.73
CTL0504	CPn0580	83.33	0.73
CTL0504	CPn0287	100.0	0.73
CTL0505	CPn0399	66.67	9e-43
CTL0506	CPn0400	66.5	2e-08
CTL0507	CPn0993	100.0	0.33
CTL0508	CPn0394	63.81	1e-26
CTL0509	CPn0395	67.63	1.9999999999999995e-105
CTL0510	CPn0396	65.74	1.9999999999999997e-47
CTL0511	CPn0397	65.84	2e-38
CTL0512	CPn0852	100.0	0.43
CTL0512	CPn0224	94.74	0.43
CTL0513	CPn0410	67.01	2e-45
CTL0514	CPn0490	100.0	0.2
CTL0515	CPn0530	100.0	0.52
CTL0515	CPn0363	94.74	0.52
CTL0515	CPn0345	90.48	0.52
