Query	Subject	% Similarity	E Value
TC_RS00395	CTL0071	82.58	1.9999999999999993e-156
TC_RS00400	CTL0072	83.91	0.0
TC_RS00405	CTL0073	78.99	0.0
TC_RS00410	CTL0074	86.03	0.0
TC_RS00415	CTL0075	87.91	0.0
TC_RS00420	CTL0076	83.6	0.0
TC_RS00425	CTL_t12	100.0	1.9999999999999998e-32
TC_RS04745	CTL0739	94.44	0.48
TC_RS00430	CTL0077	85.65	0.0
TC_RS00435	CTL0078	86.47	0.0
TC_RS00440	CTL0079	83.3	0.0
TC_RS00445	CTL0080	76.42	0.0
TC_RS00450	CTL0081	80.34	0.0
TC_RS00455	CTL0082	82.31	0.0
TC_RS00460	CTL0083	82.09	0.0
TC_RS00465	CTL0084	78.83	0.0
TC_RS00470	CTL0085	76.58	5.999999999999999e-73
TC_RS00475	CTL0086	81.09	0.0
TC_RS00480	CTL0087	79.24	2.999999999999999e-129
TC_RS00485	CTL0088	79.62	0.0
TC_RS00490	CTL0089	78.93	0.0
TC_RS00495	CTL0090	78.01	0.0
TC_RS00500	CTL0091	83.41	0.0
TC_RS00505	CTL0092	83.76	0.0
TC_RS00510	CTL0093	71.24	2.999999999999999e-66
TC_RS00515	CTL0094	75.41	1.9999999999999996e-106
TC_RS00520	CTL0095	81.84	0.0
TC_RS00525	CTL0096	81.31	0.0
TC_RS00530	CTL0097	78.45	4.9999999999999984e-179
TC_RS00535	CTL0098	82.98	0.0
TC_RS00540	CTL0099	77.37	0.0
TC_RS00545	CTL0100	80.24	0.0
TC_RS00550	CTL0101	75.47	2.9999999999999997e-91
TC_RS00555	CTL0102	79.67	0.0
TC_RS00560	CTL0103	89.19	0.0
TC_RS00565	CTL0104	80.85	0.0
TC_RS00570	CTL0105	84.07	3.999999999999999e-140
TC_RS00575	CTL0106	80.45	2.999999999999999e-175
TC_RS00580	CTL0107	81.62	0.0
TC_RS00585	CTL0108	82.31	0.0
TC_RS00590	CTL_t13	100.0	1e-33
TC_RS00595	CTL0587	76.19	0.051
TC_RS00600	CTL_r02	98.39	0.0
TC_RS00600	CTL_r01	98.39	0.0
TC_RS00605	CTL_r03	97.84	0.0
TC_RS00605	CTL_r04	97.81	0.0
TC_RS00610	CTL_r06	97.39	3e-51
TC_RS00610	CTL_r05	97.39	3e-51
TC_RS00615	CTL0884	95.24	0.27
TC_RS00615	CTL0103	90.48	0.27
TC_RS00620	CTL0109	81.87	0.0
TC_RS00625	CTL0110	87.83	5.999999999999999e-123
TC_RS00630	CTL0111	82.27	0.0
TC_RS00635	CTL0112	85.71	1.9999999999999994e-124
TC_RS00640	CTL0113	75.66	0.0
TC_RS00645	CTL0114	78.81	0.0
TC_RS00650	CTL0115	82.31	0.0
TC_RS00655	CTL0116	80.1	0.0
TC_RS00660	CTL0117	81.79	0.0
TC_RS00665	CTL0118	81.79	0.0
TC_RS00670	CTL0587	76.19	0.059000000000000004
TC_RS00675	CTL_r02	98.39	0.0
TC_RS00675	CTL_r01	98.39	0.0
TC_RS00680	CTL_r03	97.81	0.0
TC_RS00680	CTL_r04	97.77	0.0
TC_RS00685	CTL_r06	97.39	3e-51
TC_RS00685	CTL_r05	97.39	3e-51
TC_RS00690	CTL0119	82.65	0.0
TC_RS00695	CTL0120	82.17	0.0
TC_RS00700	CTL0121	86.78	0.0
TC_RS00705	CTL0122	81.86	2e-57
TC_RS00710	CTL0123	81.65	0.0
TC_RS00715	CTL0124	75.52	0.0
TC_RS00720	CTL_t08	100.0	6e-32
TC_RS00725	CTL0125	80.87	0.0
TC_RS00730	CTL0126	77.03	0.0
TC_RS00735	CTL0127	80.33	0.0
TC_RS00740	CTL0128	80.92	0.0
TC_RS00745	CTL0129	84.23	0.0
TC_RS00750	CTL0130	80.02	0.0
TC_RS00755	CTL0131	78.28	0.0
TC_RS00760	CTL0132	77.62	2.9999999999999998e-90
TC_RS00765	CTL0133	74.35	4.9999999999999985e-148
TC_RS00770	CTL0134	86.79	9.999999999999998e-114
TC_RS00775	CTL0135	81.84	0.0
TC_RS00780	CTL0136	80.46	0.0
TC_RS00785	CTL0137	80.59	0.0
TC_RS00790	CTL0138	89.17	7.999999999999998e-135
TC_RS00795	CTL0139	87.91	0.0
TC_RS00800	CTL0140	90.73	0.0
TC_RS00805	CTL0141	84.6	0.0
TC_RS00810	CTL0142	78.67	0.0
TC_RS00815	CTL0143	78.56	0.0
TC_RS00820	CTL0144	84.91	0.0
TC_RS00825	CTL0145	83.95	0.0
TC_RS00830	CTL0146	75.99	0.0
TC_RS00835	CTL0147	80.73	0.0
TC_RS00840	CTL0148	77.4	1.9999999999999992e-159
TC_RS00845	CTL0149	78.54	2.999999999999999e-116
TC_RS00850	CTL0150	84.61	0.0
TC_RS00855	CTL0151	81.73	0.0
TC_RS00860	CTL0152	76.7	0.0
TC_RS00865	CTL0153	77.51	5.999999999999999e-73
TC_RS04750	CTL0153A	92.03	9e-53
TC_RS00870	CTL0154	93.48	2e-55
TC_RS00875	CTL0155	92.48	2.9999999999999993e-127
TC_RS00880	CTL0156	76.59	7.999999999999998e-105
TC_RS04755	CTL0157	70.07	3e-10
TC_RS00885	CTL0158	85.22	2.999999999999999e-161
TC_RS00890	CTL0159	81.15	0.0
TC_RS00895	CTL0160	83.44	0.0
TC_RS00900	CTL0162	81.29	0.0
TC_RS00905	CTL0163	78.81	4e-61
TC_RS00910	CTL0164	70.93	8.999999999999999e-60
TC_RS00915	CTL0165	79.92	0.0
TC_RS00920	CTL0166	81.28	2.9999999999999985e-168
TC_RS00925	CTL0167	81.82	0.0
TC_RS00930	CTL_t09	100.0	1.9999999999999998e-32
TC_RS04760	CTL0482	91.3	0.011000000000000001
TC_RS00935	CTL0168	88.35	0.0
TC_RS00940	CTL0169	79.81	2.999999999999999e-135
TC_RS00945	CTL0170	95.58	4.999999999999999e-156
TC_RS00950	CTL0171	95.12	4.9999999999999994e-110
TC_RS00955	CTL0172	89.86	0.0
TC_RS00960	CTL0173	75.0	1.9999999999999992e-159
TC_RS00965	CTL0712	86.96	0.5
TC_RS00970	CTL0174	81.72	0.0
TC_RS00975	CTL0175	78.8	0.0
TC_RS00980	CTL0176	83.23	0.0
TC_RS00985	CTL0177	85.32	0.0
TC_RS00990	CTL0178	79.13	1.9999999999999996e-99
TC_RS04765	CTL0181	93.89	2e-75
TC_RS00995	CTL0182	80.34	0.0
TC_RS01000	CTL0183	74.98	0.0
TC_RS01005	CTL0184	69.12	2e-25
TC_RS01010	CTL0185	83.95	7e-90
TC_RS01015	CTL0186	79.06	1.9999999999999995e-86
TC_RS01020	CTL0187	83.32	0.0
TC_RS01025	CTL0188	79.4	0.0
TC_RS01030	CTL0189	81.95	0.0
TC_RS01035	CTL0190	79.71	0.0
TC_RS01040	CTL0191	81.31	0.0
TC_RS01045	CTL0192	79.3	0.0
TC_RS01050	CTL0193	81.76	0.0
TC_RS01055	CTL0194	81.41	0.0
TC_RS01060	CTL0195	82.06	0.0
TC_RS01065	CTL0196	82.18	0.0
TC_RS01070	CTL0197	82.1	0.0
TC_RS01075	CTL0198	81.31	0.0
TC_RS04770	CTL0843	94.12	1.9
TC_RS04770	CTL0399	94.12	1.9
TC_RS04770	CTL0391	89.47	1.9
TC_RS04770	CTL0316	86.36	1.9
TC_RS01080	CTL0199	84.1	0.0
TC_RS01085	CTL0200	86.35	0.0
TC_RS04775	CTL0201	80.3	4.999999999999999e-178
TC_RS01090	CTL_t36	100.0	1e-33
TC_RS01095	CTL0202	78.1	9.999999999999997e-135
TC_RS01100	CTL0203	79.4	0.0
TC_RS01105	CTL0204	80.7	1.9999999999999995e-118
TC_RS01110	CTL0205	93.58	0.0
TC_RS01115	CTL0206	98.92	3.9999999999999995e-91
TC_RS01120	CTL0207	88.95	3.999999999999999e-138
TC_RS01125	CTL0208	86.1	0.0
TC_RS01130	CTL_t27	100.0	2e-39
TC_RS01135	CTL0209	80.68	0.0
TC_RS01140	CTL0210	82.02	0.0
TC_RS01145	CTL0211	84.98	0.0
TC_RS01150	CTL0212	77.98	0.0
TC_RS01155	CTL0213	85.19	0.0
TC_RS01160	CTL0214	83.19	0.0
TC_RS01165	CTL0215	96.28	2.999999999999999e-125
TC_RS01170	CTL0216	86.97	1.9999999999999995e-163
TC_RS01175	CTL0217	82.19	2e-58
TC_RS01180	CTL0218	80.85	0.0
TC_RS01185	CTL0219	78.5	9.999999999999998e-122
TC_RS01190	CTL0220	82.9	9.999999999999998e-147
TC_RS01195	CTL0221	82.71	3.999999999999999e-140
TC_RS01200	CTL0222	89.42	1.9999999999999997e-68
TC_RS01205	CTL0223	73.73	0.0
TC_RS01210	CTL0224	83.94	0.0
TC_RS01215	CTL0225	77.11	1.9999999999999997e-132
TC_RS01220	CTL0226	77.5	9.999999999999997e-135
TC_RS01225	CTL0227	77.96	0.0
TC_RS01230	CTL0228	82.86	0.0
TC_RS01235	CTL0231	84.24	0.0
TC_RS01240	CTL0232	83.87	1e-12
TC_RS01245	CTL0232	82.99	0.0
TC_RS01250	CTL0233	78.9	0.0
TC_RS01255	CTL0234	79.46	0.0
TC_RS01260	CTL0235	74.85	2.9999999999999993e-178
TC_RS01265	CTL0236	73.12	0.0
TC_RS01270	CTL0237	84.39	4.999999999999999e-164
TC_RS01275	CTL0238	69.91	7.999999999999998e-174
TC_RS01280	CTL_t15	98.78	2.9999999999999995e-36
TC_RS01285	CTL0238b	75.47	2e-41
TC_RS01290	CTL0243	80.86	0.0
TC_RS01295	CTL0244	79.09	0.0
TC_RS01300	CTL0245	82.11	0.0
TC_RS01305	CTL0246	67.33	2e-59
TC_RS01310	CTL0736	90.0	0.49
TC_RS01310	CTL0275	94.44	0.49
TC_RS01310	CTL0043	94.44	0.49
TC_RS01315	CTL0247	74.45	4e-19
TC_RS01320	CTL0841	100.0	0.85
TC_RS01320	CTL0587	90.48	0.85
TC_RS01320	CTL0264	87.5	0.85
TC_RS01320	CTL0246	100.0	0.85
TC_RS01325	CTL0248	73.4	0.0
TC_RS01330	CTL0249	71.29	0.0
TC_RS01335	CTL0250	72.54	0.0
TC_RS01340	CTL0251	75.72	0.0
TC_RS01345	CTL0252	68.93	6e-25
TC_RS01350	CTL0254	76.37	0.0
TC_RS01355	CTL0255	65.42	3.999999999999999e-64
TC_RS01360	CTL0256	84.25	8.999999999999998e-82
TC_RS01365	CTL0257	89.4	2.9999999999999995e-113
TC_RS01370	CTL0258	84.82	0.0
TC_RS01375	CTL0259	85.56	0.0
TC_RS01380	CTL0260	81.42	3.999999999999999e-131
TC_RS01385	CTL0261	76.91	1.9999999999999997e-112
TC_RS01390	CTL0262	81.18	0.0
TC_RS01395	CTL0263	80.79	0.0
TC_RS01400	CTL0264	84.71	1.9999999999999994e-130
TC_RS01405	CTL0265	80.05	0.0
TC_RS01410	CTL0266	81.38	0.0
TC_RS01415	CTL0267	84.28	0.0
TC_RS01420	CTL0268	84.58	0.0
TC_RS01425	CTL0269	78.72	0.0
TC_RS01430	CTL0270	80.23	0.0
TC_RS01435	CTL0271	79.42	0.0
TC_RS01440	CTL0272	83.4	0.0
TC_RS01445	CTL0273	73.4	5.999999999999999e-62
TC_RS04780	CTL0512	86.36	3.8
TC_RS04780	CTL0249	81.48	3.8
TC_RS04780	CTL0162	94.12	3.8
TC_RS01450	CTL0274	81.71	0.0
TC_RS01455	CTL0275	81.35	0.0
TC_RS01460	CTL0276	77.35	2.999999999999999e-163
TC_RS01465	CTL0277	89.57	1.9999999999999998e-123
TC_RS01470	CTL0278	82.5	0.0
TC_RS01475	CTL0279	80.3	0.0
TC_RS01480	CTL0280	84.66	0.0
TC_RS01485	CTL0281	91.43	5.999999999999998e-142
TC_RS01490	CTL0282	81.23	0.0
TC_RS01495	CTL0283	92.35	2.999999999999999e-153
TC_RS01500	CTL0284	84.25	0.0
TC_RS01505	CTL0285	82.2	9.999999999999997e-179
TC_RS01510	CTL0286	83.5	2.9999999999999992e-89
TC_RS01515	CTL0287	82.82	0.0
TC_RS01520	CTL0288	81.85	0.0
TC_RS01525	CTL0289	79.44	0.0
TC_RS01530	CTL0290	77.1	1.9999999999999995e-171
TC_RS01535	CTL0291	72.75	0.0
TC_RS01540	CTL_t06	100.0	1.9999999999999998e-32
TC_RS01545	CTL0293	83.29	9.999999999999998e-101
TC_RS01550	CTL0294	84.47	0.0
TC_RS01555	CTL0296	85.77	0.0
TC_RS01560	CTL0297	83.72	0.0
TC_RS01565	CTL0298	78.66	0.0
TC_RS01570	CTL0299	92.45	0.0
TC_RS01575	CTL0300	86.05	9.999999999999996e-160
TC_RS01580	CTL0301	83.73	0.0
TC_RS01585	CTL0302	77.66	3.999999999999999e-166
TC_RS01590	CTL0303	77.86	0.0
TC_RS01595	CTL0304	83.29	0.0
TC_RS01600	CTL0305	72.69	8.999999999999997e-122
TC_RS04785	CTL0306	76.36	4e-17
TC_RS01610	CTL0307	69.22	3.9999999999999995e-114
TC_RS01615	CTL0308	80.37	0.0
TC_RS01620	CTL0309	87.47	3.9999999999999984e-159
TC_RS01625	CTL0067	90.48	0.13
TC_RS01630	CTL0310	80.33	0.0
TC_RS01635	CTL0311	83.23	0.0
TC_RS01640	CTL0312	79.37	0.0
TC_RS01645	CTL0313	76.28	0.0
TC_RS01650	CTL0314	63.88	1e-49
TC_RS01655	CTL0315	80.0	3.999999999999999e-67
TC_RS01660	CTL_t26	100.0	4e-34
TC_RS01665	CTL0316	80.06	0.0
TC_RS01670	CTL0317	83.58	0.0
TC_RS01675	CTL0318	81.84	0.0
TC_RS01680	CTL0319	82.3	0.0
TC_RS01685	CTL0320	85.12	0.0
TC_RS01690	CTL0321	88.99	0.0
TC_RS01695	CTL0681	100.0	0.47
TC_RS01700	CTL0322	88.05	7.999999999999998e-174
TC_RS01705	CTL0547	90.48	0.2
TC_RS01705	CTL0015	87.5	0.2
TC_RS01710	CTL0323	80.73	0.0
TC_RS01715	CTL0324	85.13	0.0
TC_RS01720	CTL0325	81.59	0.0
TC_RS01725	CTL0326	82.25	0.0
TC_RS01730	CTL0327	78.53	0.0
TC_RS01735	CTL0328	82.37	0.0
TC_RS01740	CTL0329	85.67	0.0
TC_RS01745	CTL0330	79.61	0.0
TC_RS01750	CTL0331	84.47	0.0
TC_RS01755	CTL0332	84.43	1.9999999999999992e-143
TC_RS01760	CTL0333	77.02	0.0
TC_RS01765	CTL0334	79.72	0.0
TC_RS01770	CTL0335	80.71	2.999999999999999e-103
TC_RS01775	CTL0336	80.2	4.999999999999999e-73
TC_RS04790	CTL0598	88.0	0.068
TC_RS01780	CTL0338	76.48	0.0
TC_RS01785	CTL0338A	81.02	4.9999999999999994e-126
TC_RS01790	CTL0339	76.89	0.0
TC_RS01795	CTL0340	79.04	0.0
TC_RS01800	CTL0341	91.85	1.9999999999999997e-109
TC_RS01805	CTL0342	78.16	0.0
TC_RS01810	CTL0343	80.05	2.999999999999999e-110
TC_RS01815	CTL0344	75.28	0.0
TC_RS01820	CTL0345	87.49	0.0
TC_RS01825	CTL0346	86.8	0.0
TC_RS01830	CTL0347	82.37	0.0
TC_RS01835	CTL0348	76.34	0.0
TC_RS01840	CTL0349	84.94	0.0
TC_RS01845	CTL0350	87.63	4.999999999999998e-131
TC_RS01850	CTL0351	81.03	0.0
TC_RS01855	CTL0352	90.65	0.0
TC_RS01860	CTL0353	88.32	0.0
TC_RS01865	CTL0354	81.39	0.0
TC_RS01870	CTL0355	77.84	6.999999999999998e-79
TC_RS01875	CTL0356	75.28	2e-85
TC_RS01880	CTL0357	81.17	5.999999999999998e-125
TC_RS01885	CTL0358	82.52	0.0
TC_RS01890	CTL0359	83.61	0.0
TC_RS04795	CTL0360	69.46	5.9999999999999995e-90
TC_RS01900	CTL0361	80.61	0.0
TC_RS01905	CTL0362	76.53	0.0
TC_RS01910	CTL0363	78.12	1.9999999999999995e-177
TC_RS01915	CTL0364	79.04	0.0
TC_RS01920	CTL0365	89.11	0.0
TC_RS01925	CTL0366	94.17	4.999999999999999e-136
TC_RS01930	CTL0367	79.58	0.0
TC_RS01935	CTL0368	83.91	0.0
TC_RS01940	CTL0369	74.43	0.0
TC_RS01945	CTL0700	90.48	0.28
TC_RS01945	CTL0671	100.0	0.28
TC_RS01950	CTL0245	100.0	0.32
TC_RS01955	CTL0372	72.97	3e-25
TC_RS01960	CTL0891	100.0	1.3
TC_RS01960	CTL0852	100.0	1.3
TC_RS01960	CTL0446	100.0	1.3
TC_RS01960	CTL0272	100.0	1.3
TC_RS01965	CTL0374	69.31	2e-50
TC_RS01970	CTL0572	100.0	1.6
TC_RS01975	CTL0376	85.88	0.0
TC_RS01980	CTL0377	86.38	0.0
TC_RS01985	CTL0378	84.07	1.9999999999999995e-151
TC_RS01990	CTL0379	83.39	0.0
TC_RS01995	CTL0380	94.04	0.0
TC_RS02000	CTL0381	88.92	9.999999999999997e-145
TC_RS02005	CTL0382	72.57	9.999999999999997e-132
TC_RS02010	CTL0383	79.97	9.999999999999997e-174
TC_RS02015	CTL0384	83.1	0.0
TC_RS02020	CTL0385	78.47	2.999999999999999e-162
TC_RS02025	CTL0386	79.12	0.0
TC_RS02030	CTL0387	79.58	0.0
TC_RS02035	CTL0388	78.45	0.0
TC_RS02040	CTL0389	72.02	1.9999999999999998e-54
TC_RS02045	CTL0390	70.59	2.999999999999999e-140
TC_RS02050	CTL0391	81.11	0.0
TC_RS02055	CTL0392	73.38	4.999999999999999e-142
TC_RS02060	CTL0393	77.49	0.0
TC_RS02065	CTL0394	74.02	0.0
TC_RS02070	CTL0395	75.69	7.999999999999998e-138
TC_RS02075	CTL0396	80.14	9.999999999999998e-114
TC_RS02080	CTL_t32	100.0	4.9999999999999996e-33
TC_RS02085	CTL_t35	100.0	2e-38
TC_RS02090	CTL0397	75.29	2.9999999999999993e-169
TC_RS02095	CTL0398	73.49	3.9999999999999984e-143
TC_RS02100	CTL0399	72.0	6.999999999999998e-127
TC_RS02105	CTL0400	77.78	0.0
TC_RS02110	CTL0401	77.89	0.0
TC_RS02115	CTL0402	67.79	0.0
TC_RS02120	CTL0403	79.68	0.0
TC_RS02125	CTL0404	75.87	0.0
TC_RS02130	CTL0183	95.0	0.040999999999999995
TC_RS02135	CTL0405	95.6	2e-69
TC_RS02140	CTL0406	80.62	0.0
TC_RS02145	CTL0407	78.99	5.999999999999998e-165
TC_RS02150	CTL0408	71.94	0.0
TC_RS02155	CTL0825	90.91	2.5
TC_RS02155	CTL0646	94.44	2.5
TC_RS02155	CTL0633	94.44	2.5
TC_RS02155	CTL0480	94.44	2.5
TC_RS02155	CTL0451	90.0	2.5
TC_RS02160	CTL0893	95.0	0.29
TC_RS02160	CTL0124	95.0	0.29
TC_RS02165	CTL0633	91.3	0.9
TC_RS02165	CTL0374	100.0	0.9
TC_RS02170	CTL0233	100.0	0.069
TC_RS02175	CTL0557	94.74	0.86
TC_RS02175	CTL0198	90.48	0.86
TC_RS02180	CTL0649	86.67	0.051
TC_RS02180	CTL0057	92.0	0.051
TC_RS02185	CTL0421	76.68	5.999999999999999e-52
TC_RS02190	CTL0421	80.22	4e-16
TC_RS02195	CTL0051	100.0	0.024
TC_RS02200	CTL0716	91.3	0.08800000000000001
TC_RS02205	CTL0582	86.67	0.09699999999999999
TC_RS02210	CTL0706	88.0	0.82
TC_RS02210	CTL0605	94.74	0.82
TC_RS02210	CTL0482	80.65	0.82
TC_RS02210	CTL0057	90.48	0.82
TC_RS02210	CTL0006	94.74	0.82
TC_RS02215	CTL0493	94.74	0.27
TC_RS04800	CTL0568	100.0	0.26
TC_RS02225	CTL0427	75.2	0.0
TC_RS02230	CTL0789	100.0	0.83
TC_RS02230	CTL0004	100.0	0.83
TC_RS02235	CTL0428	78.43	1e-94
TC_RS02240	CTL0429	81.61	0.0
TC_RS02245	CTL0430	76.79	0.0
TC_RS02250	CTL0431	71.66	6.999999999999999e-88
TC_RS02255	CTL0432	74.93	6.999999999999999e-126
TC_RS02260	CTL_t14	100.0	1e-33
TC_RS02265	CTL_t02	98.63	1.9999999999999997e-31
TC_RS02270	CTL0433	78.31	9.999999999999997e-169
TC_RS02275	CTL0434	82.59	0.0
TC_RS02280	CTL0435	79.38	0.0
TC_RS02285	CTL0436	79.77	2.999999999999999e-109
TC_RS02290	CTL0437	83.15	0.0
TC_RS02295	CTL0438	81.84	0.0
TC_RS02300	CTL0439	77.18	0.0
TC_RS02305	CTL0440	78.66	2.999999999999999e-143
TC_RS02310	CTL0441	84.29	0.0
TC_RS02315	CTL0442	81.62	0.0
TC_RS02320	CTL0443	87.14	2.999999999999999e-121
TC_RS02325	CTL0444	64.98	2e-26
TC_RS02330	CTL0445	81.88	0.0
TC_RS02335	CTL0446	83.71	0.0
TC_RS02340	CTL0447	74.86	0.0
TC_RS02345	CTL0131	92.0	0.022000000000000002
TC_RS02350	CTL0449	83.6	0.0
TC_RS02355	CTL0450	78.54	0.0
TC_RS02360	CTL0451	82.17	0.0
TC_RS02365	CTL0452	81.64	0.0
TC_RS02370	CTL0453	79.28	0.0
TC_RS02375	CTL0454	79.03	0.0
TC_RS02380	CTL0455	86.67	0.0
TC_RS02385	CTL0456	84.53	0.0
TC_RS02390	CTL0457	79.52	0.0
TC_RS02395	CTL0458	78.16	0.0
TC_RS02400	CTL0459	80.95	0.0
TC_RS02405	CTL_t22	100.0	1e-33
TC_RS02410	CTL_t23	100.0	4.9999999999999996e-33
TC_RS02415	CTL0460	77.2	0.0
TC_RS02420	CTL0461	80.11	0.0
TC_RS02425	CTL0462	74.29	0.0
TC_RS02430	CTL0463	79.41	8.999999999999998e-143
TC_RS02435	CTL0464	80.98	5.999999999999998e-118
TC_RS02440	CTL0465	78.09	5.999999999999998e-165
TC_RS02445	CTL0466	72.36	0.0
TC_RS02450	CTL0456	100.0	0.13
TC_RS02450	CTL0393	100.0	0.13
TC_RS02455	CTL0467	86.0	0.0
TC_RS02460	CTL0468	83.58	0.0
TC_RS02465	CTL0469	82.83	0.0
TC_RS02470	CTL0526	95.24	0.16
TC_RS02475	CTL0470	79.81	0.0
TC_RS02480	CTL0471	77.56	0.0
TC_RS02485	CTL0472	79.79	9.999999999999997e-148
TC_RS02490	CTL0473	84.84	0.0
TC_RS02495	CTL_t07	98.65	6e-32
TC_RS02500	CTL_t37	100.0	4.9999999999999996e-33
TC_RS02510	CTL0476	71.04	2e-19
TC_RS02515	CTL0872	91.67	0.013000000000000001
TC_RS02520	CTL0827	100.0	1.7
TC_RS02520	CTL0654	94.12	1.7
TC_RS02520	CTL0331	89.47	1.7
TC_RS02520	CTL0113	83.33	1.7
TC_RS02525	CTL0478	85.92	2e-17
TC_RS02530	CTL0868	100.0	0.3
TC_RS02535	CTL0480	67.8	4e-40
TC_RS02540	CTL0791	100.0	1.4
TC_RS02540	CTL0633	94.44	1.4
TC_RS02540	CTL0609	94.44	1.4
TC_RS02540	CTL0004	94.44	1.4
TC_RS02545	CTL0482	76.89	0.0
TC_RS02550	CTL0483	81.25	0.0
TC_RS04805	CTL0484	77.27	8e-65
TC_RS02560	CTL0485	77.18	2e-74
TC_RS02565	CTL0486	80.21	0.0
TC_RS02570	CTL0487	85.02	3.9999999999999995e-133
TC_RS02575	CTL0488	91.88	8.999999999999999e-94
TC_RS02580	CTL0489	82.33	0.0
TC_RS02585	CTL0490	80.47	0.0
TC_RS02590	CTL0491	83.43	0.0
TC_RS02595	CTL0492	79.8	1.9999999999999997e-152
TC_RS02600	CTL0493	82.51	0.0
TC_RS02605	CTL0494	84.67	2.9999999999999987e-167
TC_RS02610	CTL0495	82.63	0.0
TC_RS02615	CTL0496	74.65	0.0
TC_RS02620	CTL0497	84.07	0.0
TC_RS02625	CTL0498	85.51	0.0
TC_RS02630	CTL0499	80.14	0.0
TC_RS02635	CTL0500	84.42	0.0
TC_RS02640	CTL0500A	69.51	2e-27
TC_RS02645	CTL0501	82.85	0.0
TC_RS02650	CTL0503	82.06	0.0
TC_RS02655	CTL0504	79.78	0.0
TC_RS02660	CTL0505	85.45	0.0
TC_RS02665	CTL0506	75.58	5.999999999999998e-153
