Query	Best Match(es)
CT_055	{'CPn0377': 73.67}
CT_297	{'CPn0054': 66.29}
CT_600	{'CPn0781': 72.89}
CPn0775	{'CT_606': 66.08}
CPn0511	{'CT_424': 73.39}
CPn0689	{'CT_687': 65.01}
CPn0699	{'CT_677': 69.57}
CT_313	{'CPn0083': 72.96}
CT_314	{'CPn0082': 78.44}
CT_605	{'CPn0776': 71.43}
CPn0295	{'CT_236': 80.3}
CPn0496	{'CT_391': 67.61}
CPnt11	{'CT_t10': 100.0}
CT_310	{'CPn0086': 70.54}
CPn0504	{'CT_397': 71.0}
CT_287	{'CPn0438': 66.27}
CT_434	{'CPn0547': 70.1}
CPn0844	{'CT_703': 69.06}
CT_112	{'CPn0136': 67.55}
CPn0234	{'CT_181': 73.71}
CT_185	{'CPn0238': 72.07}
CT_t10	{'CPnt11': 100.0}
CPn0347	{'CT_069': 64.92}
CPn0570	{'CT_454': 70.69}
CPn0246	{'CT_126': 73.91}
CPn0423	{'CT_274': 76.07}
CT_275	{'CPn0424': 75.13}
CPn0910	{'CT_766': 66.36}
CT_734	{'CPn0875': 74.38}
CPn0424	{'CT_275': 75.13}
CT_834	{'CPn0991': 84.1}
CPnt15	{'CT_t15': 97.62}
CT_480	{'CPn0599': 70.53}
CPn0947	{'CT_797': 70.8}
CPn0610	{'CT_491': 75.62}
CT_519	{'CPn0638': 72.65}
CPn0816	{'CT_571': 70.7}
CPn0640	{'CT_521': 83.17}
CPn0874	{'CT_733': 64.98}
CPn0863	{'CT_722': 73.04}
CT_189	{'CPn0274': 73.98}
CT_329	{'CPn1062': 71.96}
CT_484	{'CPn0602': 68.62}
CPn0033	{'CT_340': 71.4}
CPn1013	{'CT_855': 71.13}
CT_013	{'CPn0102': 69.06}
CPn0835	{'CT_555': 66.54}
CT_559	{'CPn0828': 76.49}
CPn0702	{'CT_674': 73.14}
CT_t36	{'CPnt36': 100.0}
CPnr02	{'CT_r05': 93.18}
CPn0550	{'CT_437': 79.09}
CT_066	{'CPn0350': 74.25}
CT_454	{'CPn0570': 70.69}
CPn0038	{'CT_336': 71.24}
CT_421.2	{'CPn0508': 76.67}
CPn0137	{'CT_108': 65.57}
CT_735	{'CPn0876': 65.71}
CT_450	{'CPn0566': 69.09}
CT_009	{'CPn1069': 71.18}
CT_231	{'CPn0290': 66.92}
CT_828	{'CPn0985': 75.43}
CPn0845	{'CT_704': 70.13}
CPn0575	{'CT_458': 72.71}
CPn0630	{'CT_511': 75.89}
CPn0293	{'CT_234': 64.57}
CPn1028	{'CT_376': 74.1}
CPn0397	{'CT_259': 65.98}
CT_555	{'CPn0835': 66.54}
CPn0428	{'CT_279': 68.22}
CPn0658	{'CT_538': 76.29}
CT_815	{'CPn0967': 71.99}
CPn0983	{'CT_826': 69.48}
CPn0974	{'CT_822': 72.34}
CT_281	{'CPn0430': 71.61}
CPn0115	{'CT_025': 67.89}
CPn0031	{'CT_342': 82.39}
CPn0577	{'CT_460': 72.73}
CT_638	{'CPn0739': 71.36}
CPn0872	{'CT_731': 66.78}
CPn0708	{'CT_668': 68.85}
CT_176	{'CPn0227': 71.75}
CPn0612	{'CT_493': 68.99}
CT_023	{'CPn0113': 73.41}
CT_t30	{'CPnt23': 100.0}
CPn1031	{'CT_374': 69.24}
CPn0895	{'CT_752': 78.32}
CT_562	{'CPn0825': 76.87}
CPn0948	{'CT_798': 74.06}
CT_064	{'CPn0359': 76.12}
CPnt23	{'CT_t30': 100.0}
CPn0416	{'CT_267': 80.84}
CPn0800	{'CT_587': 69.29}
CPnt21	{'CT_t21': 97.59}
CT_012	{'CPn0101': 70.74}
CT_751	{'CPn0894': 72.67}
CT_t01	{'CPnt04': 100.0}
CPn0208	{'CT_205': 68.01}
CPn0058	{'CT_293': 73.9}
CPn0760	{'CT_611': 68.95}
CT_665	{'CPn0711': 71.94}
CPn0362	{'CT_061': 69.3}
CT_771	{'CPn0917': 73.72}
CT_090	{'CPn0323': 78.3}
CPn1059	{'CT_354': 68.83}
CPn1009	{'CT_851': 72.77}
CT_397	{'CPn0504': 71.0}
CT_301	{'CPn0095': 68.82}
CT_700	{'CPn0840': 64.8}
CPn0652	{'CT_533': 71.73}
CPn0962	{'CT_811': 68.07}
CPn0394	{'CT_256': 63.94}
CPn0074	{'CT_322': 83.21}
CPn0138	{'CT_210': 68.57}
CPn0744	{'CT_633': 66.59}
CPn0723	{'CT_653': 74.72}
CT_390	{'CPn0495': 67.13}
CPn0323	{'CT_090': 78.3}
CPn0101	{'CT_012': 70.74}
CT_803	{'CPn0953': 71.53}
CT_712	{'CPn0853': 71.97}
CT_841	{'CPn0998': 73.34}
CPnt04	{'CT_t01': 100.0}
CPnt36	{'CT_t36': 100.0}
CT_515	{'CPn0634': 75.56}
CT_217	{'CPn0261': 69.14}
CT_306	{'CPn0090': 66.61}
CT_356	{'CPn1057': 67.07}
CT_594	{'CPn0787': 67.79}
CT_441	{'CPn0555': 71.14}
CT_425	{'CPn0512': 69.72}
CT_061	{'CPn0362': 69.3}
CT_347	{'CPn0024': 68.7}
CT_575	{'CPn0812': 66.59}
CT_722	{'CPn0863': 73.04}
CPn0206	{'CT_203': 70.56}
CPn0846	{'CT_705': 75.47}
CT_t19	{'CPnt19': 100.0}
CPn0502	{'CT_395': 74.12}
CPn1030	{'CT_375': 68.56}
CPn0594	{'CT_475': 66.42}
CT_500	{'CPn0619': 75.3}
CPn0906	{'CT_763': 70.61}
CPn0327	{'CT_086': 76.67}
CPnt07	{'CT_t05': 100.0}
CPn0802	{'CT_585': 72.52}
CPnt35	{'CT_t35': 100.0}
CPn0348	{'CT_068': 73.09}
CPn0861	{'CT_720': 65.58}
CT_532	{'CPn0651': 74.53}
CT_516	{'CPn0635': 77.35}
CT_257	{'CPn0395': 67.55}
CPn1015	{'CT_857': 72.9}
CT_016	{'CPn0105': 69.23}
CT_011	{'CPn0100': 66.26}
CT_247	{'CPn0306': 72.91}
CPn0110	{'CT_020': 66.33}
CPn0584	{'CT_467': 64.83}
CPnt16	{'CT_t16': 97.26}
CPn0625	{'CT_506': 78.77}
CT_752	{'CPn0895': 78.32}
CT_495	{'CPn0614': 66.09}
CPn0560	{'CT_445': 73.48}
CPn0290	{'CT_231': 66.92}
CT_796	{'CPn0946': 66.79}
CT_643	{'CPn0769': 69.57}
CPn0710	{'CT_666': 79.25}
CT_323	{'CPn0073': 78.83}
CT_200	{'CPn0200': 72.26}
CT_560	{'CPn0827': 65.95}
CPn0942	{'CT_794': 68.02}
CPn0626	{'CT_507': 75.46}
CPn0921	{'CT_775': 66.07}
CT_548	{'CPn0669': 72.43}
CPn0738	{'CT_639': 76.84}
CT_400	{'CPn0527': 73.81}
CPn0604	{'CT_486': 68.29}
CT_683	{'CPn0693': 72.91}
CT_782	{'CPn0932': 70.79}
CT_032	{'CPn0122': 69.94}
CT_265	{'CPn0414': 76.69}
CT_210	{'CPn0138': 68.57}
CT_007	{'CPn0441': 68.72}
CPn0429	{'CT_280': 73.49}
CPnt20	{'CT_t20': 98.81}
CT_413	{'CPn0540': 64.11}
CPn0430	{'CT_281': 71.61}
CT_194	{'CPn0286': 73.22}
CPn0876	{'CT_735': 65.71}
CPn0306	{'CT_247': 72.91}
CPn0188	{'CT_132': 69.37}
CPn0314	{'CT_099': 71.17}
CPn0952	{'CT_802': 79.12}
CT_t31	{'CPnt31': 98.61}
CT_542	{'CPn0662': 72.61}
CT_402	{'CPn0529': 75.0}
CPn0073	{'CT_323': 78.83}
CPn0318	{'CT_095': 72.92}
CPn0373	{'CT_057': 67.82}
CPn0387	{'CT_043': 80.95}
CPn0669	{'CT_548': 72.43}
CT_524	{'CPn0643': 80.9}
CPn0917	{'CT_771': 73.72}
CPn0096	{'CT_333': 65.2}
CT_182	{'CPn0235': 65.17}
CPn0004	{'CT_004': 69.93}
CPn0342	{'CT_073': 70.91}
CPn0145	{'CT_114': 70.17}
CPn0136	{'CT_112': 67.55}
CPn0915	{'CT_769': 72.22}
CT_479	{'CPn0598': 68.63}
CPn0598	{'CT_479': 68.63}
CT_421	{'CPn0506': 74.25}
CT_491	{'CPn0610': 75.62}
CPn0623	{'CT_504': 78.45}
CPns01	{'CT_s01': 82.51}
CT_114	{'CPn0145': 70.17}
CPn0351	{'CT_065': 74.59}
CT_r05	{'CPnr02': 93.18}
CPn0958	{'CT_807': 69.13}
CPn0094	{'CT_302': 70.06}
CPn0698	{'CT_678': 71.4}
CT_291	{'CPn0060': 70.28}
CPn0970	{'CT_817': 64.74}
CT_623	{'CPn0729': 66.87}
CPn0858	{'CT_717': 68.43}
CPn0544	{'CT_418': 70.06}
CPn0711	{'CT_665': 71.94}
CPn0853	{'CT_712': 71.97}
CT_401	{'CPn0528': 72.52}
CPn0883	{'CT_740': 72.2}
CPn0549	{'CT_436': 83.33}
CT_599	{'CPn0782': 68.85}
CT_826	{'CPn0983': 69.48}
CPn0953	{'CT_803': 71.53}
CPn0646	{'CT_527': 71.09}
CT_714	{'CPn0855': 68.74}
CT_407	{'CPn0534': 80.16}
CPn0437	{'CT_286': 75.71}
CPn0039	{'CT_335': 70.96}
CPn0219	{'CT_193': 69.18}
CT_746	{'CPn0889': 66.39}
CT_505	{'CPn0624': 71.92}
CT_460	{'CPn0577': 72.73}
CPn0645	{'CT_526': 69.85}
CPn0694	{'CT_682': 68.43}
CPn0533	{'CT_406': 76.69}
CPn0098	{'CT_010': 65.69}
CPn0716	{'CT_660': 70.48}
CT_294	{'CPn0057': 70.05}
CT_743	{'CPn0886': 80.46}
CT_790	{'CPn0939': 76.96}
CPn0807	{'CT_580': 64.65}
CT_603	{'CPn0778': 65.98}
CT_606	{'CPn0775': 66.08}
CT_250	{'CPn0309': 70.71}
CPn0741	{'CT_636': 67.79}
CT_590	{'CPn0791': 65.41}
CT_540	{'CPn0660': 71.52}
CT_307	{'CPn0089': 76.61}
CPn0655	{'CT_536': 69.25}
CPn0091	{'CT_305': 64.3}
CPn0672	{'CT_551': 66.92}
CPnt09	{'CT_t04': 97.59}
CT_847	{'CPn1004': 67.88}
CPn0779	{'CT_602': 67.36}
CT_422	{'CPn0509': 70.98}
CT_733	{'CPn0874': 64.98}
CT_295	{'CPn0056': 63.9}
CT_426	{'CPn0513': 66.13}
CPn0642	{'CT_523': 72.62}
CT_216	{'CPn0282': 71.8}
CPn0519	{'CT_430': 71.31}
CT_317	{'CPn0079': 74.85}
CPn0918	{'CT_772': 72.92}
CPn0310	{'CT_251': 67.29}
CT_625	{'CPn0732': 68.29}
CPn0413	{'CT_264': 68.3}
CT_446	{'CPn0561': 71.78}
CPnr03	{'CT_r03': 91.3, 'CT_r06': 91.3}
CT_509	{'CPn0628': 79.67}
CPnt06	{'CT_t07': 95.95}
CT_726	{'CPn0867': 70.12}
CT_582	{'CPn0805': 73.79}
CT_261	{'CPn0410': 67.01}
CT_387	{'CPn0490': 67.15}
CPn0571	{'CT_455': 67.52}
CT_040	{'CPn0390': 72.78}
CT_248	{'CPn0307': 70.84}
CT_r04	{'CPnr01': 93.75}
CPn0880	{'CT_739': 74.89}
CPn0501	{'CT_394': 66.48}
CPn0305	{'CT_246': 73.69}
CPn0773	{'CT_607': 72.52}
CT_822	{'CPn0974': 72.34}
CT_091	{'CPn0322': 74.33}
CT_781	{'CPn0931': 72.73}
CT_234	{'CPn0293': 64.57}
CPn0123	{'CT_033': 68.65}
CT_019	{'CPn0109': 71.02}
CPn0841	{'CT_701': 75.95}
CT_682	{'CPn0694': 68.43}
CT_399	{'CPn0526': 66.22}
CPn0886	{'CT_743': 80.46}
CT_525	{'CPn0644': 74.94}
CT_708	{'CPn0849': 74.66}
CPn1062	{'CT_329': 71.96}
CT_664	{'CPn0712': 69.97}
CPn0801	{'CT_586': 72.96}
CPn0360	{'CT_063': 66.43}
CT_709	{'CPn0850': 79.98}
CPn0973	{'CT_821': 68.71}
CPn0985	{'CT_828': 75.43}
CPn0500	{'CT_393': 67.12}
CPn0793	{'CT_588': 66.7}
CT_236	{'CPn0295': 80.3}
CPn0335	{'CT_078': 68.88}
CT_424	{'CPn0511': 73.39}
CPn0867	{'CT_726': 70.12}
CPn0632	{'CT_513': 71.24}
CT_848	{'CPn1005': 72.31}
CT_029	{'CPn0119': 68.69}
CT_576	{'CPn0811': 73.57}
CPn0827	{'CT_560': 65.95}
CT_305	{'CPn0091': 64.3}
CT_042	{'CPn0388': 67.5}
CT_110	{'CPn0134': 80.92}
CT_512	{'CPn0631': 76.45}
CPn0899	{'CT_756': 66.22}
CPn0338	{'CT_075': 74.41}
CPnr01	{'CT_r01': 93.75, 'CT_r04': 93.75}
CPn0684	{'CT_688': 71.54}
CPn0965	{'CT_411': 64.84}
CPn0949	{'CT_799': 74.19}
CT_660	{'CPn0716': 70.48}
CPn0696	{'CT_680': 68.3}
CPn0613	{'CT_494': 66.13}
CPn0317	{'CT_096': 72.17}
CT_335	{'CPn0039': 70.96}
CPn0374	{'CT_056': 68.1}
CT_322	{'CPn0074': 83.21}
CT_805	{'CPn0956': 66.51}
CPn0322	{'CT_091': 74.33}
CT_t37	{'CPnt37': 96.34}
CPn0790	{'CT_591': 70.52}
CT_279	{'CPn0428': 68.22}
CT_t29	{'CPnt24': 100.0}
CT_138	{'CPn0269': 65.75}
CPn0959	{'CT_808': 75.1}
CT_558	{'CPn0832': 68.76}
CPnt08	{'CT_t06': 98.63}
CPn0692	{'CT_684': 73.08}
CT_286	{'CPn0437': 75.71}
CT_738	{'CPn0879': 69.51}
CPn0856	{'CT_715': 67.52}
CT_570	{'CPn0817': 67.07}
CPn0349	{'CT_067': 70.57}
CT_794	{'CPn0942': 68.02}
CT_535	{'CPn0654': 72.73}
CT_855	{'CPn1013': 71.13}
CT_132	{'CPn0188': 69.37}
CT_246	{'CPn0305': 73.69}
CPn0275	{'CT_190': 74.1}
CPn0379	{'CT_053': 74.27}
CT_415	{'CPn0541': 71.7}
CT_238	{'CPn0297': 65.76}
CT_181	{'CPn0234': 73.71}
CT_t25	{'CPnt28': 98.63}
CT_572	{'CPn0815': 67.47}
CPn0112	{'CT_022': 83.33}
CPn0135	{'CT_111': 76.47}
CPn0282	{'CT_216': 71.8}
CPn0525	{'CT_398': 77.68}
CPn0789	{'CT_592': 73.18}
CPn0615	{'CT_496': 66.93}
CPn0726	{'CT_620': 63.74}
CT_s01	{'CPns01': 82.51}
CPn0488	{'CT_385': 68.62}
CPn0385	{'CT_045': 70.15}
CPn0247	{'CT_125': 72.93}
CT_t04	{'CPnt09': 97.59}
CT_113	{'CPn0144': 74.81}
CT_551	{'CPn0672': 66.92}
CT_772	{'CPn0918': 72.92}
CT_498	{'CPn0617': 70.27}
CT_099	{'CPn0314': 71.17}
CPn0606	{'CT_488': 65.31}
CPn0489	{'CT_386': 72.55}
CPn0778	{'CT_603': 65.98}
CPn0636	{'CT_517': 73.0}
CPn0968	{'CT_816': 65.18}
CT_230	{'CPn0289': 70.51}
CT_278	{'CPn0427': 69.69}
CPn0194	{'CT_197': 66.37}
CPnt05	{'CT_t08': 100.0}
CPn1066	{'CT_352': 78.5}
CT_563	{'CPn0824': 76.84}
CT_447	{'CPn0563': 64.58}
CPn0316	{'CT_097': 78.85}
CT_t06	{'CPnt08': 98.63}
CT_748	{'CPn0891': 72.26}
CPn0756	{'CT_615': 80.1}
CPn0113	{'CT_023': 73.41}
CT_221	{'CPn0263': 72.01}
CPn0148	{'CT_145': 73.26}
CT_t16	{'CPnt16': 97.26}
CPn0388	{'CT_042': 67.5}
CT_393	{'CPn0500': 67.12}
CT_517	{'CPn0636': 73.0}
CT_632	{'CPn0746': 69.75}
CT_059	{'CPn0364': 73.65}
CPn0818	{'CT_569': 73.93}
CPn0192	{'CT_129': 71.03}
CT_395	{'CPn0502': 74.12}
CT_203	{'CPn0206': 70.56}
CPn0087	{'CT_309': 68.29}
CPn0946	{'CT_796': 66.79}
CT_459	{'CPn0575a': 71.03}
CT_t05	{'CPnt07': 100.0}
CPn0359	{'CT_064': 76.12}
CT_r03	{'CPnr03': 91.3}
CT_t18	{'CPnt18': 97.3}
CT_298	{'CPn0053': 69.65}
CT_320	{'CPn0076': 79.93}
CPn0679	{'CT_693': 67.92}
CPn0631	{'CT_512': 76.45}
CPn0912	{'CT_768': 68.69}
CT_334	{'CPn0040': 69.35}
CT_111	{'CPn0135': 76.47}
CPn1033	{'CT_372': 64.87}
CPn0114	{'CT_024': 69.14}
CT_824	{'CPn0981': 67.87}
CT_492	{'CPn0611': 66.67}
CPn0651	{'CT_532': 74.53}
CPn0269	{'CT_138': 65.75}
CT_341	{'CPn0032': 75.42}
CT_t09	{'CPnt12': 97.3}
CT_801	{'CPn0951': 78.04}
CT_736	{'CPn0877': 69.28}
CT_410	{'CPn0966': 69.1}
CPn0390	{'CT_040': 72.78}
CPn0957	{'CT_806': 67.62}
CT_543	{'CPn0663': 67.19}
CT_418	{'CPn0544': 70.06}
CPn0627	{'CT_508': 80.85}
CT_727	{'CPn0868': 68.08}
CPn0924	{'CT_778': 67.19}
CT_541	{'CPn0661': 72.38}
CT_t12	{'CPnt02': 95.83}
CPn0709	{'CT_667': 71.36}
CPn0154	{'CT_208': 67.04}
CPn0425	{'CT_276': 74.65}
CPnt19	{'CT_t19': 100.0}
CT_094	{'CPn0319': 73.5}
CPn0082	{'CT_314': 78.44}
CT_655	{'CPn0721': 68.42}
CPn0995	{'CT_838': 65.42}
CT_476	{'CPn0595': 69.54}
CPn0826	{'CT_561': 65.84}
CPn0840	{'CT_700': 64.8}
CT_344	{'CPn0027': 74.25}
CPn0662	{'CT_542': 72.61}
CT_097	{'CPn0316': 78.85}
CPn1069	{'CT_009': 71.18}
CPn0967	{'CT_815': 71.99}
CT_289	{'CPn0062': 75.74}
CPn0520	{'CT_431': 77.31}
CPn0966	{'CT_410': 69.1}
CPn0665	{'CT_544': 72.74}
CPn0877	{'CT_736': 69.28}
CPn0377	{'CT_055': 73.67}
CT_309	{'CPn0087': 68.29}
CPn0849	{'CT_708': 74.58}
CT_839	{'CPn0996': 70.88}
CPn0715	{'CT_661': 69.48}
CPn0825	{'CT_562': 76.87}
CT_070	{'CPn0346': 69.1}
CPn0076	{'CT_320': 79.93}
CPn0236	{'CT_183': 67.2}
CT_833	{'CPn0990': 74.62}
CT_769	{'CPn0915': 72.22}
CPn0378	{'CT_054': 69.52}
CPn0850	{'CT_709': 79.98}
CPn1012	{'CT_854': 70.83}
CT_r06	{'CPnr03': 91.3}
CT_797	{'CPn0947': 70.8}
CPn0811	{'CT_576': 73.57}
CPn0739	{'CT_638': 71.36}
CT_626	{'CPn0733': 75.91}
CPn0079	{'CT_317': 74.85}
CPn0315	{'CT_098': 79.53}
CT_022	{'CPn0112': 83.33}
CPn0614	{'CT_495': 66.09}
CT_256	{'CPn0394': 63.94}
CT_253	{'CPn0399': 66.67}
CT_193	{'CPn0219': 69.18}
CT_391	{'CPn0496': 67.61}
CPn0250	{'CT_150': 85.44}
CPn0781	{'CT_600': 72.89}
CT_849	{'CPn1006': 79.95}
CT_775	{'CPn0921': 66.07}
CPn0730	{'CT_624': 66.28}
CPn0647	{'CT_528': 71.12}
CT_666	{'CPn0710': 79.25}
CPn1004	{'CT_847': 67.88}
CT_644	{'CPn0768': 68.65}
CT_068	{'CPn0348': 73.09}
CPn0053	{'CT_298': 69.65}
CPn0994	{'CT_837': 65.52}
CT_121	{'CPn0185': 69.23}
CPn0998	{'CT_841': 73.34}
CPn0086	{'CT_310': 70.54}
CT_467	{'CPn0584': 64.83}
CPn0721	{'CT_655': 68.42}
CT_806	{'CPn0957': 67.62}
CT_204	{'CPn0207': 71.72}
CPn0762	{'CT_650': 76.56}
CPn1014	{'CT_856': 73.16}
CPn1022	{'CT_863': 73.93}
CPn0540	{'CT_413': 64.11}
CPn0956	{'CT_805': 66.41}
CPn0661	{'CT_541': 72.38}
CPnt12	{'CT_t09': 97.3}
CPn0660	{'CT_540': 71.52}
CPn1058	{'CT_355': 68.81}
CT_763	{'CPn0906': 70.61}
CPnt03	{'CT_t11': 94.52}
CPn0346	{'CT_070': 69.1}
CT_283	{'CPn0434': 65.73}
CT_451	{'CPn0567': 66.67}
CPn0106	{'CT_015': 68.84}
CPn0089	{'CT_307': 76.61}
CT_466	{'CPn0583': 70.42}
CPn0395	{'CT_257': 67.55}
CT_354	{'CPn1059': 68.83}
CT_513	{'CPn0632': 71.24}
CPn0707	{'CT_669': 77.43}
CPn0392	{'CT_039': 73.82}
CT_489	{'CPn0607': 70.48}
CT_668	{'CPn0708': 68.85}
CPn0634	{'CT_515': 75.56}
CT_523	{'CPn0642': 72.62}
CT_749	{'CPn0892': 70.64}
CT_506	{'CPn0625': 78.77}
CT_125	{'CPn0247': 72.93}
CT_146	{'CPn0149': 65.08}
CPn0782	{'CT_599': 68.85}
CPn0720	{'CT_659': 73.48}
CT_445	{'CPn0560': 73.48}
CT_063	{'CPn0360': 66.43}
CT_025	{'CPn0115': 67.89}
CT_564	{'CPn0823': 68.78}
CPn1005	{'CT_848': 72.31}
CPn0695	{'CT_681': 69.28}
CPn1017	{'CT_859': 68.47}
CT_557	{'CPn0833': 69.1}
CPn0575a	{'CT_459': 71.03}
CT_452	{'CPn0568': 67.99}
CT_t34	{'CPnt34': 98.61}
CPn0804	{'CT_583': 69.92}
CT_060	{'CPn0363': 67.34}
CPn0607	{'CT_489': 70.48}
CT_475	{'CPn0594': 66.42}
CPn0878	{'CT_737': 71.4}
CPn0693	{'CT_683': 72.91}
CPn0868	{'CT_727': 68.08}
CPn0023	{'CT_348': 74.63}
CPn0032	{'CT_341': 75.42}
CPn0419	{'CT_270': 68.36}
CPn0202	{'CT_202': 66.33}
CPn0506	{'CT_421': 74.25}
CPn0764	{'CT_648': 70.45}
CPn0149	{'CT_146': 65.08}
CPn0475	{'CT_866': 67.82}
CPn0981	{'CT_824': 67.87}
CPnt17	{'CT_t17': 95.18}
CPn0893	{'CT_750': 69.72}
CPn0919	{'CT_773': 69.49}
CT_742	{'CPn0885': 64.26}
CPn0729	{'CT_623': 66.87}
CT_190	{'CPn0275': 74.1}
CT_429	{'CPn0518': 77.75}
CT_620	{'CPn0726': 63.74}
CT_732	{'CPn0873': 67.97}
CPnt25	{'CT_t28': 95.89}
CT_720	{'CPn0861': 65.58}
CT_667	{'CPn0709': 71.36}
CPn0847	{'CT_706': 78.31}
CT_592	{'CPn0789': 73.18}
CPn0119	{'CT_029': 68.69}
CT_t03	{'CPnt10': 100.0}
CT_t15	{'CPnt15': 97.62}
CT_692	{'CPn0680': 71.1}
CPn0410	{'CT_261': 67.01}
CT_636	{'CPn0741': 67.79}
CPn0635	{'CT_516': 77.35}
CT_267	{'CPn0416': 80.84}
CPn0972	{'CT_820': 64.29}
CPn0619	{'CT_500': 75.3}
CT_596	{'CPn0785': 72.53}
CPn0530	{'CT_403': 66.61}
CT_531	{'CPn0650': 69.28}
CT_458	{'CPn0575': 72.71}
CT_t21	{'CPnt21': 97.59}
CPn0573	{'CT_457': 73.6}
CPn0281	{'CT_215': 72.93}
CT_669	{'CPn0707': 77.43}
CPn1057	{'CT_356': 67.07}
CPn0088	{'CT_308': 73.16}
CT_778	{'CPn0924': 67.19}
CPn0905	{'CT_762': 64.95}
CPnt30	{'CT_t23': 94.59}
CPn0120	{'CT_030': 65.06}
CT_767	{'CPn0911': 70.3}
CT_332	{'CPn0097': 69.48}
CT_302	{'CPn0094': 70.06}
