Query	Best Match(es)
TC_RS04135	{'CPn0646': 70.9}
CPn0631	{'TC_RS04060': 76.65}
TC_RS00620	{'CPn0883': 72.59}
TC_RS03550	{'CPn0545': 76.95}
TC_RS02080	{'CPnt10': 100.0}
CPn0768	{'TC_RS00070': 69.54}
CPn0361	{'TC_RS01675': 69.03}
TC_RS00265	{'CPn0698': 69.96}
TC_RS02490	{'CPn0263': 73.83}
CPn0772	{'TC_RS04560': 66.94}
TC_RS00475	{'CPn0858': 67.52}
CPn0545	{'TC_RS03550': 76.95}
TC_RS02085	{'CPnt09': 97.59}
CPn0706	{'TC_RS00210': 76.13}
TC_RS00805	{'CPn0918': 73.08}
CPn0289	{'TC_RS02545': 69.4}
CPn0586	{'TC_RS03815': 70.34}
CPn0951	{'TC_RS00945': 77.74}
CPn0634	{'TC_RS04075': 75.56}
CPnt13	{'TC_RS01660': 98.67}
TC_RS01185	{'CPn1004': 69.0}
CPn0511	{'TC_RS03580': 70.97}
CPn0699	{'TC_RS00260': 71.24}
TC_RS03460	{'CPn0529': 77.32}
TC_RS00010	{'CPn0743': 68.11}
TC_RS01680	{'CPn0360': 66.45}
CPn1057	{'TC_RS03215': 66.71}
CPn0905	{'TC_RS00755': 64.24}
CPn0295	{'TC_RS02575': 79.33}
CPn0808	{'TC_RS04405': 66.74}
CPn0496	{'TC_RS03405': 69.32}
CPnt11	{'TC_RS02500': 100.0}
CPn0504	{'TC_RS03435': 69.28}
CPn0844	{'TC_RS00400': 68.12}
TC_RS04125	{'CPn0644': 75.29}
CPn0234	{'TC_RS02270': 73.63}
TC_RS02335	{'CPn0286': 73.67}
CPn0793	{'TC_RS04450': 67.85}
TC_RS01685	{'CPn0359': 75.65}
CPn0347	{'TC_RS01720': 64.33}
CPn0570	{'TC_RS03740': 69.98}
TC_RS00585	{'CPn0880': 74.51}
CPnt16	{'TC_RS03560': 97.26}
TC_RS01245	{'CPn1015': 70.18}
CPn0246	{'TC_RS02000': 72.84}
CPn0423	{'TC_RS02770': 74.34}
CPn0910	{'TC_RS00775': 67.29}
TC_RS03540	{'CPn0543': 67.8}
CPn0424	{'TC_RS02775': 75.5}
TC_RS04025	{'CPn0624': 72.66}
TC_RS00800	{'CPn0917': 73.5}
TC_RS01280	{'CPnt37': 97.56}
CPnt28	{'TC_RS00025': 98.63}
CPnt15	{'TC_RS03525': 97.7}
TC_RS03470	{'CPn0531': 70.44}
TC_RS04765	{'CPn0961': 75.0}
TC_RS03785	{'CPn0580': 68.35}
CPn0947	{'TC_RS00920': 71.0}
CPn0610	{'TC_RS03945': 76.41}
CPn0640	{'TC_RS04105': 81.97}
CPn0874	{'TC_RS00555': 66.64}
TC_RS02940	{'CPn0089': 76.53}
TC_RS01710	{'CPn0349': 66.71}
TC_RS01020	{'CPn0967': 72.05}
TC_RS01725	{'CPn0346': 68.0}
CPn0709	{'TC_RS00195': 68.37}
CPn0335	{'TC_RS01765': 68.97}
CPn0033	{'TC_RS03135': 70.1}
TC_RS01635	{'CPn0377': 70.53}
TC_RS03190	{'CPn0020': 67.72}
CPn0702	{'TC_RS00230': 73.39}
CPnr02	{'TC_RS00605': 93.83}
TC_RS04195	{'CPnt22': 96.43}
TC_RS00555	{'CPn0874': 66.64}
TC_RS04100	{'CPn0639': 73.06}
TC_RS04840	{'CPn0825': 76.51}
CPn0081	{'TC_RS02980': 78.43}
CPn0344	{'TC_RS01735': 73.35}
TC_RS04175	{'CPn0654': 75.08}
CPn0845	{'TC_RS00405': 66.97}
TC_RS03305	{'CPn1032': 79.48}
CPn0575	{'TC_RS03760': 72.64}
TC_RS02620	{'CPn0304': 70.97}
TC_RS00415	{'CPn0847': 78.14}
CPn0293	{'TC_RS02565': 65.09}
CPn1028	{'TC_RS03320': 72.48}
TC_RS01070	{'CPn0982': 68.66}
TC_RS00025	{'CPnt28': 98.63}
TC_RS02590	{'CPn0298': 70.44}
CPn0428	{'TC_RS02795': 69.59}
TC_RS02000	{'CPn0246': 72.84}
CPn0652	{'TC_RS04165': 68.95}
CPn0658	{'TC_RS04190': 77.47}
TC_RS01025	{'CPn0968': 64.22}
CPn0974	{'TC_RS01055': 72.67}
CPn0031	{'TC_RS03145': 82.49}
TC_RS03950	{'CPn0611': 66.5}
CPn0577	{'TC_RS03770': 72.93}
CPn0785	{'TC_RS04490': 70.81}
CPn0118	{'TC_RS01495': 76.5}
CPn0872	{'TC_RS00545': 66.95}
TC_RS00390	{'CPn0841': 74.57}
TC_RS04380	{'CPn0813': 66.93}
CPn0612	{'TC_RS03955': 69.41}
CPn1036	{'TC_RS03285': 71.03}
CPn0895	{'TC_RS00700': 77.31}
TC_RS02420	{'CPn0153': 70.2}
CPn1000	{'TC_RS01165': 80.0}
CPn0838	{'TC_RS00370': 67.04}
TC_RS01515	{'CPn0122': 69.96}
TC_RS00150	{'CPn0719': 71.93}
CPn0416	{'TC_RS02730': 80.84}
CPn0800	{'TC_RS04445': 71.25}
TC_RS03945	{'CPn0610': 76.41}
TC_RS02565	{'CPn0293': 65.09}
TC_RS02605	{'CPn0301': 68.98}
CPn0208	{'TC_RS02390': 68.0}
CPn0058	{'TC_RS02865': 74.81}
TC_RS04020	{'CPn0623': 77.54}
TC_RS03135	{'CPn0033': 70.1}
CPn0362	{'TC_RS01670': 68.14}
TC_RS02975	{'CPn0082': 79.15}
TC_RS04440	{'CPn0801': 72.49}
TC_RS03955	{'CPn0612': 69.41}
TC_RS00400	{'CPn0844': 68.12}
TC_RS04165	{'CPn0652': 68.95}
TC_RS02795	{'CPn0428': 69.59}
TC_RS04110	{'CPn0641': 78.1}
TC_RS01250	{'CPn1016': 68.05}
TC_RS03440	{'CPn0525': 76.82}
CPn0394	{'TC_RS02675': 66.05}
TC_RS02970	{'CPn0083': 74.31}
TC_RS02135	{'CPn0250': 88.61}
CPn0138	{'TC_RS02425': 66.95}
TC_RS01465	{'CPn0112': 82.48}
CPn0723	{'TC_RS00120': 73.6}
CPn0323	{'TC_RS01820': 79.18}
CPn0101	{'TC_RS01415': 68.92}
CPn1032	{'TC_RS03305': 79.48}
CPn0327	{'TC_RS01800': 76.01}
CPn0848	{'TC_RS00420': 69.01}
CPnt04	{'TC_RS01540': 100.0}
CPnt36	{'TC_RS01130': 100.0}
TC_RS04265	{'CPn0672': 66.31}
TC_RS02800	{'CPn0429': 74.03}
TC_RS00955	{'CPn0953': 72.57}
TC_RS04045	{'CPn0628': 80.76}
TC_RS00385	{'CPn0840': 65.0}
CPn0846	{'TC_RS00410': 74.49}
TC_RS04040	{'CPn0627': 80.35}
TC_RS01570	{'CPn0387': 81.51}
TC_RS02310	{'CPn0274': 73.76}
CPn1030	{'TC_RS03315': 68.98}
CPn0594	{'TC_RS03865': 66.54}
TC_RS00755	{'CPn0905': 64.24}
CPnt07	{'TC_RS02260': 100.0}
CPn0802	{'TC_RS04435': 72.04}
TC_RS02985	{'CPn0080': 82.19}
CPnt35	{'TC_RS01090': 100.0}
CPn0348	{'TC_RS01715': 72.33}
TC_RS00055	{'CPn0770': 72.79}
CPn0239	{'TC_RS02295': 66.46}
TC_RS01730	{'CPn0345': 66.94}
CPn1015	{'TC_RS01245': 70.18}
TC_RS02780	{'CPn0425': 77.67}
CPn0584	{'TC_RS03810': 66.89}
TC_RS01475	{'CPn0114': 67.26}
TC_RS02765	{'CPn0422': 74.86}
CPn0625	{'TC_RS04030': 77.01}
TC_RS02360	{'CPn0199': 67.76}
CPn0560	{'TC_RS03695': 72.53}
CPn0290	{'TC_RS02550': 67.37}
TC_RS03975	{'CPnt20': 98.88}
TC_RS02030	{'CPn0188': 69.43}
CPn0811	{'TC_RS04390': 72.32}
TC_RS01750	{'CPn0338': 72.67}
CPn0710	{'TC_RS00190': 76.54}
TC_RS00535	{'CPn0870': 71.73}
CPn0636	{'TC_RS04085': 73.18}
CPn0684	{'TC_RS00320': 71.54}
TC_RS01990	{'CPn0182': 77.14}
TC_RS00900	{'CPn0942': 66.72}
CPn0626	{'TC_RS04035': 75.84}
CPn0921	{'TC_RS00820': 67.45}
CPn0827	{'TC_RS04310': 69.39}
TC_RS02260	{'CPnt07': 100.0}
CPn0359	{'TC_RS01685': 75.65}
TC_RS00785	{'CPn0912': 67.17}
CPn0604	{'TC_RS03920': 70.01}
TC_RS01485	{'CPn0116': 76.43}
TC_RS03870	{'CPn0595': 69.45}
CPn0971	{'TC_RS01040': 69.22}
TC_RS04180	{'CPn0655': 70.81}
TC_RS03545	{'CPn0544': 68.78}
TC_RS02835	{'CPn0438': 66.52}
CPn0868	{'TC_RS00525': 68.36}
CPn0429	{'TC_RS02800': 74.03}
TC_RS03420	{'CPn0501': 66.77}
CPnt20	{'TC_RS03975': 98.88}
TC_RS01555	{'CPn0390': 73.34}
CPn0430	{'TC_RS02805': 72.46}
CPn0876	{'TC_RS00565': 70.6}
TC_RS03745	{'CPn0571': 67.75}
CPn0306	{'TC_RS02630': 71.21}
CPn0188	{'TC_RS02030': 69.43}
TC_RS02240	{'CPn0228': 68.97}
TC_RS02915	{'CPn0094': 70.94}
TC_RS02200	{'CPn0170': 66.34}
CPn0952	{'TC_RS00950': 77.91}
CPn0720	{'TC_RS00155': 76.52}
CPn0786	{'TC_RS04485': 68.19}
CPn0836	{'TC_RS04280': 65.48}
TC_RS04070	{'CPn0633': 76.22}
CPn0387	{'TC_RS01570': 81.51}
CPn0669	{'TC_RS04250': 72.22}
TC_RS04075	{'CPn0634': 75.56}
TC_RS01430	{'CPn0106': 69.85}
CPn0619	{'TC_RS03995': 76.98}
CPn0096	{'TC_RS03095': 64.7}
TC_RS03085	{'CPn1060': 66.22}
CPn0004	{'TC_RS01375': 70.26}
TC_RS01170	{'CPn1001': 70.24}
TC_RS00945	{'CPn0951': 77.74}
CPn0915	{'TC_RS00790': 71.11}
TC_RS00425	{'CPnt31': 98.61}
TC_RS03285	{'CPn1036': 71.03}
CPn0598	{'TC_RS03885': 67.59}
TC_RS03105	{'CPn0039': 70.0}
TC_RS01030	{'CPn0970': 67.17}
CPn0623	{'TC_RS04020': 77.54}
TC_RS03810	{'CPn0584': 66.89}
CPn0351	{'TC_RS01690': 74.18}
TC_RS00505	{'CPn0864': 71.24}
CPn0958	{'TC_RS00980': 70.35}
CPn0103	{'TC_RS01425': 69.9}
CPn0094	{'TC_RS02915': 70.94}
CPn0698	{'TC_RS00265': 69.96}
CPn0296	{'TC_RS02580': 67.51}
CPn1062	{'TC_RS03070': 70.25}
TC_RS02410	{'CPnt05': 100.0}
CPn0858	{'TC_RS00475': 67.52}
TC_RS01905	{'CPn0402': 69.58}
CPn0544	{'TC_RS03545': 68.78}
CPn0764	{'TC_RS00090': 66.02}
TC_RS03030	{'CPn0073': 78.73}
TC_RS03640	{'CPn0549': 82.39}
TC_RS04530	{'CPnt30': 95.95}
CPn0711	{'TC_RS00185': 73.15}
TC_RS04365	{'CPn0816': 71.05}
CPn0502	{'TC_RS03425': 74.18}
TC_RS03770	{'CPn0577': 72.93}
TC_RS01920	{'CPn0134': 79.62}
TC_RS00885	{'CPn0939': 78.27}
TC_RS02315	{'CPn0275': 73.75}
CPn0646	{'TC_RS04135': 70.9}
TC_RS03020	{'CPn0074': 82.28}
TC_RS03300	{'CPn1033': 64.35}
CPn0437	{'TC_RS02830': 75.58}
TC_RS01865	{'CPn0314': 72.13}
TC_RS01670	{'CPn0362': 68.14}
CPn0219	{'TC_RS02330': 70.75}
TC_RS03435	{'CPn0504': 69.28}
TC_RS00100	{'CPn0762': 75.91}
TC_RS00610	{'CPnr03': 93.04}
TC_RS03920	{'CPn0604': 70.01}
CPn0533	{'TC_RS03480': 75.98}
CPn0716	{'TC_RS00160': 75.79}
TC_RS02485	{'CPn0264': 66.81}
TC_RS01765	{'CPn0335': 68.97}
TC_RS00185	{'CPn0711': 73.15}
TC_RS00465	{'CPn0856': 68.19}
TC_RS01700	{'CPn0350': 75.81}
TC_RS03970	{'CPn0615': 67.65}
CPn0694	{'TC_RS00290': 65.87}
CPn0091	{'TC_RS02930': 64.85}
CPn0672	{'TC_RS04265': 66.31}
CPnt09	{'TC_RS02085': 97.59}
TC_RS00730	{'CPn0900': 70.3}
TC_RS04385	{'CPn0812': 66.52}
TC_RS01505	{'CPn0120': 66.67}
TC_RS02385	{'CPn0207': 72.86}
TC_RS03620	{'CPn0521': 72.79}
CPn0386	{'TC_RS01575': 70.08}
CPns02	{'TC_RS04740': 81.88}
TC_RS03560	{'CPnt16': 97.26}
CPn0642	{'TC_RS04115': 74.3}
CPn0918	{'TC_RS00805': 73.08}
CPn0310	{'TC_RS02650': 67.57}
TC_RS00590	{'CPnt32': 95.95}
CPn0413	{'TC_RS02715': 67.66}
TC_RS01820	{'CPn0323': 79.18}
TC_RS00675	{'CPnr01': 94.33}
CPnt06	{'TC_RS02405': 95.95}
TC_RS02885	{'CPn0054': 66.51}
TC_RS02365	{'CPn0200': 70.44}
TC_RS00285	{'CPn0695': 68.74}
CPn0526	{'TC_RS03445': 66.67}
TC_RS01735	{'CPn0344': 73.35}
CPn0880	{'TC_RS00585': 74.51}
CPn0501	{'TC_RS03420': 66.77}
CPn0305	{'TC_RS02625': 73.35}
TC_RS04210	{'CPn0661': 69.44}
CPn0693	{'TC_RS00295': 71.3}
TC_RS00525	{'CPn0868': 68.36}
CPn0123	{'TC_RS01520': 66.46}
CPn0841	{'TC_RS00390': 74.57}
TC_RS02265	{'CPnt08': 100.0}
TC_RS01580	{'CPn0385': 70.18}
TC_RS03400	{'CPn0495': 66.32}
CPn1012	{'TC_RS01225': 68.88}
CPn0886	{'TC_RS00635': 80.57}
CPn0529	{'TC_RS03460': 77.32}
TC_RS03720	{'CPn0566': 74.35}
TC_RS00065	{'CPn0769': 69.27}
TC_RS04280	{'CPn0836': 65.48}
TC_RS00320	{'CPn0684': 71.54}
CPn0801	{'TC_RS04440': 72.49}
CPn0360	{'TC_RS01680': 66.45}
CPn0171	{'TC_RS02205': 69.78}
CPn0740	{'TC_RS00030': 67.57}
CPn0973	{'TC_RS01050': 67.92}
TC_RS01110	{'CPn0990': 77.22}
CPnt21	{'TC_RS04015': 97.59}
TC_RS00520	{'CPn0867': 69.25}
TC_RS01055	{'CPn0974': 72.67}
CPn0342	{'TC_RS01740': 71.67}
CPn0580	{'TC_RS03785': 68.35}
TC_RS03195	{'CPn1066': 76.5}
TC_RS03910	{'CPn0602': 70.51}
TC_RS02235	{'CPn0227': 69.26}
CPn0632	{'TC_RS04065': 71.85}
CPn0630	{'TC_RS04055': 74.76}
CPn1031	{'TC_RS03310': 71.12}
TC_RS03815	{'CPn0586': 70.34}
TC_RS00795	{'CPn0916': 75.22}
CPn0074	{'TC_RS03020': 82.28}
TC_RS00210	{'CPn0706': 76.13}
TC_RS02610	{'CPn0302': 69.12}
CPn0338	{'TC_RS01750': 72.67}
TC_RS04425	{'CPn0804': 67.07}
TC_RS02980	{'CPn0081': 78.43}
CPn0853	{'TC_RS00450': 70.83}
CPn1025	{'TC_RS03330': 66.42}
CPn0137	{'TC_RS01910': 65.74}
CPn0965	{'TC_RS03505': 65.01}
CPn0949	{'TC_RS00935': 73.12}
CPn1006	{'TC_RS01195': 78.28}
TC_RS01690	{'CPn0351': 74.18}
CPn0696	{'TC_RS00275': 69.58}
TC_RS00165	{'CPn0715': 68.77}
TC_RS01825	{'CPn0322': 74.44}
CPn0317	{'TC_RS01850': 73.3}
TC_RS00440	{'CPn0851': 74.62}
TC_RS03140	{'CPn0032': 76.29}
TC_RS03850	{'CPn0591': 68.44}
CPn0322	{'TC_RS01825': 74.44}
CPn0807	{'TC_RS04410': 64.89}
CPn0790	{'TC_RS04465': 71.76}
TC_RS03175	{'CPn0023': 75.19}
TC_RS02465	{'CPn0261': 69.13}
TC_RS02870	{'CPn0057': 68.26}
CPnt08	{'TC_RS02265': 100.0}
CPn0692	{'TC_RS00300': 71.69}
TC_RS02120	{'CPn0151': 68.68}
CPn0985	{'TC_RS01085': 76.72}
TC_RS00635	{'CPn0886': 80.57}
CPn0856	{'TC_RS00465': 68.19}
TC_RS01135	{'CPn0994': 66.23}
TC_RS00935	{'CPn0949': 73.12}
CPn0349	{'TC_RS01710': 66.71}
TC_RS01370	{'CPn0003': 69.43}
CPn0903	{'TC_RS00745': 69.6}
CPn0959	{'TC_RS00985': 74.74}
TC_RS00660	{'CPn0891': 72.56}
CPn0475	{'TC_RS01300': 68.15}
CPn0275	{'TC_RS02315': 73.75}
TC_RS01830	{'CPn0321': 69.85}
TC_RS00925	{'CPn0948': 65.31}
TC_RS00695	{'CPn0894': 70.7}
TC_RS03935	{'CPn0607': 68.89}
TC_RS00275	{'CPn0696': 69.58}
TC_RS00625	{'CPn0884': 76.99}
TC_RS03700	{'CPn0561': 70.56}
CPn0135	{'TC_RS01925': 75.08}
CPn0282	{'TC_RS02460': 72.28}
CPn0900	{'TC_RS00730': 70.3}
TC_RS04030	{'CPn0625': 77.01}
CPn0525	{'TC_RS03440': 76.82}
CPn0789	{'TC_RS04470': 72.3}
TC_RS03650	{'CPn0551': 76.79}
TC_RS02015	{'CPn0192': 71.51}
CPn0615	{'TC_RS03970': 67.65}
CPn0726	{'TC_RS04625': 73.31}
CPn0863	{'TC_RS00500': 74.0}
TC_RS03255	{'CPn1048': 64.57}
CPn0385	{'TC_RS01580': 70.18}
CPn0247	{'TC_RS01995': 72.51}
TC_RS00195	{'CPn0709': 68.37}
CPn0645	{'TC_RS04130': 69.64}
TC_RS03090	{'CPn0097': 68.81}
CPn0299	{'TC_RS02595': 68.71}
TC_RS04315	{'CPn0826': 68.47}
TC_RS00015	{'CPn0742': 72.48}
CPn0606	{'TC_RS03930': 67.09}
CPn0707	{'TC_RS00205': 76.93}
CPn0778	{'TC_RS04525': 66.06}
CPn0782	{'TC_RS04505': 69.01}
TC_RS00200	{'CPn0708': 67.85}
CPn0039	{'TC_RS03105': 70.0}
CPn0968	{'TC_RS01025': 64.22}
TC_RS01930	{'CPn0136': 65.77}
TC_RS02945	{'CPn0088': 73.42}
CPn0407	{'TC_RS01885': 70.45}
TC_RS02550	{'CPn0290': 67.37}
CPn0201	{'TC_RS02370': 65.23}
CPn0194	{'TC_RS02350': 65.36}
CPnt05	{'TC_RS02410': 100.0}
CPn1066	{'TC_RS03195': 76.5}
TC_RS01805	{'CPn0326': 67.76}
TC_RS04415	{'CPn0806': 70.22}
CPn0805	{'TC_RS04420': 75.45}
CPn0816	{'TC_RS04365': 71.05}
CPn0113	{'TC_RS01470': 72.63}
CPn0148	{'TC_RS02105': 71.49}
CPnr03	{'TC_RS00610': 93.04, 'TC_RS00685': 93.04}
TC_RS00580	{'CPn0879': 69.51}
TC_RS01975	{'CPn0185': 69.79}
TC_RS03645	{'CPn0550': 79.05}
CPn0818	{'TC_RS04355': 72.89}
CPn0734	{'TC_RS04660': 72.47}
TC_RS04740	{'CPns02': 81.88}
CPn0192	{'TC_RS02015': 71.51}
TC_RS02545	{'CPn0289': 69.4}
TC_RS01450	{'CPn0109': 72.23}
CPn0087	{'TC_RS02950': 68.15}
CPn0946	{'TC_RS00915': 67.55}
CPn0644	{'TC_RS04125': 75.29}
TC_RS02865	{'CPn0058': 74.81}
TC_RS04655	{'CPn0733': 75.59}
TC_RS00565	{'CPn0876': 70.6}
CPn0599	{'TC_RS03890': 71.53}
TC_RS00820	{'CPn0921': 67.45}
CPn0679	{'TC_RS00345': 72.9}
TC_RS04010	{'CPn0622': 73.98}
TC_RS04330	{'CPn0823': 71.79}
CPn0419	{'TC_RS02750': 67.06}
CPn0912	{'TC_RS00785': 67.17}
CPn0835	{'TC_RS04285': 70.48}
TC_RS01985	{'CPn0183': 73.09}
TC_RS01850	{'CPn0317': 73.3}
CPn1033	{'TC_RS03300': 64.35}
CPn0114	{'TC_RS01475': 67.26}
TC_RS01120	{'CPn0992': 75.98}
CPn0651	{'TC_RS04160': 74.17}
TC_RS04220	{'CPn0663': 67.47}
TC_RS02635	{'CPn0307': 70.93}
TC_RS00230	{'CPn0702': 73.39}
TC_RS04130	{'CPn0645': 69.64}
CPnt18	{'TC_RS03820': 97.3}
CPn0149	{'TC_RS02110': 64.68}
TC_RS00030	{'CPn0740': 67.57}
TC_RS00950	{'CPn0952': 77.91}
TC_RS01275	{'CPn1022': 72.34}
TC_RS02960	{'CPn0085': 67.9}
CPn0627	{'TC_RS04040': 80.35}
TC_RS02425	{'CPn0138': 66.95}
CPn0924	{'TC_RS00835': 67.94}
TC_RS04140	{'CPn0647': 71.65}
CPnt10	{'TC_RS02080': 100.0}
TC_RS04445	{'CPn0800': 71.25}
CPn0813	{'TC_RS04380': 66.93}
CPn0319	{'TC_RS01840': 74.08}
CPn0425	{'TC_RS02780': 77.67}
CPnt19	{'TC_RS03840': 100.0}
TC_RS01800	{'CPn0327': 76.01}
CPn0826	{'TC_RS04315': 68.47}
CPn0840	{'TC_RS00385': 65.0}
TC_RS01390	{'CPn0441': 66.91}
TC_RS01290	{'CPn1024': 66.6}
TC_RS02860	{'CPn0059': 68.46}
TC_RS04540	{'CPn0776': 69.65}
CPn1069	{'TC_RS01400': 72.11}
CPn0172	{'TC_RS02210': 71.83}
CPn0520	{'TC_RS03615': 78.04}
CPn0966	{'TC_RS03500': 68.61}
CPn0665	{'TC_RS04225': 73.55}
TC_RS02290	{'CPn0238': 70.2}
CPn0377	{'TC_RS01635': 70.53}
CPn0624	{'TC_RS04025': 72.66}
TC_RS03215	{'CPn1057': 66.71}
CPn0715	{'TC_RS00165': 68.77}
TC_RS01615	{'CPn0380': 66.71}
CPn0825	{'TC_RS04840': 76.51}
TC_RS02280	{'CPn0236': 68.33}
CPn0076	{'TC_RS03005': 80.62}
TC_RS00330	{'CPn0682': 71.6}
CPn0236	{'TC_RS02280': 68.33}
TC_RS00040	{'CPn0738': 71.53}
CPn0378	{'TC_RS01630': 67.47}
CPn0850	{'TC_RS00435': 80.64}
TC_RS02270	{'CPn0234': 73.63}
TC_RS02790	{'CPn0427': 69.85}
CPn0079	{'TC_RS02990': 76.32}
TC_RS02720	{'CPn0414': 76.74}
CPn0315	{'TC_RS01860': 80.63}
CPn0614	{'TC_RS03965': 65.38}
TC_RS00890	{'CPn0940': 65.79}
TC_RS03315	{'CPn1030': 68.98}
TC_RS00295	{'CPn0693': 71.3}
CPn0738	{'TC_RS00040': 71.53}
CPn0250	{'TC_RS02135': 88.61}
TC_RS04675	{'CPn0750': 72.13}
TC_RS04575	{'CPn0760': 68.51}
CPn1001	{'TC_RS01170': 70.24}
TC_RS02430	{'CPn0139': 66.78}
CPn0647	{'TC_RS04140': 71.65}
TC_RS00340	{'CPn0680': 71.04}
TC_RS04450	{'CPn0793': 67.85}
CPn1004	{'TC_RS01185': 69.0}
TC_RS03070	{'CPn1062': 70.25}
CPn0641	{'TC_RS04110': 78.1}
CPn0053	{'TC_RS02890': 70.93}
CPn0994	{'TC_RS01135': 66.23}
CPn0998	{'TC_RS01155': 74.09}
CPn0086	{'TC_RS02955': 70.37}
CPn0721	{'TC_RS00130': 69.92}
CPnt23	{'TC_RS00280': 100.0}
TC_RS04670	{'CPn0749': 68.67}
CPn0762	{'TC_RS00100': 75.91}
CPn1014	{'TC_RS01235': 72.55}
CPn0744	{'TC_RS00005': 68.8}
CPn0540	{'TC_RS03515': 65.1}
TC_RS02205	{'CPn0171': 69.78}
TC_RS04420	{'CPn0805': 75.45}
