Query	Best Match(es)
CPn0004	{'CTL0259': 70.0}
CTL0224	{'CPn1009': 72.77}
CPn0342	{'CTL0329': 70.91}
CPn0145	{'CTL0369': 69.7}
CPn0915	{'CTL0138': 72.22}
CTL0756	{'CPn0614': 66.09}
CTL0379	{'CPn0182': 77.66}
CTL0328	{'CPn0344': 70.33}
CPn0623	{'CTL0766': 78.79}
CPn0032	{'CTL0595': 75.17}
CPn0708	{'CTL0037': 69.05}
CPn0094	{'CTL0554': 70.21}
CPn0552	{'CTL0698': 78.98}
CPn0698	{'CTL0047': 70.81}
CTL0575	{'CPn0073': 79.28}
CPn0544	{'CTL0675': 69.92}
CPn0883	{'CTL0109': 72.12}
CTL0350	{'CPn0318': 72.92}
CTL0342	{'CPn0326': 67.43}
CTL0659	{'CPn0529': 75.0}
CTL0125	{'CPn0899': 66.79}
CPn0646	{'CTL0789': 71.39}
CTL0594	{'CPn0033': 71.4}
CPn0089	{'CTL0559': 76.85}
CPn0437	{'CTL0538': 75.86}
CTL0588	{'CPn0040': 69.35}
CTL0322	{'CPn0350': 74.01}
CPn0219	{'CTL0445': 69.37}
CTL0894	{'CPn0750': 71.26}
CTL0538	{'CPn0437': 75.86}
CTL0188	{'CPn0968': 65.07}
CTL0762	{'CPn0619': 75.54}
CTL0835	{'CPn0815': 67.23}
CTL0140	{'CPn0917': 73.94}
CPn0533	{'CTL0663': 76.54}
CPn0716	{'CTL0029': 70.57}
CTL0739	{'CPn0597': 73.36}
CPnt23	{'CTL_t11': 100.0}
CTL0282	{'CPn0117': 70.96}
CTL_r03	{'CPnr02': 93.15}
CPn0741	{'CTL0004': 68.03}
CTL0167	{'CPn0948': 74.06}
CTL_t25	{'CPnt29': 98.65}
CPn0655	{'CTL0798': 69.25}
CPn0091	{'CTL0557': 64.46}
CTL0297	{'CPn0389': 69.61}
CPnt09	{'CTL_t35': 97.59}
CPn0549	{'CTL0695': 83.02}
CTL0530	{'CPn0427': 69.82}
CTL0660	{'CPn0530': 66.79}
CTL0691	{'CPn0521': 72.02}
CTL0754	{'CPn0612': 68.99}
CPn0386	{'CTL0300': 73.47}
CPns02	{'CTL655a': 81.61}
CTL0070	{'CPn0841': 76.22}
CTL0365	{'CPn0134': 80.92}
CPn0918	{'CTL0141': 72.76}
CPn0310	{'CTL0503': 67.35}
CTL0649	{'CPn0500': 67.12}
CTL0054	{'CPn0691': 67.02}
CPn0413	{'CTL0516': 68.24}
CPnt06	{'CTL_t22': 95.95}
CPn1015	{'CTL0232': 72.94}
CTL0312	{'CPn0374': 68.4}
CTL0888	{'CPn0730': 66.4}
CTL0010	{'CPn0770': 68.01}
CTL0317	{'CPn0362': 69.45}
CTL0853	{'CPn0791': 65.26}
CTL0647	{'CPn0496': 65.45}
CTL0633	{'CPn1025': 69.35}
CTL0528	{'CPn0425': 74.31}
CTL0058	{'CPn0683': 66.62}
CPn0305	{'CTL0498': 73.69}
CTL0067	{'CPn0838': 67.45}
CPn0838	{'CTL0067': 67.45}
CTL0079	{'CPn0851': 74.77}
CTL0488	{'CPn0295': 80.3}
CPn0123	{'CTL0288': 68.48}
CTL_t10	{'CPnt24': 100.0}
CPn0886	{'CTL0112': 79.89}
CPn0529	{'CTL0659': 75.0}
CPn0626	{'CTL0769': 75.55}
CTL0559	{'CPn0089': 76.85}
CTL0191	{'CPn0971': 68.27}
CPn0885	{'CTL0111': 64.42}
CTL0456	{'CPn0207': 71.79}
CPn0801	{'CTL0849': 72.96}
CTL0388	{'CPn0187': 67.05}
CPn0302	{'CTL0495': 70.2}
CPn0973	{'CTL0193': 68.79}
CTL0098	{'CPn0870': 70.36}
CTL_t15	{'CPnt37': 96.34}
CPn0793	{'CTL0851': 66.7}
CTL0824	{'CPn0826': 66.3}
CTL0029	{'CPn0716': 70.57}
CTL0106	{'CPn0878': 71.4}
CPn0335	{'CTL0334': 68.88}
CPn0580	{'CTL0723': 68.24}
CTL0708a	{'CPn0564': 67.55}
CTL0606	{'CPn1066': 77.88}
CPn0867	{'CTL0095': 70.12}
CPn0761	{'CTL0874': 66.67}
CPn0187	{'CTL0388': 67.05}
CTL0668	{'CPn0965': 64.84}
CTL_t19	{'CPnt21': 97.59}
CPn0074	{'CTL0574': 82.87}
CTL0095	{'CPn0867': 70.12}
CTL0158	{'CPn0939': 76.96}
CTL0078	{'CPn0850': 79.98}
CPn0338	{'CTL0331': 74.32}
CTL0324	{'CPn0348': 72.96}
CTL0839	{'CPn0811': 73.75}
CTL0495	{'CPn0302': 70.2}
CTL0034	{'CPn0711': 72.33}
CPn0137	{'CTL0363': 65.73}
CPn0965	{'CTL0668': 64.84}
CPn0949	{'CTL0168': 74.01}
CTL0313	{'CPn0373': 67.82}
CPn1006	{'CTL0221': 79.95}
CTL0490	{'CPn0297': 65.76}
CPn0696	{'CTL0049': 68.39}
CTL0810	{'CPn0669': 72.79}
CPn0613	{'CTL0755': 66.88}
CPn0363	{'CTL0316': 67.34}
CPn0958	{'CTL0176': 68.93}
CTL0325	{'CPn0347': 64.89}
CPn0322	{'CTL0346': 74.4}
CTL0231	{'CPn1014': 73.04}
CPn0790	{'CTL0854': 70.81}
CTL0118	{'CPn0892': 70.64}
CPn0628	{'CTL0771': 78.86}
CPnt08	{'CTL_t02': 98.63}
CTL0298	{'CPn0388': 67.57}
CPn0692	{'CTL0053': 73.01}
CPn0985	{'CTL0200': 75.53}
CPn0856	{'CTL0084': 67.42}
CPn0349	{'CTL0323': 70.82}
CTL0574	{'CPn0074': 82.87}
CTL0499	{'CPn0306': 69.19}
CPn0374	{'CTL0312': 68.4}
CPn0959	{'CTL0177': 75.23}
CTL0737	{'CPn0595': 69.21}
CPn0275	{'CTL0442': 74.23}
CPn0379	{'CTL0309': 74.5}
CTL0505	{'CPn0399': 66.67}
CTL0174	{'CPn0956': 66.51}
CTL0855	{'CPn0789': 72.8}
CPn0135	{'CTL0366': 76.84}
CPn0282	{'CTL0468': 72.01}
CPn0525	{'CTL0655': 77.81}
CPn0789	{'CTL0855': 72.8}
CTL0018	{'CPn0762': 76.48}
CTL0711	{'CPn0567': 66.46}
CTL0885	{'CPn0726': 77.65}
CPn0726	{'CTL0885': 77.65}
CTL0795	{'CPn0652': 71.73}
CTL0377	{'CPn0184': 74.87}
CTL0794	{'CPn0651': 74.53}
CTL0367	{'CPn0136': 67.21}
CPn0385	{'CTL0301': 70.0}
CPn0247	{'CTL0380': 72.93}
CPn0826	{'CTL0824': 66.3}
CTL0678	{'CPn0506': 73.92}
CTL_t30	{'CPnt20': 97.75}
CTL0630	{'CPn1028': 74.3}
CPn0606	{'CTL0749': 65.58}
CPn0489	{'CTL0642': 72.43}
CPn0778	{'CTL0866': 65.23}
CTL0486	{'CPn0293': 64.5}
CPn0636	{'CTL0779': 72.8}
CTL0804	{'CPn0662': 72.5}
CPn0025	{'CTL0600': 69.07}
CTL0545	{'CPn0058': 74.13}
CTL0451	{'CPn0199': 66.38}
CTL0825	{'CPn0825': 76.57}
CTL0341	{'CPn0327': 77.04}
CTL0863	{'CPn0781': 72.67}
CPn0194	{'CTL0449': 66.37}
CTL0562	{'CPn0086': 70.42}
CPnt05	{'CTL_t23': 100.0}
CPn1066	{'CTL0606': 77.88}
CTL0452	{'CPn0200': 72.1}
CPn0805	{'CTL0845': 73.66}
CTL0759	{'CPn0616': 68.61}
CPn0816	{'CTL0834': 70.8}
CPn0113	{'CTL0278': 73.31}
CTL0572	{'CPn0076': 79.96}
CTL0102	{'CPn0874': 66.35}
CPn0388	{'CTL0298': 67.57}
CTL0461	{'CPn0153': 69.73}
CTL0056	{'CPn0689': 65.01}
CTL0004	{'CPn0741': 68.03}
CPn0734	{'CTL0891': 73.18}
CTL0109	{'CPn0883': 72.12}
CPn0192	{'CTL0384': 71.21}
CTL_t33	{'CPnt02': 95.83}
CTL0326	{'CPn0346': 68.82}
CPn0087	{'CTL0561': 67.83}
CPn0946	{'CTL0165': 66.67}
CPn0827	{'CTL0823': 66.22}
CPn0644	{'CTL0787': 74.82}
CTL_t18	{'CPnt19': 100.0}
CPn0599	{'CTL0741': 70.4}
CPn0679	{'CTL0062': 68.16}
CPn0912	{'CTL0137': 68.69}
CPn0835	{'CTL0818': 66.63}
CTL0400	{'CPn0148': 73.33}
CTL0462	{'CPn0138': 68.41}
CTL0050	{'CPn0695': 68.12}
CPn1033	{'CTL0626': 64.71}
CPn0114	{'CTL0279': 68.66}
CTL0286	{'CPn0121': 79.26}
CPn0651	{'CTL0794': 74.53}
CPn0269	{'CTL0393': 66.06}
CTL_t05	{'CPnt30': 95.95}
CTL0263	{'CPn1068': 67.54}
CTL0460	{'CPn0154': 67.27}
CTL0047	{'CPn0698': 70.81}
CTL0238	{'CPn1022': 73.71}
CTL_t16	{'CPnt17': 95.18}
CTL0454	{'CPn0202': 66.13}
CTL0192	{'CPn0972': 64.17}
CTL0316	{'CPn0363': 67.34}
CPn0390	{'CTL0296': 72.89}
CPn0854	{'CTL0082': 68.75}
CTL0549	{'CPn0054': 66.43}
CTL0207	{'CPn0992': 77.53}
CPn0627	{'CTL0770': 80.65}
CPn0770	{'CTL0010': 68.01}
CPn0924	{'CTL0147': 67.19}
CTL0259	{'CPn0004': 70.0}
CPnt10	{'CTL_t32': 100.0}
CPn0154	{'CTL0460': 67.27}
CTL0296	{'CPn0390': 72.89}
CTL0583A	{'CPn1060a': 77.92}
CPn0425	{'CTL0528': 74.31}
CPnt19	{'CTL_t18': 100.0}
CTL0069	{'CPn0840': 64.8}
CTL0547	{'CPn0056': 64.37}
CPn0082	{'CTL0566': 78.45}
CTL0807	{'CPn0666': 69.67}
CTL0869	{'CPn0775': 65.84}
CPn0840	{'CTL0069': 64.8}
CTL_t09	{'CPnt34': 98.61}
CPn0662	{'CTL0804': 72.5}
CTL0310	{'CPn0378': 69.52}
CTL0793	{'CPn0650': 69.4}
CTL0366	{'CPn0135': 76.84}
CTL0104	{'CPn0876': 65.79}
CTL0567	{'CPn0081': 78.14}
CPn1069	{'CTL0264': 71.18}
CPn0615	{'CTL0757': 67.13}
CTL_t23	{'CPnt05': 100.0}
CPn0520	{'CTL0690': 77.13}
CPn0966	{'CTL0667': 69.23}
CTL0073	{'CPn0845': 69.97}
CTL0568	{'CPn0080': 82.89}
CPn0665	{'CTL0806': 72.74}
CPn0877	{'CTL0105': 69.07}
CPn0377	{'CTL0311': 73.52}
CTL0135	{'CPn0910': 66.56}
CTL0039	{'CPn0706': 78.0}
CTL0522	{'CPn0419': 68.46}
CPn0825	{'CTL0825': 76.57}
CPn0076	{'CTL0572': 79.96}
CTL0554	{'CPn0094': 70.21}
CTL_t27	{'CPnt36': 100.0}
CPn0378	{'CTL0310': 69.52}
CTL0401	{'CPn0149': 65.08}
CPn0850	{'CTL0078': 79.98}
CTL0645	{'CPn0491': 68.71}
CTL0531	{'CPn0428': 68.22}
CPn0079	{'CTL0569': 74.76}
CTL0352	{'CPn0316': 79.08}
CPn0315	{'CTL0353': 79.89}
CTL0832	{'CPn0818': 73.93}
CPn0614	{'CTL0756': 66.09}
CTL0728	{'CPn0586': 69.78}
CPn0738	{'CTL0007': 76.84}
CTL0846	{'CPn0804': 70.49}
CTL0663	{'CPn0533': 76.54}
CTL0843	{'CPn0807': 64.94}
CPn0682	{'CTL0059': 68.91}
CPn0781	{'CTL0863': 72.67}
CTL0009	{'CPn0736': 67.23}
CTL0077	{'CPn0849': 74.52}
CTL0771	{'CPn0628': 78.86}
CTL0354	{'CPn0314': 71.0}
CPn0876	{'CTL0104': 65.79}
CPn0647	{'CTL0790': 71.27}
CPn1004	{'CTL0219': 68.34}
CTL0654	{'CPn0504': 70.78}
CTL0833	{'CPn0817': 67.07}
CPn0641	{'CTL0784': 78.42}
CTL0092	{'CPn0864': 73.05}
CTL0891	{'CPn0734': 73.18}
CPn0994	{'CTL0209': 65.61}
CPn0086	{'CTL0562': 70.42}
CTL0535	{'CPn0434': 66.01}
CTL0327	{'CPn0345': 65.75}
CPn0721	{'CTL0024': 68.75}
CPn0555	{'CTL0700': 72.19}
CTL0043	{'CPn0702': 73.33}
CPn0762	{'CTL0018': 76.48}
CTL0503	{'CPn0310': 67.35}
CTL0789	{'CPn0646': 71.39}
CPn0861	{'CTL0089': 65.89}
CTL0680	{'CPn0508': 76.67}
CTL0587	{'CPn0096': 65.11}
CPn0824	{'CTL0826': 76.84}
CTL0206	{'CPn0991': 83.33}
CTL0646	{'CPn0495': 67.31}
CTL0215	{'CPn1000': 80.49}
CTL0871	{'CPn0773': 73.5}
CTL0733	{'CPn0591': 71.59}
CPn1058	{'CTL0609': 69.01}
CPnt03	{'CTL_t34': 94.52}
CPn0346	{'CTL0326': 68.82}
CTL0301	{'CPn0385': 70.0}
CTL0822	{'CPn0828': 75.76}
CPn0106	{'CTL0270': 69.2}
CPn0953	{'CTL0172': 71.53}
CTL0262	{'CPn0441': 68.51}
CPn0395	{'CTL0509': 67.63}
CTL0533	{'CPn0430': 71.76}
CTL0532	{'CPn0429': 73.8}
CPn0707	{'CTL0038': 77.43}
CPn0392	{'CTL0294': 73.3}
CTL0887	{'CPn0729': 68.67}
CTL0661	{'CPn0531': 65.4}
CTL0278	{'CPn0113': 73.31}
CTL0875	{'CPn0760': 69.16}
CTL0311	{'CPn0377': 73.52}
CTL0062	{'CPn0679': 68.16}
CPn0720	{'CTL0028': 73.48}
CTL0428	{'CPn0227': 71.47}
CTL0768	{'CPn0625': 78.77}
CTL0583	{'CPn1062': 71.79}
CTL0024	{'CPn0721': 68.75}
CPn1005	{'CTL0220': 72.67}
CPn0695	{'CTL0050': 68.12}
CPn1017	{'CTL0234': 68.35}
CPn0730	{'CTL0888': 66.4}
CPn0575a	{'CTL0719': 70.76}
CPn0804	{'CTL0846': 70.49}
CTL0844	{'CPn0806': 71.42}
CPn0607	{'CTL0750': 70.4}
CPn0939	{'CTL0158': 76.96}
CTL0667	{'CPn0966': 69.23}
CPn0878	{'CTL0106': 71.4}
CTL0806	{'CPn0665': 72.74}
CPn0693	{'CTL0052': 72.7}
CPn0868	{'CTL0096': 67.92}
CPn0023	{'CTL0602': 74.92}
CPn0712	{'CTL0033': 69.84}
CPn0419	{'CTL0522': 68.46}
CPn0202	{'CTL0454': 66.13}
CPn0506	{'CTL0678': 73.92}
