Query	Best Match(es)
TC_RS00065	{'CTL0011': 81.52}
CTL0257	{'TC_RS01365': 89.4}
TC_RS04135	{'CTL0789': 87.74}
CTL0824	{'TC_RS04315': 84.08}
CTL0372	{'TC_RS01955': 72.97}
CTL_r02	{'TC_RS00675': 98.39, 'TC_RS00600': 98.39}
TC_RS02060	{'CTL0393': 77.49}
CTL0530	{'TC_RS02790': 82.87}
TC_RS03840	{'CTL_t18': 100.0}
TC_RS02830	{'CTL0538': 85.22}
TC_RS02895	{'CTL0551': 77.97}
TC_RS00245	{'CTL0045': 81.25}
CTL0313	{'TC_RS01645': 76.28}
TC_RS02065	{'CTL0394': 74.02}
TC_RS00600	{'CTL_r02': 98.39, 'CTL_r01': 98.39}
CTL0323	{'TC_RS01710': 80.73}
TC_RS04535	{'CTL0867': 73.98}
TC_RS01455	{'CTL0275': 81.35}
TC_RS01385	{'CTL0261': 76.91}
TC_RS04075	{'CTL0777': 93.03}
TC_RS04285	{'CTL0818': 81.05}
TC_RS01550	{'CTL0294': 84.47}
CTL0650	{'TC_RS03420': 83.73}
TC_RS02615	{'CTL0496': 74.65}
CTL0684	{'TC_RS03585': 83.98}
CTL0876	{'TC_RS04580': 74.84}
CTL0866	{'TC_RS04525': 80.78}
CTL0525	{'TC_RS02765': 80.56}
TC_RS00425	{'CTL_t12': 100.0}
TC_RS01990	{'CTL0379': 83.39}
CTL0107	{'TC_RS00580': 81.62}
TC_RS03320	{'CTL0630': 83.18}
CTL0291	{'TC_RS01535': 72.75}
CTL0066	{'TC_RS00365': 78.49}
CTL0101	{'TC_RS00550': 75.47}
CTL0673	{'TC_RS03535': 81.01}
TC_RS01410	{'CTL0266': 81.38}
TC_RS02675	{'CTL0508': 82.02}
TC_RS03210	{'CTL0609': 82.86}
CTL0543	{'TC_RS02855': 82.6}
CTL0806	{'TC_RS04225': 85.92}
CTL0321	{'TC_RS01690': 88.99}
TC_RS04420	{'CTL0845': 86.72}
CTL0293	{'TC_RS01545': 83.29}
CTL0830	{'TC_RS04345': 74.14}
CTL0599	{'TC_RS03160': 72.26}
TC_RS01465	{'CTL0277': 89.57}
CTL0374	{'TC_RS01965': 69.31}
TC_RS04795	{'CTL0360': 69.46}
TC_RS01570	{'CTL0299': 92.45}
CTL0716	{'TC_RS03750': 68.12}
CTL0116	{'TC_RS00655': 80.1}
CTL0654	{'TC_RS03435': 81.69}
CTL0045	{'TC_RS00245': 81.25}
TC_RS00380	{'CTL0068': 74.75}
CTL0051	{'TC_RS00290': 81.15}
CTL0106	{'TC_RS00575': 80.45}
CTL0595	{'TC_RS03140': 85.07}
TC_RS01150	{'CTL0212': 77.98}
CTL0094	{'TC_RS00515': 75.41}
TC_RS04680	{'CTL0895': 87.45}
TC_RS00135	{'CTL_t03': 100.0}
TC_RS04560	{'CTL0872': 83.32}
CTL0783	{'TC_RS04105': 96.88}
TC_RS00700	{'CTL0121': 86.78}
CTL0799	{'TC_RS04185': 81.43}
CTL_t34	{'TC_RS03015': 100.0}
TC_RS03300	{'CTL0626': 76.69}
TC_RS03650	{'CTL0697': 92.62}
CTL0829	{'TC_RS04340': 75.53}
TC_RS03945	{'CTL0752': 85.95}
TC_RS00955	{'CTL0172': 89.86}
CTL0618	{'TC_RS03260': 73.99}
CTL_t09	{'TC_RS00930': 100.0}
CTL0084	{'TC_RS00465': 78.83}
CTL_t30	{'TC_RS03975': 98.88}
CTL0778	{'TC_RS04080': 92.08}
CTL0226	{'TC_RS01220': 77.5}
TC_RS03605	{'CTL0688': 83.48}
TC_RS04435	{'CTL0848': 83.93}
CTL0558	{'TC_RS02935': 84.31}
TC_RS02335	{'CTL0446': 83.71}
CTL0285	{'TC_RS01505': 82.2}
TC_RS00235	{'CTL_t31': 100.0}
CTL0782	{'TC_RS04100': 95.43}
TC_RS03070	{'CTL0583': 81.13}
TC_RS00265	{'CTL0047': 84.01}
TC_RS00355	{'CTL0064': 72.64}
CTL0149	{'TC_RS00845': 78.54}
TC_RS04050	{'CTL0772': 86.32}
TC_RS04095	{'CTL0781': 94.05}
TC_RS00260	{'CTL0046': 85.19}
TC_RS00580	{'CTL0107': 81.62}
CTL0709	{'TC_RS03715': 73.52}
TC_RS02105	{'CTL0400': 77.78}
CTL0846	{'TC_RS04425': 82.76}
TC_RS01485	{'CTL0281': 91.43}
CTL0009	{'TC_RS00050': 79.89}
TC_RS04170	{'CTL0796': 76.61}
CTL0032	{'TC_RS00175': 88.56}
CTL0345	{'TC_RS01820': 87.49}
CTL0281	{'TC_RS01485': 91.43}
TC_RS02985	{'CTL0568': 97.71}
CTL0535	{'TC_RS02815': 78.67}
CTL0267	{'TC_RS01415': 84.28}
TC_RS00845	{'CTL0149': 78.54}
TC_RS04310	{'CTL0823': 82.08}
TC_RS04570	{'CTL0874': 83.78}
CTL0503	{'TC_RS02650': 82.06}
TC_RS03275	{'CTL0621': 74.02}
CTL0190	{'TC_RS01035': 79.71}
TC_RS02680	{'CTL0509': 81.07}
CTL0725	{'TC_RS03795': 75.57}
CTL0308	{'TC_RS01615': 80.37}
CTL_t24	{'TC_RS03560': 100.0}
TC_RS02585	{'CTL0490': 80.47}
TC_RS00545	{'CTL0100': 80.24}
TC_RS03000	{'CTL0571': 92.96}
TC_RS01400	{'CTL0264': 84.71}
CTL0105	{'TC_RS00570': 84.07}
CTL0861A	{'TC_RS04500': 76.71}
CTL0260	{'TC_RS01380': 81.42}
TC_RS02645	{'CTL0501': 82.85}
CTL0750	{'TC_RS03935': 84.54}
TC_RS04040	{'CTL0770': 94.24}
CTL0791	{'TC_RS04145': 66.85}
TC_RS01925	{'CTL0366': 94.17}
TC_RS04520	{'CTL0865': 80.41}
TC_RS04455	{'CTL0852': 79.46}
CTL0882	{'TC_RS04615': 69.65}
CTL0069	{'TC_RS00385': 82.81}
TC_RS03350	{'CTL0637': 78.45}
TC_RS01825	{'CTL0346': 86.8}
TC_RS01635	{'CTL0311': 83.23}
CTL0274	{'TC_RS01450': 81.71}
CTL0282	{'TC_RS01490': 81.23}
TC_RS00745	{'CTL0129': 84.23}
CTL0058	{'TC_RS00325': 78.86}
TC_RS02300	{'CTL0439': 77.18}
CTL0554	{'TC_RS02915': 82.5}
CTL_t06	{'TC_RS01540': 100.0}
CTL0834	{'TC_RS04365': 81.41}
TC_RS04110	{'CTL0784': 91.25}
TC_RS03995	{'CTL0762': 87.06}
TC_RS03445	{'CTL0656': 81.74}
CTL0487	{'TC_RS02570': 85.02}
CTL0889	{'TC_RS04650': 80.05}
TC_RS03830	{'CTL0730': 82.55}
CTL0641	{'TC_RS03370': 89.85}
TC_RS04055	{'CTL0773': 91.03}
CTL0512	{'TC_RS02695': 83.51}
CTL0087	{'TC_RS00480': 79.24}
TC_RS02865	{'CTL0545': 83.84}
TC_RS04640	{'CTL0887': 83.14}
TC_RS00755	{'CTL0131': 78.28}
CTL0376	{'TC_RS01975': 85.88}
CTL0187	{'TC_RS01020': 83.32}
CTL0393	{'TC_RS02060': 77.49}
CTL0597	{'TC_RS03150': 78.32}
TC_RS03195	{'CTL0606': 90.0}
CTL0699	{'TC_RS03660': 79.65}
CTL0153	{'TC_RS00865': 77.51}
TC_RS01030	{'CTL0189': 81.95}
TC_RS02970	{'CTL0565': 86.89}
CTL0688	{'TC_RS03605': 83.48}
CTL0600	{'TC_RS03165': 84.35}
CTL0865	{'TC_RS04520': 80.41}
CTL0073	{'TC_RS00405': 78.99}
CTL0849	{'TC_RS04440': 81.39}
TC_RS00875	{'CTL0155': 92.48}
TC_RS01345	{'CTL0252': 68.93}
TC_RS00575	{'CTL0106': 80.45}
TC_RS04120	{'CTL0786': 97.75}
CTL0596	{'TC_RS03145': 94.32}
CTL0228	{'TC_RS01230': 82.86}
TC_RS02800	{'CTL0532': 83.46}
CTL0680	{'TC_RS04815': 90.68}
TC_RS00120	{'CTL0022': 84.72}
TC_RS04125	{'CTL0787': 89.82}
TC_RS03640	{'CTL0695': 93.71}
TC_RS04020	{'CTL0766': 78.09}
TC_RS03815	{'CTL0728': 80.31}
TC_RS01055	{'CTL0194': 81.41}
TC_RS00225	{'CTL0042': 81.81}
TC_RS00905	{'CTL0163': 78.81}
CTL0701	{'TC_RS03670': 69.66}
CTL0347	{'TC_RS01830': 82.37}
TC_RS01460	{'CTL0276': 77.35}
CTL0189	{'TC_RS01030': 81.95}
TC_RS04555	{'CTL0871': 84.35}
TC_RS01185	{'CTL0219': 78.5}
CTL0427	{'TC_RS02225': 75.2}
TC_RS03695	{'CTL0705': 85.07}
CTL0403	{'TC_RS02120': 79.68}
CTL0615	{'TC_RS03245': 78.98}
TC_RS03340	{'CTL0635': 80.92}
TC_RS00765	{'CTL0133': 74.35}
TC_RS00005	{'CTL0001': 80.38}
TC_RS00320	{'CTL0057': 80.96}
TC_RS03130	{'CTL0593': 75.33}
TC_RS00305	{'CTL0054': 80.62}
TC_RS02625	{'CTL0498': 85.51}
CTL0178	{'TC_RS00990': 79.13}
CTL0031	{'TC_RS00170': 73.41}
TC_RS00740	{'CTL0128': 80.92}
CTL0519	{'TC_RS02730': 95.05}
TC_RS00405	{'CTL0073': 78.99}
CTL0362	{'TC_RS01905': 76.53}
TC_RS01725	{'CTL0326': 82.25}
TC_RS04545	{'CTL0869': 82.7}
CTL0309	{'TC_RS01620': 87.47}
TC_RS03990	{'CTL0761': 77.48}
TC_RS03555	{'CTL0677': 93.21}
CTL0760	{'TC_RS03985': 81.66}
TC_RS01000	{'CTL0183': 74.98}
CTL0103	{'TC_RS00560': 89.19}
CTL0594	{'TC_RS03135': 83.9}
TC_RS01660	{'CTL_t26': 100.0}
CTL0764	{'TC_RS04005': 81.87}
TC_RS03125	{'CTL0592a': 84.19}
TC_RS04300	{'CTL0821': 81.33}
CTL0813	{'TC_RS04265': 78.54}
CTL0869	{'TC_RS04545': 82.7}
CTL0144	{'TC_RS00820': 84.91}
TC_RS00180	{'CTL0033': 80.13}
TC_RS01820	{'CTL0345': 87.49}
TC_RS01350	{'CTL0254': 76.37}
CTL0176	{'TC_RS00980': 83.23}
CTL0620	{'TC_RS03270': 79.76}
CTL0526	{'TC_RS02770': 83.81}
CTL0853	{'TC_RS04460': 79.17}
TC_RS02765	{'CTL0525': 80.56}
CTL0513	{'TC_RS02700': 83.69}
CTL0110	{'TC_RS00625': 87.83}
CTL0613	{'TC_RS03235': 77.5}
TC_RS01545	{'CTL0293': 83.29}
TC_RS04755	{'CTL0157': 70.07}
CTL0341	{'TC_RS01800': 91.85}
CTL_t29	{'TC_RS03525': 100.0}
TC_RS00190	{'CTL0035': 87.55}
TC_RS00920	{'CTL0166': 81.28}
TC_RS02455	{'CTL0467': 86.0}
TC_RS03315	{'CTL0629': 82.7}
CTL0029	{'TC_RS00160': 82.33}
CTL0606	{'TC_RS03195': 90.0}
CTL0802	{'TC_RS04205': 82.53}
TC_RS00560	{'CTL0103': 89.19}
CTL0279	{'TC_RS01475': 80.3}
TC_RS03625	{'CTL0692': 75.48}
TC_RS03490	{'CTL0665': 80.59}
CTL0568	{'TC_RS02985': 97.71}
CTL0193	{'TC_RS01050': 81.76}
CTL0441	{'TC_RS02310': 84.29}
TC_RS02960	{'CTL0563': 80.7}
CTL0449	{'TC_RS02350': 83.6}
CTL0722	{'TC_RS03780': 80.22}
CTL0214	{'TC_RS01160': 83.19}
CTL0033	{'TC_RS00180': 80.13}
TC_RS03630	{'CTL0693': 77.76}
CTL0556	{'TC_RS02925': 91.31}
CTL0248	{'TC_RS01325': 73.4}
TC_RS00330	{'CTL0059': 79.46}
TC_RS01765	{'CTL0334': 79.72}
TC_RS03665	{'CTL0700': 81.79}
CTL0359	{'TC_RS01890': 83.61}
TC_RS03530	{'CTL0672': 80.26}
CTL0819	{'TC_RS04290': 80.83}
TC_RS02630	{'CTL0499': 80.14}
TC_RS01670	{'CTL0317': 83.58}
CTL0845	{'TC_RS04420': 86.72}
TC_RS04390	{'CTL0839': 83.69}
TC_RS03950	{'CTL0753': 91.95}
CTL0548	{'TC_RS02880': 73.66}
TC_RS03005	{'CTL0572': 90.68}
CTL0833	{'TC_RS04360': 77.52}
CTL0642	{'TC_RS03375': 83.91}
TC_RS02720	{'CTL0517': 88.21}
CTL0748	{'TC_RS03925': 82.37}
CTL0879	{'TC_RS04595': 86.94}
CTL0320	{'TC_RS01685': 85.12}
TC_RS02780	{'CTL0528': 81.49}
TC_RS02580	{'CTL0489': 82.33}
TC_RS01745	{'CTL0330': 79.61}
TC_RS03135	{'CTL0594': 83.9}
CTL0753	{'TC_RS03950': 91.95}
CTL0789	{'TC_RS04135': 87.74}
TC_RS01870	{'CTL0355': 77.84}
CTL0387	{'TC_RS02030': 79.58}
CTL0647	{'TC_RS03405': 80.12}
TC_RS03470	{'CTL0661': 82.49}
TC_RS04415	{'CTL0844': 82.7}
TC_RS03700	{'CTL0706': 83.69}
TC_RS03335	{'CTL0634': 82.86}
TC_RS00350	{'CTL0063': 68.8}
TC_RS02330	{'CTL0445': 81.88}
TC_RS03170	{'CTL0601': 83.23}
TC_RS02095	{'CTL0398': 73.49}
CTL0251	{'TC_RS01340': 75.72}
TC_RS01505	{'CTL0285': 82.2}
TC_RS02380	{'CTL0455': 86.67}
CTL0652	{'TC_RS03430': 88.2}
CTL0450	{'TC_RS02355': 78.54}
CTL0007	{'TC_RS00040': 78.24}
CTL0581	{'TC_RS03060': 77.57}
TC_RS00130	{'CTL0024': 82.22}
TC_RS02420	{'CTL0461': 80.11}
TC_RS02075	{'CTL0396': 80.14}
CTL_t11	{'TC_RS00280': 100.0}
CTL0155	{'TC_RS00875': 92.48}
TC_RS00450	{'CTL0081': 80.34}
CTL0542	{'TC_RS02850': 81.71}
CTL0697	{'TC_RS03650': 92.62}
CTL0255	{'TC_RS01355': 65.42}
TC_RS01685	{'CTL0320': 85.12}
TC_RS03145	{'CTL0596': 94.32}
CTL0827	{'TC_RS04330': 82.87}
CTL0191	{'TC_RS01040': 81.31}
TC_RS02240	{'CTL0429': 81.61}
CTL0745	{'TC_RS03910': 82.58}
CTL0564	{'TC_RS02965': 82.32}
TC_RS01980	{'CTL0377': 86.38}
TC_RS01025	{'CTL0188': 79.4}
TC_RS00675	{'CTL_r02': 98.39, 'CTL_r01': 98.39}
CTL0587	{'TC_RS03095': 77.42}
TC_RS03750	{'CTL0716': 68.12}
CTL0120	{'TC_RS00695': 82.17}
CTL0097	{'TC_RS00530': 78.45}
CTL0582	{'TC_RS03065': 79.55}
TC_RS04175	{'CTL0797': 84.55}
TC_RS00300	{'CTL0053': 83.4}
CTL0664	{'TC_RS03485': 89.87}
TC_RS00430	{'CTL0077': 85.65}
TC_RS00850	{'CTL0150': 84.61}
TC_RS02265	{'CTL_t02': 98.63}
CTL0649	{'TC_RS03415': 80.76}
CTL0774	{'TC_RS04060': 95.58}
CTL0160	{'TC_RS00895': 83.44}
CTL_t03	{'TC_RS00135': 100.0}
TC_RS02850	{'CTL0542': 81.71}
TC_RS01735	{'CTL0328': 82.37}
CTL0843	{'TC_RS04410': 79.48}
TC_RS02955	{'CTL0562': 83.39}
TC_RS03545	{'CTL0675': 84.01}
TC_RS03925	{'CTL0748': 82.37}
TC_RS00590	{'CTL_t13': 100.0}
CTL0584	{'TC_RS03080': 78.39}
CTL0328	{'TC_RS01735': 82.37}
TC_RS01380	{'CTL0260': 81.42}
TC_RS02835	{'CTL0539': 82.82}
CTL0039	{'TC_RS00210': 89.74}
TC_RS02140	{'CTL0406': 80.62}
TC_RS01425	{'CTL0269': 78.72}
CTL0466	{'TC_RS02445': 72.36}
TC_RS00780	{'CTL0136': 80.46}
CTL0515	{'TC_RS02710': 72.25}
CTL0586	{'TC_RS03090': 83.22}
TC_RS00400	{'CTL0072': 83.91}
TC_RS03045	{'CTL0578': 69.01}
CTL_t16	{'TC_RS03800': 100.0}
TC_RS01225	{'CTL0227': 77.96}
CTL0382	{'TC_RS02005': 72.57}
CTL0758	{'TC_RS04825': 82.46}
CTL0518	{'TC_RS02725': 78.29}
TC_RS01120	{'CTL0207': 88.95}
CTL0707	{'TC_RS03705': 81.29}
TC_RS03915	{'CTL0746': 77.83}
TC_RS02735	{'CTL0520': 79.67}
TC_RS00295	{'CTL0052': 83.93}
TC_RS03510	{'CTL0669': 76.91}
TC_RS02375	{'CTL0454': 79.03}
TC_RS02030	{'CTL0387': 79.58}
CTL0544	{'TC_RS02860': 84.7}
CTL0603	{'TC_RS03180': 83.73}
TC_RS03420	{'CTL0650': 83.73}
TC_RS00950	{'CTL0171': 95.12}
TC_RS00500	{'CTL0091': 83.41}
CTL0743	{'TC_RS03900': 80.19}
TC_RS04400	{'CTL0841': 81.8}
TC_RS01615	{'CTL0308': 80.37}
TC_RS03280	{'CTL0622': 79.7}
CTL0874	{'TC_RS04570': 83.78}
CTL0165	{'TC_RS00915': 79.92}
TC_RS04165	{'CTL0795': 84.9}
CTL0211	{'TC_RS01145': 84.98}
CTL0840	{'TC_RS04395': 79.17}
TC_RS03065	{'CTL0582': 79.55}
TC_RS00470	{'CTL0085': 76.58}
CTL0490	{'TC_RS02585': 80.47}
CTL_t37	{'TC_RS02500': 100.0}
CTL0561	{'TC_RS02950': 86.27}
CTL0030	{'TC_RS00165': 80.86}
TC_RS01880	{'CTL0357': 81.17}
TC_RS00510	{'CTL0093': 71.24}
CTL0885	{'TC_RS04630': 74.09}
CTL0357	{'TC_RS01880': 81.17}
TC_RS01620	{'CTL0309': 87.47}
TC_RS04845	{'CTL0887a': 83.58}
CTL0140	{'TC_RS00800': 90.73}
TC_RS02935	{'CTL0558': 84.31}
TC_RS01740	{'CTL0329': 85.67}
CTL0608	{'TC_RS03205': 82.85}
TC_RS04645	{'CTL0888': 82.68}
CTL0431	{'TC_RS02250': 71.66}
CTL0064	{'TC_RS00355': 72.64}
CTL0378	{'TC_RS01985': 84.07}
CTL0629	{'TC_RS03315': 82.7}
CTL0217	{'TC_RS01175': 82.19}
TC_RS02280	{'CTL0435': 79.38}
TC_RS04225	{'CTL0806': 85.92}
TC_RS03250	{'CTL0616': 76.9}
CTL0537	{'TC_RS02825': 79.42}
TC_RS01730	{'CTL0327': 78.53}
TC_RS04440	{'CTL0849': 81.39}
TC_RS04490	{'CTL0860': 85.26}
TC_RS03060	{'CTL0581': 77.57}
CTL0793	{'TC_RS04155': 87.43}
TC_RS04000	{'CTL0763': 83.25}
CTL0435	{'TC_RS02280': 79.38}
TC_RS01090	{'CTL_t36': 100.0}
CTL0460	{'TC_RS02415': 77.2}
TC_RS01905	{'CTL0362': 76.53}
CTL0583A	{'TC_RS03075': 88.07}
CTL0868	{'TC_RS04540': 79.93}
CTL0366	{'TC_RS01925': 94.17}
TC_RS01770	{'CTL0335': 80.71}
CTL0433	{'TC_RS02270': 78.31}
TC_RS01180	{'CTL0218': 80.85}
CTL_t01	{'TC_RS00025': 100.0}
CTL0236	{'TC_RS01265': 73.12}
CTL0765	{'TC_RS04010': 86.1}
CTL0392	{'TC_RS02055': 73.38}
TC_RS03140	{'CTL0595': 85.07}
TC_RS02110	{'CTL0401': 77.89}
CTL0795	{'TC_RS04165': 84.9}
TC_RS02250	{'CTL0431': 71.66}
TC_RS04385	{'CTL0838': 75.36}
TC_RS01795	{'CTL0340': 79.04}
CTL0080	{'TC_RS00445': 76.42}
CTL0565	{'TC_RS02970': 86.89}
CTL0717	{'TC_RS03755': 83.68}
TC_RS04785	{'CTL0306': 76.36}
CTL0741	{'TC_RS03890': 81.65}
TC_RS00185	{'CTL0034': 87.84}
CTL0052	{'TC_RS00295': 83.93}
TC_RS02125	{'CTL0404': 75.87}
TC_RS03720	{'CTL0710': 84.51}
CTL0172	{'TC_RS00955': 89.86}
TC_RS00465	{'CTL0084': 78.83}
TC_RS03270	{'CTL0620': 79.76}
TC_RS04105	{'CTL0783': 96.88}
TC_RS02655	{'CTL0504': 79.78}
CTL0884	{'TC_RS04625': 75.17}
CTL0391	{'TC_RS02050': 81.11}
TC_RS00855	{'CTL0151': 81.73}
CTL_t05	{'TC_RS04530': 100.0}
CTL0139	{'TC_RS00795': 87.91}
CTL0788	{'TC_RS04130': 90.18}
TC_RS01015	{'CTL0186': 79.06}
TC_RS03710	{'CTL0708a': 80.8}
CTL0111	{'TC_RS00630': 82.27}
TC_RS00835	{'CTL0147': 80.73}
TC_RS00570	{'CTL0105': 84.07}
CTL0578	{'TC_RS03045': 69.01}
