muridarum	pneumoniae	trachomatis_434	trachomatis_duw
['TC_RS01725']	['CPn0346']	['CTL0326']	['CT_070']
['TC_RS00195']	['CPn0709']	['CTL0036']	['CT_667']
['TC_RS01765']	['CPn0335']	['CTL0334']	['CT_078']
['TC_RS03135']	['CPn0033']	['CTL0594']	['CT_340']
['TC_RS01635']	['CPn0377']	['CTL0311']	['CT_055']
['TC_RS03190']	['CPn0020']	['CTL0605']	['CT_351']
['TC_RS00230']	['CPn0702']	['CTL0043']	['CT_674']
['TC_RS00605']	['CPnr02']	['CTL_r03']	['CT_r05']
['TC_RS04195']	['CPnt22']	['CTL_t17']	['CT_t22']
['TC_RS04100']	['CPn0639']	['CTL0782']	['CT_520']
['TC_RS04840']	['CPn0825']	['CTL0825']	['CT_562']
['TC_RS02980']	['CPn0081']	['CTL0567']	['CT_315']
['TC_RS01735']	['CPn0344']	['CTL0328']	['CT_072']
['TC_RS04175']	['CPn0654']	['CTL0797']	['CT_535']
['TC_RS00405']	['CPn0845']	['CTL0073']	['CT_704']
['TC_RS03305']	['CPn1032']	['CTL0627']	['CT_373']
['TC_RS00415']	['CPn0847']	['CTL0075']	['CT_706']
['TC_RS02565']	['CPn0293']	['CTL0486']	['CT_234']
['TC_RS03320']	['CPn1028']	['CTL0630']	['CT_376']
['TC_RS01070']	['CPn0982']	['CTL0197']	['CT_825']
['TC_RS02590']	['CPn0298']	['CTL0491']	['CT_239']
['TC_RS02795']	['CPn0428']	['CTL0531']	['CT_279']
['TC_RS04165']	['CPn0652']	['CTL0795']	['CT_533']
['TC_RS04190']	['CPn0658']	['CTL0800']	['CT_538']
['TC_RS01025']	['CPn0968']	['CTL0188']	['CT_816']
['TC_RS01055']	['CPn0974']	['CTL0194']	['CT_822']
['TC_RS03950']	['CPn0611']	['CTL0753']	['CT_492']
['TC_RS03770']	['CPn0577']	['CTL0720']	['CT_460']
['TC_RS04490']	['CPn0785']	['CTL0860']	['CT_596']
['TC_RS01495']	['CPn0118']	['CTL0283']	['CT_028']
['TC_RS00545']	['CPn0872']	['CTL0100']	['CT_731']
['TC_RS00390']	['CPn0841']	['CTL0070']	['CT_701']
['TC_RS04380']	['CPn0813']	['CTL0837']	['CT_574']
['TC_RS03955']	['CPn0612']	['CTL0754']	['CT_493']
['TC_RS03285']	['CPn1036']	['CTL0623']	['CT_369']
['TC_RS02420']	['CPn0153']	['CTL0461']	['CT_209']
['TC_RS01165']	['CPn1000']	['CTL0215']	['CT_843']
['TC_RS00370']	['CPn0838']	['CTL0067']	['CT_698']
['TC_RS01515']	['CPn0122']	['CTL0287']	['CT_032']
['TC_RS02730']	['CPn0416']	['CTL0519']	['CT_267']
['TC_RS04445']	['CPn0800']	['CTL0850']	['CT_587']
['TC_RS02605']	['CPn0301']	['CTL0494']	['CT_242']
['TC_RS02390']	['CPn0208']	['CTL0457']	['CT_205']
['TC_RS02865']	['CPn0058']	['CTL0545']	['CT_293']
['TC_RS04020']	['CPn0623']	['CTL0766']	['CT_504']
['TC_RS01670']	['CPn0362']	['CTL0317']	['CT_061']
['TC_RS02975']	['CPn0082']	['CTL0566']	['CT_314']
['TC_RS04440']	['CPn0801']	['CTL0849']	['CT_586']
['TC_RS04110']	['CPn0641']	['CTL0784']	['CT_522']
['TC_RS01250']	['CPn1016']	['CTL0233']	['CT_858']
['TC_RS03440']	['CPn0525']	['CTL0655']	['CT_398']
['TC_RS02135']	['CPn0250']	['CTL0405']	['CT_150']
['TC_RS02425']	['CPn0138']	['CTL0462']	['CT_210']
['TC_RS00120']	['CPn0723']	['CTL0022']	['CT_653']
['TC_RS01820']	['CPn0323']	['CTL0345']	['CT_090']
['TC_RS01415']	['CPn0101']	['CTL0267']	['CT_012']
['TC_RS01800']	['CPn0327']	['CTL0341']	['CT_086']
['TC_RS01540']	['CPnt04']	['CTL_t06']	['CT_t01']
['TC_RS01130']	['CPnt36']	['CTL_t27']	['CT_t36']
['TC_RS04265']	['CPn0672']	['CTL0813']	['CT_551']
['TC_RS02800']	['CPn0429']	['CTL0532']	['CT_280']
['TC_RS00955']	['CPn0953']	['CTL0172']	['CT_803']
['TC_RS04045']	['CPn0628']	['CTL0771']	['CT_509']
['TC_RS00385']	['CPn0840']	['CTL0069']	['CT_700']
['TC_RS00410']	['CPn0846']	['CTL0074']	['CT_705']
['TC_RS04040']	['CPn0627']	['CTL0770']	['CT_508']
['TC_RS01570']	['CPn0387']	['CTL0299']	['CT_043']
['TC_RS02310']	['CPn0274']	['CTL0441']	['CT_189']
['TC_RS03315']	['CPn1030']	['CTL0629']	['CT_375']
['TC_RS03865']	['CPn0594']	['CTL0736']	['CT_475']
['TC_RS02260']	['CPnt07']	['CTL_t14']	['CT_t05']
['TC_RS04435']	['CPn0802']	['CTL0848']	['CT_585']
['TC_RS02985']	['CPn0080']	['CTL0568']	['CT_316']
['TC_RS01090']	['CPnt35']	['CTL_t36']	['CT_t35']
['TC_RS00055']	['CPn0770']	['CTL0010']	['CT_642']
['TC_RS02780']	['CPn0425']	['CTL0528']	['CT_276']
['TC_RS03810']	['CPn0584']	['CTL0727']	['CT_467']
['TC_RS01475']	['CPn0114']	['CTL0279']	['CT_024']
['TC_RS02765']	['CPn0422']	['CTL0525']	['CT_273']
['TC_RS04030']	['CPn0625']	['CTL0768']	['CT_506']
['TC_RS02360']	['CPn0199']	['CTL0451']	['CT_199']
['TC_RS02550']	['CPn0290']	['CTL0483']	['CT_231']
['TC_RS03975']	['CPnt20']	['CTL_t30']	['CT_t20']
['TC_RS02030']	['CPn0188']	['CTL0387']	['CT_132']
['TC_RS04390']	['CPn0811']	['CTL0839']	['CT_576']
['TC_RS01750']	['CPn0338']	['CTL0331']	['CT_075']
['TC_RS00190']	['CPn0710']	['CTL0035']	['CT_666']
['TC_RS00535']	['CPn0870']	['CTL0098']	['CT_729']
['TC_RS04085']	['CPn0636']	['CTL0779']	['CT_517']
['TC_RS00320']	['CPn0684']	['CTL0057']	['CT_688']
['TC_RS01990']	['CPn0182']	['CTL0379']	['CT_124']
['TC_RS00900']	['CPn0942']	['CTL0162']	['CT_794']
['TC_RS04035']	['CPn0626']	['CTL0769']	['CT_507']
['TC_RS00820']	['CPn0921']	['CTL0144']	['CT_775']
['TC_RS04310']	['CPn0827']	['CTL0823']	['CT_560']
['TC_RS00785']	['CPn0912']	['CTL0137']	['CT_768']
['TC_RS03920']	['CPn0604']	['CTL0747']	['CT_486']
['TC_RS01040']	['CPn0971']	['CTL0191']	['CT_819']
['TC_RS04180']	['CPn0655']	['CTL0798']	['CT_536']
['TC_RS03545']	['CPn0544']	['CTL0675']	['CT_418']
['TC_RS02835']	['CPn0438']	['CTL0539']	['CT_287']
['TC_RS00525']	['CPn0868']	['CTL0096']	['CT_727']
['TC_RS03420']	['CPn0501']	['CTL0650']	['CT_394']
['TC_RS01555']	['CPn0390']	['CTL0296']	['CT_040']
['TC_RS02805']	['CPn0430']	['CTL0533']	['CT_281']
['TC_RS00565']	['CPn0876']	['CTL0104']	['CT_735']
['TC_RS02630']	['CPn0306']	['CTL0499']	['CT_247']
['TC_RS02240']	['CPn0228']	['CTL0429']	['CT_177']
['TC_RS02915']	['CPn0094']	['CTL0554']	['CT_302']
['TC_RS00950']	['CPn0952']	['CTL0171']	['CT_802']
['TC_RS00155']	['CPn0720']	['CTL0028']	['CT_659']
['TC_RS04485']	['CPn0786']	['CTL0859']	['CT_595']
['TC_RS04280']	['CPn0836']	['CTL0817']	['CT_554']
['TC_RS04070']	['CPn0633']	['CTL0776']	['CT_514']
['TC_RS04250']	['CPn0669']	['CTL0810']	['CT_548']
['TC_RS01430']	['CPn0106']	['CTL0270']	['CT_015']
['TC_RS03095']	['CPn0096']	['CTL0587']	['CT_333']
['TC_RS03085']	['CPn1060']	['CTL0585']	['CT_331']
['TC_RS01375']	['CPn0004']	['CTL0259']	['CT_004']
['TC_RS01170']	['CPn1001']	['CTL0216']	['CT_844']
['TC_RS00790']	['CPn0915']	['CTL0138']	['CT_769']
['TC_RS00425']	['CPnt31']	['CTL_t12']	['CT_t31']
['TC_RS03885']	['CPn0598']	['CTL0740']	['CT_479']
['TC_RS03105']	['CPn0039']	['CTL0589']	['CT_335']
['TC_RS01690']	['CPn0351']	['CTL0321']	['CT_065']
['TC_RS00980']	['CPn0958']	['CTL0176']	['CT_807']
['TC_RS01425']	['CPn0103']	['CTL0269']	['CT_014']
['TC_RS03070']	['CPn1062']	['CTL0583']	['CT_329']
['TC_RS02410']	['CPnt05']	['CTL_t23']	['CT_t08']
['TC_RS01905']	['CPn0402']	['CTL0362']	['CT_107']
['TC_RS00090']	['CPn0764']	['CTL0016']	['CT_648']
['TC_RS03030']	['CPn0073']	['CTL0575']	['CT_323']
['TC_RS03640']	['CPn0549']	['CTL0695']	['CT_436']
['TC_RS04530']	['CPnt30']	['CTL_t05']	['CT_t23']
['TC_RS00185']	['CPn0711']	['CTL0034']	['CT_665']
['TC_RS04365']	['CPn0816']	['CTL0834']	['CT_571']
['TC_RS03425']	['CPn0502']	['CTL0651']	['CT_395']
['TC_RS01920']	['CPn0134']	['CTL0365']	['CT_110']
['TC_RS00885']	['CPn0939']	['CTL0158']	['CT_790']
['TC_RS02315']	['CPn0275']	['CTL0442']	['CT_190']
['TC_RS03020']	['CPn0074']	['CTL0574']	['CT_322']
['TC_RS03300']	['CPn1033']	['CTL0626']	['CT_372']
['TC_RS02830']	['CPn0437']	['CTL0538']	['CT_286']
['TC_RS01865']	['CPn0314']	['CTL0354']	['CT_099']
['TC_RS02330']	['CPn0219']	['CTL0445']	['CT_193']
['TC_RS00100']	['CPn0762']	['CTL0018']	['CT_650']
['TC_RS03480']	['CPn0533']	['CTL0663']	['CT_406']
['TC_RS00160']	['CPn0716']	['CTL0029']	['CT_660']
['TC_RS02485']	['CPn0264']	['CTL0472']	['CT_220']
['TC_RS00465']	['CPn0856']	['CTL0084']	['CT_715']
['TC_RS03970']	['CPn0615']	['CTL0757']	['CT_496']
['TC_RS00290']	['CPn0694']	['CTL0051']	['CT_682']
['TC_RS02930']	['CPn0091']	['CTL0557']	['CT_305']
['TC_RS00730']	['CPn0900']	['CTL0126']	['CT_757']
['TC_RS04385']	['CPn0812']	['CTL0838']	['CT_575']
['TC_RS01505']	['CPn0120']	['CTL0285']	['CT_030']
['TC_RS02385']	['CPn0207']	['CTL0456']	['CT_204']
['TC_RS03620']	['CPn0521']	['CTL0691']	['CT_432']
['TC_RS01575']	['CPn0386']	['CTL0300']	['CT_044']
['TC_RS04740']	['CPns02']	['CTL655a']	['CT_398.1']
['TC_RS04115']	['CPn0642']	['CTL0785']	['CT_523']
['TC_RS02650']	['CPn0310']	['CTL0503']	['CT_251']
['TC_RS00590']	['CPnt32']	['CTL_t13']	['CT_t32']
['TC_RS02715']	['CPn0413']	['CTL0516']	['CT_264']
['TC_RS02405']	['CPnt06']	['CTL_t22']	['CT_t07']
['TC_RS02365']	['CPn0200']	['CTL0452']	['CT_200']
['TC_RS00285']	['CPn0695']	['CTL0050']	['CT_681']
['TC_RS03445']	['CPn0526']	['CTL0656']	['CT_399']
['TC_RS04210']	['CPn0661']	['CTL0803']	['CT_541']
['TC_RS00295']	['CPn0693']	['CTL0052']	['CT_683']
['TC_RS01520']	['CPn0123']	['CTL0288']	['CT_033']
['TC_RS02265']	['CPnt08']	['CTL_t02']	['CT_t06']
['TC_RS01580']	['CPn0385']	['CTL0301']	['CT_045']
['TC_RS03400']	['CPn0495']	['CTL0646']	['CT_390']
['TC_RS01225']	['CPn1012']	['CTL0227']	['CT_854']
['TC_RS00635']	['CPn0886']	['CTL0112']	['CT_743']
['TC_RS03720']	['CPn0566']	['CTL0710']	['CT_450']
['TC_RS00030']	['CPn0740']	['CTL0005']	['CT_637']
['TC_RS01050']	['CPn0973']	['CTL0193']	['CT_821']
['TC_RS01110']	['CPn0990']	['CTL0205']	['CT_833']
['TC_RS04015']	['CPnt21']	['CTL_t19']	['CT_t21']
['TC_RS01740']	['CPn0342']	['CTL0329']	['CT_073']
['TC_RS03195']	['CPn1066']	['CTL0606']	['CT_352']
['TC_RS03910']	['CPn0602']	['CTL0745']	['CT_484']
['TC_RS02235']	['CPn0227']	['CTL0428']	['CT_176']
['TC_RS04065']	['CPn0632']	['CTL0775']	['CT_513']
['TC_RS04055']	['CPn0630']	['CTL0773']	['CT_511']
['TC_RS03310']	['CPn1031']	['CTL0628']	['CT_374']
['TC_RS00795']	['CPn0916']	['CTL0139']	['CT_770']
['TC_RS02610']	['CPn0302']	['CTL0495']	['CT_243']
['TC_RS04425']	['CPn0804']	['CTL0846']	['CT_583']
['TC_RS00450']	['CPn0853']	['CTL0081']	['CT_712']
['TC_RS03330']	['CPn1025']	['CTL0633']	['CT_378']
['TC_RS01910']	['CPn0137']	['CTL0363']	['CT_108']
['TC_RS03505']	['CPn0965']	['CTL0668']	['CT_411']
['TC_RS00935']	['CPn0949']	['CTL0168']	['CT_799']
['TC_RS01195']	['CPn1006']	['CTL0221']	['CT_849']
['TC_RS00275']	['CPn0696']	['CTL0049']	['CT_680']
['TC_RS00165']	['CPn0715']	['CTL0030']	['CT_661']
['TC_RS01825']	['CPn0322']	['CTL0346']	['CT_091']
['TC_RS01850']	['CPn0317']	['CTL0351']	['CT_096']
['TC_RS00440']	['CPn0851']	['CTL0079']	['CT_710']
['TC_RS03140']	['CPn0032']	['CTL0595']	['CT_341']
['TC_RS03850']	['CPn0591']	['CTL0733']	['CT_472']
['TC_RS04410']	['CPn0807']	['CTL0843']	['CT_580']
['TC_RS04465']	['CPn0790']	['CTL0854']	['CT_591']
['TC_RS03175']	['CPn0023']	['CTL0602']	['CT_348']
['TC_RS02465']	['CPn0261']	['CTL0469']	['CT_217']
['TC_RS02870']	['CPn0057']	['CTL0546']	['CT_294']
['TC_RS00300']	['CPn0692']	['CTL0053']	['CT_684']
['TC_RS02120']	['CPn0151']	['CTL0403']	['CT_148']
['TC_RS01135']	['CPn0994']	['CTL0209']	['CT_837']
['TC_RS01370']	['CPn0003']	['CTL0258']	['CT_003']
['TC_RS00745']	['CPn0903']	['CTL0129']	['CT_760']
['TC_RS00660']	['CPn0891']	['CTL0117']	['CT_748']
['TC_RS01300']	['CPn0475']	['CTL0245']	['CT_866']
['TC_RS01830']	['CPn0321']	['CTL0347']	['CT_092']
['TC_RS00925']	['CPn0948']	['CTL0167']	['CT_798']
['TC_RS00695']	['CPn0894']	['CTL0120']	['CT_751']
['TC_RS03935']	['CPn0607']	['CTL0750']	['CT_489']
['TC_RS03700']	['CPn0561']	['CTL0706']	['CT_446']
['TC_RS01925']	['CPn0135']	['CTL0366']	['CT_111']
['TC_RS02460']	['CPn0282']	['CTL0468']	['CT_216']
['TC_RS03650']	['CPn0551']	['CTL0697']	['CT_438']
['TC_RS02015']	['CPn0192']	['CTL0384']	['CT_129']
['TC_RS01995']	['CPn0247']	['CTL0380']	['CT_125']
['TC_RS04130']	['CPn0645']	['CTL0788']	['CT_526']
['TC_RS03090']	['CPn0097']	['CTL0586']	['CT_332']
['TC_RS02595']	['CPn0299']	['CTL0492']	['CT_240']
['TC_RS04315']	['CPn0826']	['CTL0824']	['CT_561']
['TC_RS00015']	['CPn0742']	['CTL0003']	['CT_635']
['TC_RS00205']	['CPn0707']	['CTL0038']	['CT_669']
['TC_RS04525']	['CPn0778']	['CTL0866']	['CT_603']
['TC_RS00200']	['CPn0708']	['CTL0037']	['CT_668']
['TC_RS01930']	['CPn0136']	['CTL0367']	['CT_112']
['TC_RS02945']	['CPn0088']	['CTL0560']	['CT_308']
['TC_RS01885']	['CPn0407']	['CTL0358']	['CT_103']
['TC_RS02370']	['CPn0201']	['CTL0453']	['CT_201']
['TC_RS02350']	['CPn0194']	['CTL0449']	['CT_197']
['TC_RS01805']	['CPn0326']	['CTL0342']	['CT_087']
['TC_RS04415']	['CPn0806']	['CTL0844']	['CT_581']
['TC_RS04420']	['CPn0805']	['CTL0845']	['CT_582']
['TC_RS02105']	['CPn0148']	['CTL0400']	['CT_145']
['TC_RS00580']	['CPn0879']	['CTL0107']	['CT_738']
['TC_RS03645']	['CPn0550']	['CTL0696']	['CT_437']
['TC_RS04355']	['CPn0818']	['CTL0832']	['CT_569']
['TC_RS04660']	['CPn0734']	['CTL0891']	['CT_627']
['TC_RS01450']	['CPn0109']	['CTL0274']	['CT_019']
['TC_RS02950']	['CPn0087']	['CTL0561']	['CT_309']
['TC_RS00915']	['CPn0946']	['CTL0165']	['CT_796']
['TC_RS04655']	['CPn0733']	['CTL0890']	['CT_626']
['TC_RS00345']	['CPn0679']	['CTL0062']	['CT_693']
['TC_RS04010']	['CPn0622']	['CTL0765']	['CT_503']
['TC_RS04330']	['CPn0823']	['CTL0827']	['CT_564']
['TC_RS04285']	['CPn0835']	['CTL0818']	['CT_555']
['TC_RS01985']	['CPn0183']	['CTL0378']	['CT_123']
['TC_RS01120']	['CPn0992']	['CTL0207']	['CT_835']
['TC_RS04160']	['CPn0651']	['CTL0794']	['CT_532']
['TC_RS04220']	['CPn0663']	['CTL0805']	['CT_543']
['TC_RS02635']	['CPn0307']	['CTL0500']	['CT_248']
['TC_RS03820']	['CPnt18']	['CTL_t04']	['CT_t18']
['TC_RS01275']	['CPn1022']	['CTL0238']	['CT_863']
['TC_RS00835']	['CPn0924']	['CTL0147']	['CT_778']
['TC_RS04140']	['CPn0647']	['CTL0790']	['CT_528']
['TC_RS01840']	['CPn0319']	['CTL0349']	['CT_094']
