muridarum	pneumoniae	trachomatis_434	trachomatis_duw
['TC_RS03860']	['CPn0593', 'CPn0159']	['CTL0735']	['CT_474']
['TC_RS02035']	['CPn0187', 'CPn0072']	['CTL0388']	['CT_133']
['TC_RS03325']	[]	['CTL0631']	['CT_377']
['TC_RS01035']	[]	['CTL0190']	['CT_818']
['TC_RS02040']	[]	['CTL0389']	['CT_134']
['TC_RS03940']	[]	['CTL0751']	['CT_490']
['TC_RS03275']	[]	['CTL0621']	['CT_367']
['TC_RS01305']	[]	['CTL0246']	['CT_867']
['TC_RS03240']	[]	['CTL0614']	['CT_360']
['TC_RS04630']	[]	['CTL0885']	['CT_621']
['TC_RS03600']	[]	['CTL0687']	['CT_428']
['TC_RS02640']	[]	['CTL0500A']	['CT_249']
['TC_RS03035']	[]	['CTL0576']	['CT_324']
['TC_RS00395']	[]	['CTL0071']	['CT_702']
['TC_RS03610']	[]	['CTL0689']	['CT_430']
['TC_RS01355']	[]	['CTL0255']	['CT_875']
['TC_RS01015']	[]	['CTL0186']	['CT_814.1']
['TC_RS03120']	[]	['CTL0592']	['CT_338']
['TC_RS02300']	[]	['CTL0439']	['CT_187']
['TC_RS00960']	[]	['CTL0173']	['CT_804']
['TC_RS00145']	[]	['CTL0026']	['CT_657']
['TC_RS01365']	[]	['CTL0257']	['CT_002']
['TC_RS01955']	[]	['CTL0372']	['CT_117']
['TC_RS02895']	[]	['CTL0551']	['CT_299']
['TC_RS01385']	[]	['CTL0261']	['CT_006']
['TC_RS02615']	[]	['CTL0496']	['CT_244']
['TC_RS04345']	[]	['CTL0830']	['CT_567']
['TC_RS03160']	[]	['CTL0599']	['CT_345']
['TC_RS04795']	[]	['CTL0360']	['CT_105']
['TC_RS04680']	[]	['CTL0895']	['CT_631']
['TC_RS03260']	[]	['CTL0618']	['CT_364']
['TC_RS03715']	[]	['CTL0709']	['CT_449']
['TC_RS03795']	[]	['CTL0725']	['CT_465']
['TC_RS01380']	[]	['CTL0260']	['CT_005']
['TC_RS04145']	[]	['CTL0791']	['CT_529']
['TC_RS04615']	[]	['CTL0882']	['CT_618']
['TC_RS03660']	[]	['CTL0699']	['CT_440']
['TC_RS01345']	[]	['CTL0252']	['CT_873']
['TC_RS00905']	[]	['CTL0163']	['CT_794.1']
['TC_RS03670']	[]	['CTL0701']	['CT_442']
['TC_RS03245']	[]	['CTL0615']	['CT_361']
['TC_RS00990']	[]	['CTL0178']	['CT_809']
['TC_RS03235']	[]	['CTL0613']	['CT_359']
['TC_RS04755']	[]	['CTL0157']	['CT_789']
['TC_RS03625']	[]	['CTL0692']	['CT_433']
['TC_RS01325']	[]	['CTL0248']	['CT_869']
['TC_RS02880']	[]	['CTL0548']	['CT_296']
['TC_RS00350']	[]	['CTL0063']	['CT_694']
['TC_RS02095']	['CPn0254', 'CPn0516']	['CTL0398']	['CT_143']
['TC_RS03060']	[]	['CTL0581']	['CT_327']
['TC_RS03080']	[]	['CTL0584']	['CT_330']
['TC_RS02445']	[]	['CTL0466']	['CT_214']
['TC_RS02710']	[]	['CTL0515']	['CT_263']
['TC_RS03045']	[]	['CTL0578']	['CT_326']
['TC_RS04825']	[]	['CTL0758']	['CT_496.1']
['TC_RS04395']	[]	['CTL0840']	['CT_577']
['TC_RS02250']	[]	['CTL0431']	['CT_179']
['TC_RS01770']	[]	['CTL0335']	['CT_079']
['TC_RS02055']	[]	['CTL0392']	['CT_137']
['TC_RS04785']	[]	['CTL0306']	['CT_050']
['TC_RS01005']	[]	['CTL0184']	['CT_813']
['TC_RS00940']	[]	['CTL0169']	['CT_800']
['TC_RS01445']	[]	['CTL0273']	['CT_018']
['TC_RS04550']	[]	['CTL0870']	['CT_606.1']
['TC_RS01875']	[]	['CTL0356']	['CT_101']
['TC_RS00125']	[]	['CTL0023']	['CT_654']
['TC_RS02475']	[]	['CTL0470']	['CT_218']
['TC_RS04805']	[]	['CTL0484']	['CT_232']
['TC_RS00715']	[]	['CTL0124']	['CT_755']
['TC_RS00335']	[]	['CTL0060']	['CT_691']
['TC_RS01600']	[]	['CTL0305']	['CT_049']
['TC_RS03360']	[]	['CTL0639']	['CT_383']
['TC_RS02325']	[]	['CTL0444']	['CT_192']
['TC_RS01095']	[]	['CTL0202']	['CT_830']
['TC_RS01285']	['CPn1023']	['CTL0238b']	[]
['TC_RS03410']	[]	['CTL0648']	['CT_392']
['TC_RS03355']	[]	['CTL0638']	['CT_382.1']
['TC_RS03685']	[]	['CTL0703']	['CT_444']
['TC_RS02185']	['CPn0267']	['CTL0421']	['CT_166', 'CT_168']
['TC_RS03520']	[]	['CTL0671']	['CT_414']
['TC_RS02670']	[]	['CTL0507']	['CT_255']
['TC_RS03690']	[]	['CTL0704']	['CT_444.1']
['TC_RS02395']	[]	['CTL0458']	['CT_206']
['TC_RS02705']	[]	['CTL0514']	['CT_262']
['TC_RS03265']	[]	['CTL0619']	['CT_365']
['TC_RS03290']	[]	['CTL0624']	['CT_370']
['TC_RS00840']	[]	['CTL0148']	['CT_779']
['TC_RS00770']	[]	['CTL0134']	['CT_765']
['TC_RS01010']	[]	['CTL0185']	['CT_814']
['TC_RS00095']	[]	['CTL0017']	['CT_649']
['TC_RS02340']	[]	['CTL0447']	['CT_195']
['TC_RS03875']	[]	['CTL0738']	['CT_477']
['TC_RS03905']	[]	['CTL0744']	['CT_483']
['TC_RS00705']	[]	['CTL0122']	['CT_753']
['TC_RS01650']	[]	['CTL0314']	['CT_058']
['TC_RS02045']	[]	['CTL0390']	['CT_135']
['TC_RS02535']	[]	['CTL0480']	['CT_228']
['TC_RS01960']	[]	['CTL0373']	['CT_118']
['TC_RS02160']	[]	['CTL0409']	['CT_154']
[]	['CPn0954']	['CTL0419']	['CT_163']
[]	['CPn0507']	['CTL0679']	['CT_421.1']
[]	['CPn0225']	['CTL0420']	['CT_167']
[]	['CPn0405']	['CTL0424']	['CT_171']
