Query	Best Match(es)
CT_200	{'CPn0200': 72.26}
CPn0248	{'CT_152': 66.15}
CPn0512	{'CT_425': 69.72}
CT_007	{'CPn0441': 68.72}
CPn0094	{'CT_302': 70.06}
CT_488	{'CPn0606': 65.31}
CT_375	{'CPn1030': 68.56}
CT_499	{'CPn0487': 85.71}
CPn0935	{'CT_785': 78.26}
CPnt17	{'CT_t17': 95.18}
CT_185	{'CPn0238': 72.07}
CPn0887	{'CT_744': 74.14}
CT_402	{'CPn0529': 75.0}
CPn0584	{'CT_467': 64.83}
CT_128	{'CPn0244': 80.77}
CPn0234	{'CT_181': 73.71}
CPn0890	{'CT_747': 66.84}
CPn0154	{'CT_208': 67.04}
CPn0390	{'CT_040': 72.78}
CT_276	{'CPn0425': 74.65}
CT_712	{'CPn0853': 71.97}
CPn0929	{'CT_277': 100.0}
CPn0256	{'CT_695': 92.31}
CPn0814	{'CT_573': 67.82}
CPn0110	{'CT_020': 66.33}
CT_346	{'CPn0025': 68.95}
CT_699	{'CPn0839': 78.12}
CPn0375	{'CT_764': 90.91}
CT_563	{'CPn0824': 76.84}
CT_659	{'CPn0720': 73.48}
CT_113	{'CPn0144': 74.81}
CT_333	{'CPn0096': 65.2}
CPn0528	{'CT_401': 72.52}
CT_078	{'CPn0335': 68.88}
CT_679	{'CPn0697': 67.76}
CPn0642	{'CT_523': 72.62}
CPn0295	{'CT_236': 80.3}
CT_242	{'CPn0301': 70.81}
CT_036	{'CPn0178': 95.45}
CPn0571	{'CT_455': 67.52}
CT_424	{'CPn0511': 73.39}
CPn0459	{'CT_179': 90.91}
CPn0560	{'CT_445': 73.48}
CT_439	{'CPn0552': 78.44}
CPn0004	{'CT_004': 69.93}
CPn0363	{'CT_060': 67.34}
CPn0082	{'CT_314': 78.44}
CPn0327	{'CT_086': 76.67}
CPn0727	{'CT_619': 77.67}
CT_844	{'CPn1001': 72.99}
CT_039	{'CPn0392': 73.82}
CPn0619	{'CT_500': 75.3}
CPn0292	{'CT_233': 94.74}
CPn0176	{'CT_153': 62.75}
CPn0653	{'CT_534': 66.67}
CT_340	{'CPn0033': 71.4}
CPn0691	{'CT_685': 67.09}
CPn0269	{'CT_138': 65.75}
CPn0575a	{'CT_459': 71.03}
CT_103	{'CPn0407': 72.67}
CT_t14	{'CPnt38': 88.1}
CPn1036	{'CT_369': 68.18}
CT_t05	{'CPnt07': 100.0}
CPn0304	{'CT_245': 71.85}
CPn0199	{'CT_199': 66.16}
CT_t02	{'CPnt13': 98.67}
CT_096	{'CPn0317': 72.17}
CT_638	{'CPn0739': 71.36}
CT_587	{'CPn0800': 69.29}
CPn0418	{'CT_269': 66.82}
CPn0507	{'CT_421.1': 79.0}
CPn0701	{'CT_675': 70.71}
CPn0182	{'CT_124': 77.52}
CT_216	{'CPn0282': 71.8}
CT_310	{'CPn0086': 70.54}
CT_017	{'CPn0104': 66.89}
CPn0503	{'CT_396': 77.38}
CT_203	{'CPn0206': 70.56}
CT_833	{'CPn0990': 74.62}
CT_515	{'CPn0634': 75.56}
CPnr01	{'CT_r04': 93.75, 'CT_r01': 93.75}
CT_681	{'CPn0695': 69.28}
CT_560	{'CPn0827': 65.95}
CT_063	{'CPn0360': 66.43}
CPn0478	{'CT_379': 68.62}
CPn0491	{'CT_389': 68.59}
CT_501	{'CPn0620': 69.66}
CPn0641	{'CT_522': 78.58}
CPn0712	{'CT_664': 69.97}
CT_434	{'CPn0547': 70.1}
CT_590	{'CPn0791': 65.41}
CT_061	{'CPn0362': 69.3}
CPn0793	{'CT_588': 66.7}
CT_828	{'CPn0985': 75.43}
CT_193	{'CPn0219': 69.18}
CPn0122	{'CT_032': 69.94}
CPn1030	{'CT_375': 68.56}
CPn0905	{'CT_762': 64.95}
CT_719	{'CPn0860': 77.0}
CPn0227	{'CT_176': 71.75}
CT_752	{'CPn0895': 78.32}
CT_176	{'CPn0227': 71.75}
CT_044	{'CPn0386': 73.47}
CPn0899	{'CT_756': 66.22}
CT_298	{'CPn0053': 69.65}
CPnt38	{'CT_t14': 88.1}
CT_697	{'CPn0837': 69.76}
CT_t27	{'CPnt26': 97.26}
CT_842	{'CPn0999': 71.09}
CPn0033	{'CT_340': 71.4}
CT_245	{'CPn0304': 71.85}
CPn0021	{'CT_350': 67.13}
CT_609	{'CPn0771': 72.05}
CT_429	{'CPn0518': 77.75}
CT_643	{'CPn0769': 69.57}
CPn0475	{'CT_866': 67.82}
CT_825	{'CPn0982': 69.4}
CT_683	{'CPn0693': 72.91}
CPn0579	{'CT_462': 67.8}
CT_114	{'CPn0145': 70.17}
CPn0394	{'CT_256': 63.94}
CT_605	{'CPn0776': 71.43}
CPn0772	{'CT_608': 65.26}
CT_195	{'CPn0288': 80.95}
CPnt25	{'CT_t28': 95.89}
CT_238	{'CPn0297': 65.76}
CPn0299	{'CT_240': 82.42}
CT_856	{'CPn1014': 73.16}
CPn0989	{'CT_832': 80.0}
CT_033	{'CPn0123': 68.65}
CT_653	{'CPn0723': 74.72}
CPn0324	{'CT_089': 67.89}
CT_464	{'CPn0581': 73.97}
CPn1066	{'CT_352': 78.5}
CT_774	{'CPn0920': 64.19}
CT_410	{'CPn0966': 69.1}
CPn0014	{'CT_871': 77.38}
CT_082	{'CPn0331': 73.18}
CT_740	{'CPn0883': 72.2}
CPn0986	{'CT_829': 70.07}
CPn0776	{'CT_605': 71.43}
CT_069	{'CPn0347': 64.92}
CT_272	{'CPn0421': 68.41}
CPn0624	{'CT_505': 71.92}
CT_611	{'CPn0760': 68.95}
CT_077	{'CPn0336': 65.85}
CPn0484	{'CT_382': 65.12}
CPn0700	{'CT_676': 78.72}
CPn0001	{'CT_001': 73.33}
CPn0615	{'CT_496': 66.93}
CPn0639	{'CT_520': 73.52}
CT_261	{'CPn0410': 67.01}
CT_503	{'CPn0622': 70.92}
CPn0545	{'CT_419': 78.06}
CPn0488	{'CT_385': 68.62}
CPn0802	{'CT_585': 72.52}
CPn0883	{'CT_740': 72.2}
CT_596	{'CPn0785': 72.53}
CPn0489	{'CT_386': 72.55}
CT_090	{'CPn0323': 78.3}
CT_399	{'CPn0526': 66.22}
CPn0812	{'CT_575': 66.59}
CPn0956	{'CT_805': 66.41}
CPn0803	{'CT_584': 76.36}
CPn0906	{'CT_763': 70.61}
CT_676	{'CPn0700': 78.72}
CT_788	{'CPn0938': 78.57}
CPn1048	{'CT_363': 67.69}
CT_775	{'CPn0921': 66.07}
CT_565	{'CPn0822': 65.59}
CT_087	{'CPn0326': 66.95}
CPn0361	{'CT_062': 70.1}
CT_119	{'CPn0016': 100.0}
CT_067	{'CPn0349': 70.57}
CT_458	{'CPn0575': 72.71}
CPn0335	{'CT_078': 68.88}
CT_032	{'CPn0122': 69.94}
CPn0516	{'CT_143': 90.91}
CPn0636	{'CT_517': 73.0}
CPn0683	{'CT_689': 66.84}
CT_822	{'CPn0974': 72.34}
CT_419	{'CPn0545': 78.06}
CPn0901	{'CT_758': 67.92}
CT_518	{'CPn0637': 80.76}
CPn0202	{'CT_202': 66.33}
CT_053	{'CPn0379': 74.27}
CPn0607	{'CT_489': 70.48}
CT_550	{'CPn0671': 69.41}
CT_576	{'CPn0811': 73.57}
CT_606	{'CPn0775': 66.08}
CPn0684	{'CT_688': 71.54}
CPn0973	{'CT_821': 68.71}
CT_766	{'CPn0910': 66.36}
CT_062	{'CPn0361': 70.1}
CPn0680	{'CT_692': 71.1}
CT_013	{'CPn0102': 69.06}
CT_582	{'CPn0805': 73.79}
CPn0708	{'CT_668': 68.85}
CT_751	{'CPn0894': 72.67}
CPn0665	{'CT_544': 72.74}
CT_680	{'CPn0696': 68.3}
CPn0995	{'CT_838': 65.42}
CT_690	{'CPn0682': 68.87}
CT_r04	{'CPnr01': 93.75}
CPn0151	{'CT_148': 67.3}
CPn0127	{'CT_034': 63.3}
CT_283	{'CPn0434': 65.73}
CT_687	{'CPn0689': 65.01}
CPn0866	{'CT_725': 75.36}
CT_716	{'CPn0857': 79.17}
CPn0612	{'CT_493': 68.99}
CPn0947	{'CT_797': 70.8}
CT_311	{'CPn0085': 70.78}
CT_391	{'CPn0496': 67.61}
CPn0716	{'CT_660': 70.48}
CT_496	{'CPn0615': 66.93}
CPn1022	{'CT_863': 73.93}
CPn0951	{'CT_801': 78.04}
CT_010	{'CPn0098': 65.69}
CT_555	{'CPn0835': 66.54}
CPn0320	{'CT_093': 85.71}
CT_784	{'CPn0934': 66.38}
CT_012	{'CPn0101': 70.74}
CT_854	{'CPn1012': 70.83}
CT_139	{'CPn0197': 76.04}
CT_625	{'CPn0732': 68.29}
CT_598	{'CPn0783': 85.0}
CPn0561	{'CT_446': 71.78}
CPn0659	{'CT_539': 68.11}
CT_t19	{'CPnt19': 100.0}
CPn0572	{'CT_456': 73.49}
CPn0153	{'CT_209': 69.7}
CT_848	{'CPn1005': 72.31}
CT_074	{'CPn0339': 68.07}
CPn0711	{'CT_665': 71.94}
CT_624	{'CPn0730': 66.28}
CT_208	{'CPn0154': 67.04}
CPn0939	{'CT_790': 76.96}
CPn0039	{'CT_335': 70.96}
CPn0419	{'CT_270': 68.36}
CPn1062	{'CT_329': 71.96}
CPnt06	{'CT_t07': 95.95}
CT_405	{'CPn0532': 64.32}
CPn0188	{'CT_132': 69.37}
CPn0323	{'CT_090': 78.3}
CT_824	{'CPn0981': 67.87}
CT_633	{'CPn0744': 66.59}
CPn0238	{'CT_185': 72.07}
CT_763	{'CPn0906': 70.61}
CPn0415	{'CT_266': 67.42}
CT_316	{'CPn0080': 82.89}
CPn0364	{'CT_059': 73.65}
CT_769	{'CPn0915': 72.22}
CT_379	{'CPn0478': 68.62}
CT_418	{'CPn0544': 70.06}
CT_685	{'CPn0691': 67.09}
CT_371	{'CPn1034': 76.47}
CT_544	{'CPn0665': 72.74}
CPn0746	{'CT_632': 69.75}
CPn0438	{'CT_287': 66.27}
CPn0900	{'CT_757': 66.11}
CT_554	{'CPn0836': 63.7}
CT_829	{'CPn0986': 70.07}
CPnt12	{'CT_t09': 97.3}
CT_143	{'CPn0516': 90.91}
CPn0159	{'CT_474': 100.0}
CPn0428	{'CT_279': 68.22}
CPn1063	{'CT_328': 75.27}
CPn0550	{'CT_437': 79.09}
CPn0825	{'CT_562': 76.87}
CT_510	{'CPn0629': 73.13}
CT_670	{'CPn0706': 78.0}
CPn0714	{'CT_662': 76.64}
CT_029	{'CPn0119': 68.69}
CPn0246	{'CT_126': 73.91}
CPn0261	{'CT_217': 69.14}
CT_758	{'CPn0901': 67.92}
CT_254	{'CPn0400': 66.67}
CPn0189	{'CT_131': 67.82}
CT_780	{'CPn0926': 65.57}
CT_177	{'CPn0228': 70.4}
CPn0886	{'CT_743': 80.46}
CT_562	{'CPn0825': 76.87}
CPn0967	{'CT_815': 71.99}
CT_523	{'CPn0642': 72.62}
CT_655	{'CPn0721': 68.42}
CPn0974	{'CT_822': 72.34}
CT_250	{'CPn0309': 70.71}
CPn0118	{'CT_028': 76.78}
CPn0423	{'CT_274': 76.07}
CT_019	{'CPn0109': 71.02}
CT_258	{'CPn0396': 66.02}
CPn0992	{'CT_835': 77.81}
CT_231	{'CPn0290': 66.92}
CT_265	{'CPn0414': 76.69}
CPn0788	{'CT_593': 71.21}
CT_097	{'CPn0316': 78.85}
CPn0427	{'CT_278': 69.69}
CT_295	{'CPn0056': 63.9}
CT_767	{'CPn0911': 70.3}
CT_623	{'CPn0729': 66.87}
CT_790	{'CPn0939': 76.96}
CPn0785	{'CT_596': 72.53}
CPn0770	{'CT_642': 68.68}
CPn0936	{'CT_786': 80.43}
CT_320	{'CPn0076': 79.93}
CT_028	{'CPn0118': 76.78}
CT_413	{'CPn0540': 64.11}
CT_230	{'CPn0289': 70.51}
CT_541	{'CPn0661': 72.38}
CT_400	{'CPn0527': 73.81}
CPn0791	{'CT_590': 65.41}
CPn0557	{'CT_443': 74.75}
CPn0855	{'CT_714': 68.74}
CT_180	{'CPn0231': 64.64}
CPn1001	{'CT_844': 72.99}
CPn0396	{'CT_258': 66.02}
CPn0180	{'CT_552': 91.3}
CT_634	{'CPn0743': 66.49}
CPn0330	{'CT_083': 64.29}
CT_189	{'CPn0274': 73.98}
CPn0053	{'CT_298': 69.65}
CPn0649	{'CT_530': 67.6}
CPn0506	{'CT_421': 74.25}
CPn0897	{'CT_754': 64.6}
CPn0698	{'CT_678': 71.4}
CPn0098	{'CT_010': 65.69}
CT_812	{'CPn0963': 82.61}
CT_664	{'CPn0712': 69.97}
CPn1032	{'CT_373': 78.45}
CPn0542	{'CT_416': 65.9}
CPn0024	{'CT_347': 68.7}
CPn0767	{'CT_645': 67.45}
CPn0534	{'CT_407': 80.16}
CT_294	{'CPn0057': 70.05}
CT_089	{'CPn0324': 67.89}
CPn0235	{'CT_182': 65.17}
CT_313	{'CPn0083': 72.96}
CT_199	{'CPn0199': 66.16}
CT_355	{'CPn1058': 68.81}
CPn0850	{'CT_709': 79.98}
CPn0858	{'CT_717': 68.43}
CT_688	{'CPn0684': 71.54}
CT_343	{'CPn0030': 66.91}
CT_526	{'CPn0645': 69.85}
CPn0392	{'CT_039': 73.82}
CPn0275	{'CT_190': 74.1}
CT_549	{'CPn0670': 68.42}
CT_695	{'CPn0256': 92.31}
CPn0487	{'CT_499': 85.71}
CPn0713	{'CT_663': 67.4}
CT_248	{'CPn0307': 70.84}
CPn0106	{'CT_015': 68.84}
CT_041	{'CPn0389': 67.7}
CPn0696	{'CT_680': 68.3}
CPn0501	{'CT_394': 66.48}
CT_098	{'CPn0315': 79.53}
CT_660	{'CPn0716': 70.48}
CPn0822	{'CT_565': 65.59}
CPn0771	{'CT_609': 72.05}
CT_055	{'CPn0377': 73.67}
CPn0602	{'CT_484': 68.62}
CT_043	{'CPn0387': 80.95}
CPn0300	{'CT_241': 68.47}
CT_059	{'CPn0364': 73.65}
CPnt36	{'CT_t36': 100.0}
CT_264	{'CPn0413': 68.3}
CPn0826	{'CT_561': 65.84}
CT_052	{'CPn0380': 67.69}
CPn0425	{'CT_276': 74.65}
CPn0313	{'CT_100': 72.39}
CT_540	{'CPn0660': 71.52}
CT_308	{'CPn0088': 73.16}
CT_t18	{'CPnt18': 97.3}
CPn0476	{'CT_865': 82.46}
CPn0280	{'CT_130': 82.86}
CT_t24	{'CPnt29': 98.65}
CPn0682	{'CT_690': 68.87}
CT_557	{'CPn0833': 69.1}
CPn0934	{'CT_784': 66.38}
CT_027	{'CPn0117': 70.96}
CT_492	{'CPn0611': 66.67}
CPnt04	{'CT_t01': 100.0}
CPn0754	{'CT_617': 70.21}
CT_415	{'CPn0541': 71.7}
CPn0717	{'CT_656': 68.29}
CPn0670	{'CT_549': 68.42}
CPn0547	{'CT_434': 70.1}
CT_797	{'CPn0947': 70.8}
CT_612	{'CPn0759': 75.34}
CPn0497	{'CT_388': 70.67}
CT_047	{'CPn0131': 81.25}
CT_385	{'CPn0488': 68.62}
CPn0942	{'CT_794': 68.02}
CPn0305	{'CT_246': 73.69}
CPn0839	{'CT_699': 78.12}
CT_504	{'CPn0623': 78.45}
CPn1025	{'CT_378': 69.07}
CT_024	{'CPn0114': 69.14}
CT_421.2	{'CPn0508': 76.67}
CT_821	{'CPn0973': 68.62}
CT_841	{'CPn0998': 73.34}
CPn0687	{'CT_482': 77.11}
CT_t35	{'CPnt35': 100.0}
CPn0120	{'CT_030': 65.06}
CPns02	{'CT_398.1': 81.94}
CT_305	{'CPn0091': 64.3}
CT_589	{'CPn0792': 70.81}
CT_016	{'CPn0105': 69.23}
CT_431	{'CPn0520': 77.31}
CPn0038	{'CT_336': 71.24}
CT_583	{'CPn0804': 69.92}
CPn0185	{'CT_121': 69.23}
CPn0645	{'CT_526': 69.85}
CPn0003	{'CT_003': 68.51}
CT_581	{'CPn0806': 71.31}
CT_091	{'CPn0322': 74.33}
CPn0322	{'CT_091': 74.33}
CT_285	{'CPn0436': 71.43}
CT_823	{'CPn0979': 72.87}
CT_783	{'CPn0933': 67.73}
CPn0136	{'CT_112': 67.55}
CT_241	{'CPn0300': 68.47}
CPn0742	{'CT_635': 75.0}
CT_796	{'CPn0946': 66.79}
CT_393	{'CPn0500': 67.12}
CT_667	{'CPn0709': 71.36}
CPn0627	{'CT_508': 80.85}
CT_048	{'CPn0382': 71.43}
CPn0513	{'CT_426': 66.13}
CT_588	{'CPn0793': 66.7}
CPn0344	{'CT_072': 69.9}
CT_303	{'CPn0093': 64.29}
CPn0757	{'CT_614': 70.12}
CT_535	{'CPn0654': 72.73}
CT_484	{'CPn0602': 68.62}
CPn0336	{'CT_077': 65.85}
CPn0705	{'CT_671': 64.89}
CPn0400	{'CT_254': 66.67}
CT_517	{'CPn0636': 73.0}
CPn0671	{'CT_550': 69.41}
CPn0605	{'CT_487': 66.12}
CT_836	{'CPn0993': 74.24}
CPn0395	{'CT_257': 67.55}
CT_575	{'CPn0812': 66.59}
CT_219	{'CPn0265': 73.26}
CT_t21	{'CPnt21': 97.59}
CPn0651	{'CT_532': 74.53}
CT_275	{'CPn0424': 75.13}
CT_366	{'CPn1039': 74.51}
CPn0138	{'CT_210': 68.57}
CT_861	{'CPn1020': 88.89}
CT_329	{'CPn1062': 71.96}
CT_259	{'CPn0397': 65.98}
CT_344	{'CPn0027': 74.25}
CT_068	{'CPn0348': 73.09}
CT_713	{'CPn0854': 68.57}
CT_381	{'CPn0482': 67.36}
CT_485	{'CPn0603': 71.32}
CPn0073	{'CT_323': 78.83}
CPn0988	{'CT_831': 66.1}
CT_123	{'CPn0183': 72.43}
CT_592	{'CPn0789': 73.18}
CPn0937	{'CT_787': 81.05}
CT_291	{'CPn0060': 70.28}
CT_805	{'CPn0956': 66.51}
CT_407	{'CPn0534': 80.16}
CPn0750	{'CT_630': 71.26}
CT_075	{'CPn0338': 74.41}
CPn0910	{'CT_766': 66.36}
CPn0406	{'CT_104': 74.33}
CT_617	{'CPn0754': 70.21}
CPnt15	{'CT_t15': 97.62}
CT_382	{'CPn0484': 65.12}
CT_718	{'CPn0859': 64.67}
CPn0728	{'CT_622': 80.0}
CPn0228	{'CT_177': 70.4}
CPn1049	{'CT_362': 68.99}
CPn0379	{'CT_053': 74.27}
CPn0805	{'CT_582': 73.79}
CT_682	{'CPn0694': 68.43}
CPn0971	{'CT_819': 68.27}
CT_351	{'CPn0020': 67.61}
CT_615	{'CPn0756': 80.1}
CT_637	{'CPn0740': 66.03}
CPn0315	{'CT_098': 79.53}
CPn0062	{'CT_289': 75.74}
CT_834	{'CPn0991': 84.1}
CT_280	{'CPn0429': 73.49}
CT_336	{'CPn0038': 71.24}
CT_803	{'CPn0953': 71.53}
CT_757	{'CPn0900': 66.11}
CT_325	{'CPn0071': 67.0}
CT_749	{'CPn0892': 70.64}
CPn0999	{'CT_842': 71.09}
CPn0149	{'CT_146': 65.08}
CT_669	{'CPn0707': 77.43}
CPn0437	{'CT_286': 75.71}
CPn0113	{'CT_023': 73.41}
CPn1069	{'CT_009': 71.18}
CT_668	{'CPn0708': 68.85}
CT_247	{'CPn0306': 72.91}
CT_739	{'CPn0880': 74.89}
CT_138	{'CPn0269': 65.75}
CPn0789	{'CT_592': 73.18}
CT_772	{'CPn0918': 72.92}
CPnt03	{'CT_t11': 94.52}
CPn0583	{'CT_466': 70.42}
CT_574	{'CPn0813': 66.53}
CPn0338	{'CT_075': 74.41}
CT_866	{'CPn0475': 67.82}
CT_273	{'CPn0422': 74.01}
CT_065	{'CPn0351': 74.59}
CT_152	{'CPn0248': 66.15}
CT_770	{'CPn0916': 75.38}
CT_644	{'CPn0768': 68.65}
CPn1031	{'CT_374': 69.24}
CPn0575	{'CT_458': 72.71}
CT_689	{'CPn0683': 66.84}
CPn0333	{'CT_080': 82.35}
CT_417	{'CPn0543': 68.17}
CPn0342	{'CT_073': 70.91}
CPn0744	{'CT_633': 66.59}
CT_872	{'CPn0444': 84.09}
CPn0430	{'CT_281': 71.61}
CPn0429	{'CT_280': 73.49}
CT_256	{'CPn0394': 63.94}
CPn0093	{'CT_303': 64.29}
CT_398	{'CPn0525': 77.68}
CT_543	{'CPn0663': 67.19}
CPn0932	{'CT_782': 70.79}
CPn0532	{'CT_405': 64.32}
CPn0699	{'CT_677': 69.57}
CT_798	{'CPn0948': 74.06}
CT_566	{'CPn0821': 72.57}
CPn0919	{'CT_773': 69.49}
CT_070	{'CPn0346': 69.1}
CT_808	{'CPn0959': 75.1}
CT_559	{'CPn0828': 76.49}
CT_317	{'CPn0079': 74.85}
CPnt19	{'CT_t19': 100.0}
CT_t30	{'CPnt23': 100.0}
CT_509	{'CPn0628': 79.67}
CT_441	{'CPn0555': 71.14}
CPn0983	{'CT_826': 69.48}
CPn0141	{'CT_213': 68.22}
CPn0087	{'CT_309': 68.29}
CPn0057	{'CT_294': 70.05}
CT_406	{'CPn0533': 76.69}
CT_179	{'CPn0459': 90.91}
CT_773	{'CPn0919': 69.49}
CPn0998	{'CT_841': 73.34}
CT_532	{'CPn0651': 74.53}
CT_t15	{'CPnt15': 97.62}
CT_542	{'CPn0662': 72.61}
CT_411	{'CPn0965': 64.84}
CPn1020	{'CT_861': 88.89}
CPn0861	{'CT_720': 65.58}
CT_332	{'CPn0097': 69.48}
CPn1037	{'CT_368': 66.75}
CPn0856	{'CT_715': 67.52}
CPn0085	{'CT_311': 70.78}
CPn0941	{'CT_792': 66.88}
CT_737	{'CPn0878': 71.4}
CPn0766	{'CT_646': 74.75}
CT_207	{'CPn0160': 67.24}
CPn0773	{'CT_607': 72.52}
CPn0674	{'CT_553': 69.27}
CPn0349	{'CT_067': 70.57}
CPn0229	{'CT_178': 67.2}
CT_281	{'CPn0430': 71.61}
CPn0869	{'CT_728': 67.62}
CT_350	{'CPn0021': 67.13}
CT_832	{'CPn0989': 80.0}
CPn0871	{'CT_730': 76.19}
CT_284	{'CPn0435': 69.16}
CT_175	{'CPn0198': 77.05}
CPn0555	{'CT_441': 71.14}
CT_471	{'CPn0590': 68.21}
CPn0614	{'CT_495': 66.09}
CPn0892	{'CT_749': 70.64}
CPn0880	{'CT_739': 74.89}
CPn0109	{'CT_019': 71.02}
CPn0306	{'CT_247': 72.91}
CT_671	{'CPn0705': 64.89}
CT_239	{'CPn0298': 70.85}
CPn0611	{'CT_492': 66.67}
CPn0972	{'CT_820': 64.29}
CPn0697	{'CT_679': 67.76}
CT_673	{'CPn0703': 73.64}
CPn0925	{'CT_779': 70.89}
CPn0387	{'CT_043': 80.95}
CT_472	{'CPn0591': 71.82}
CPnt21	{'CT_t21': 97.59}
CPn0076	{'CT_320': 79.93}
CPn0655	{'CT_536': 69.25}
CT_460	{'CPn0577': 72.73}
CT_t28	{'CPnt25': 95.89}
CPnt20	{'CT_t20': 98.81}
CPnr02	{'CT_r05': 93.18}
CPn0328	{'CT_085': 67.18}
CT_470	{'CPn0589': 70.59}
CPn0022	{'CT_349': 71.33}
CT_534	{'CPn0653': 66.67}
CPn0079	{'CT_317': 74.85}
CPn0325	{'CT_088': 66.57}
CPn0816	{'CT_571': 70.7}
CPn0801	{'CT_586': 72.96}
CT_435	{'CPn0548': 66.67}
CPn0657	{'CT_537': 82.93}
CPn0502	{'CT_395': 74.12}
CT_736	{'CPn0877': 69.28}
CT_443	{'CPn0557': 74.75}
CPnt18	{'CT_t18': 97.3}
